Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
CMC IN Equity     ,Bombay,CMC LIMITED,Decision Support Softwar,India,0.02,0.0221,205.22484319999998,-722.817472,-171.99759402000905,9286.192,9833.532,9662.591999999999,170.94,1588.26,547.34,1211.86,6723.5,-35.97,503.46,592.32,330.672528,1089.46,1053.49,0.3432,553.72,0.43604,0.858,0.3924,0.01738337761040489,0.10913458065448241,3.1859011886224793,0.0823559158176545,0.04918160600877519,16.770555515422956,7.662759724720678,1.3811544582434743,16.313128038897894,19.192372780359907,5.589774897680764,1.4371372053246074,0.4569174657138614,0.20819798269804696,0.05566057038305261,0.05894127539038608,0.45165283118512045,31.368224299065417
CLGT IN Equity     ,Bombay,COLGATE-PALMOLIVE (INDIA),Cosmetics&Toiletries,India,0.02,0.0221,444.65553600000004,1392.245164,2051.419636557144,20120.16,20490.17,20031.54,458.63,2698.4,370.01,2787.02,10207.56,68.04,1143.72,1145.88,684.745164,-775.54,-707.5,0.40130000000000005,1426.84,0.24568,0.562,0.013000000000000001,0.022382928008894024,0.48201620363881026,-1.033231101432065,0.13978267088314936,0.06708215910560408,14.101202657621037,7.219237752151043,1.9711037701468324,17.481359304639223,17.51437414751862,6.490331102333522,1.9624219695990028,0.511959009981988,0.25375969611621707,0.018057927289036647,0.0183900128030791,0.13276187469052966,80.03638908327503
COLR IN Equity     ,Bombay,COLOUR-CHEM LIMITED,Coatings/Paint,India,0.02,0.0221,63.078925000000005,380.72123,482.79767013254104,2854.25,3114.27,3063.7,50.57,1699.83,260.02,1490.38,4008,-61.17,126.9,293.32,88.41123000000002,-231.14,-292.31,0.30329999999999996,233.91,0.22954999999999998,0.564,0.1002,0.016238155330141574,0.30639989739643453,-3.3062541941787247,0.05836077844311377,0.022058690119760485,12.202342781411653,1.9151156080999476,0.7121382235528942,10.44490658666303,24.142631993695822,1.7791761882998172,0.7643962075848303,0.15694655054415652,0.05201180706305925,0.08349308184582582,0.09109923797845318,0.1744655725385472,2.6025430680885973
CCRI IN Equity     ,Bombay,CONTAINER CORP OF INDIA LTD,Transport-Rail,India,0.02,0.0221,946.887097,964.2547,2910.3582870009404,42845.57,43270.99,43014.9,256.09,11184.43,425.42,11015.1,14834.39,2009.5,3834.69,4274.09,2415.8547,-557.9,1451.6,0.37,4307.98,0.44924,0.989,0.187,0.005918283820176058,0.15083867613127266,0.6008639509652629,0.2904049307049363,0.16285500785674367,9.945628809790204,3.8897123040190285,2.8882596453241423,10.064107213465322,11.217308309146242,3.782257275018967,2.899674337805599,0.3910976750097593,0.21600159328638113,0.009831529160761056,0.009929147867562504,0.03862152862888217,140.05441928414902
CRFT IN Equity     ,Bombay,COROMANDEL FERTILISERS LTD,Agricultural Chemicals,India,0.02,0.0221,59.5938655,-378.93784500000004,101.18729456266396,2696.555,4475.085,4431.815,43.27,4030.6,1778.53,2295.34,5762.45,-43.51,458.37,614.35,266.542155,688.99,645.48,0.41850000000000004,464.87,0.57886,0.742,-0.013000000000000001,0.00966909008432242,0.30180480564458884,2.421680728138482,0.08067228349052921,0.046255005249503246,5.800664701959687,1.1747954551395434,0.46795286726999796,7.213827622690648,9.66864105417021,1.0984849786566582,0.7690851981362093,0.20252773009663055,0.06612964695082618,0.3974293225715266,0.6595563598739874,0.7748438139883416,3.5579445781262127
CRPBK IN Equity     ,Bombay,CORPORATION BANK,Money Center Banks,India,0.02,0.0221,816.7567720000001,5288.0815,4952.327556865415,36957.32,55152.28,42312.46,12839.82,29960.36,18194.96,24605.22,27216.55,-4288.78,6370.98,11490.07,4300.4115,3301.11,-987.6700000000005,0.325,4384.53,0.54608,0.862,0.1704,0.2328066944829842,0.11884968286224522,-0.2296687189121321,0.16109793489623042,0.15800722354596744,8.429026600342569,1.5020113618167201,1.3578987785005814,3.682524127355186,6.64143663926115,1.2885992535545412,1.5546592055201707,0.17819511469517443,0.1435367098392676,0.32990404023188163,0.4923235775754302,0.7394756072085517,
EDC IN Equity     ,Bombay,CRANES SOFTWARE INTL LTD,Applications Software,India,0.02,0.0221,78.24224330000001,-192.99522800000003,-4.4674823357565,3540.373,3753.603,3746.533,7.07,581.69,213.23,375.53,610.13,205.39,247.38,297.61,158.174772,145.78,351.17,0.36060000000000003,219.52,0.23822,,,0.0018835236438163546,0,2.220139125599625,0.35979217543802144,0.25924765541769784,16.12779245626822,9.427670226080474,5.802653532853654,12.588733577500754,15.144850028296547,6.375438209117467,6.140548735515382,0.5845604878438474,0.27192279736629477,0.05680675340466213,0.06022811720685927,0.5678108273639922,4.405699020480855
CRISIL IN Equity    ,Bombay,CRISIL LTD,Commercial Serv-Fince,India,0.02,0.0221,74.60102520000001,157.65842800000001,289.91,3375.612,3375.612,3359.212,16.4,769.62,0,786.02,712.18,-12.42,218.46,295,135.83842800000002,-9.4,-21.82,0.3782,268.09,0.42709,0.588,0.10880000000000001,0.004858378273332361,0.15032265284046403,-0.16063201202534527,0.3764357325395265,0.19073608919093493,12.59133872953113,4.294562479326226,4.7398298183043615,11.387159322033899,15.376782935091091,4.294562479326226,4.7168019320958186,0.34107274624055367,0.1765006470725813,0,0,0,
CRG IN Equity     ,Bombay,CROMPTON GREAVES LIMITED,Power Conv/Supply Equip,India,0.02,0.0221,175.85219730000003,848.78684,478.5427180831149,7957.113,11983.913,11523.913,460,8087.2,4026.8,4520.4,15467.3,-193.87,870.8,1333.38,594.14684,-60.77,-254.64,0.3177,343.87,0.59405,1.24,,0.038384791344863736,0,-0.42858092117430097,0.022232063773250665,0.03841309342936389,23.139887166661822,1.7602674542075925,0.5144474471950502,8.642632257870975,13.233708084519982,1.4020864142643203,0.7450500733806159,0.07607070170781348,0.07346755861113859,0.3360171256249941,0.5060629401643536,0.8908061233519159,1.298732289336316
KKC IN Equity     ,Bombay,CUMMINS INDIA LTD,Engines-Interl Combust,India,0.02,0.0221,492.93387000000007,1159.6376060000002,1761.9241098495816,22304.7,22870.85,22674.1,196.75,7574.24,566.15,7204.84,10561.47,-31.01,962.94,1266.95,659.5176060000001,-469.11,-500.12,0.3151,1298.24,0.46023000000000003,0.716,0.015700000000000002,0.008602653596171544,0.22892531427162927,-0.7583118258711048,0.12292228259891853,0.062445626035012185,17.180721592309588,3.0957939385191064,2.1118935148232207,17.896602075851455,23.54674226846948,2.9431063480972184,2.146869706584406,0.18018998340004774,0.08707376660892711,0.024754217705069987,0.025382542692795686,0.07857912181255933,18.14471452798191
DLNK IN Equity     ,Bombay,D-LINK (INDIA) LTD,Networking Products,India,0.02,0.0221,128.21177980000002,120.86856399999998,176.60720632058698,5801.438,5811.408,5790.2880000000005,21.12,1176.87,9.97,1188.02,1882.28,17.17,215.42,251.65,192.62856399999998,54.59,71.76,0.1058,247.77,0.7417900000000001,1.04,,0.0036342311536206027,0.12108003390240948,0.37253042077394094,0.13163291327538942,0.10233789021824595,23.41461032409089,4.883283109711958,3.082133370168094,23.00929068150209,26.879064153746175,4.850965366989708,3.0762097031259965,0.20855709499840072,0.16367871047779275,0.0017155911269695744,0.0017185394379807214,0.008392114610865137,61.02549575070822
DABUR IN Equity     ,Bombay,DABUR INDIA LIMITED,Cosmetics&Toiletries,India,0.02,0.0221,563.023357,1105.098896,1052.9023580329062,25476.17,28343.53,27970.77,372.76,6660.56,2867.36,4165.96,12131.08,158.33,1288.56,1581.66,1123.108896,-140.32,18.01,0.1284,1063.57,0.44687,0.751,0.142,0.013151502300525022,0.14025405003901953,0.016035844844737114,0.08767315028835025,0.09258111363538943,23.95344923230253,6.115317957925663,2.1000743544680276,17.68443913356853,21.706998509964613,4.029893421598904,2.305711445312371,0.25530009889677285,0.16862079104459685,0.1011645338459959,0.11255066990053844,0.6882831328193262,4.932098292888311
DMCT IN Equity     ,Bombay,DAEWOO MOTORS INDIA LIMITED,Auto-Cars/Light Trucks,India,0.02,0.0221,81.90326300000001,1333.7,-2796.580965119589,3706.03,38901.7,38880.76,20.94,35945.38,35195.67,770.65,2274.69,-910.06,-1536,-618.7,-1536,-1959.64,-2869.7,0,-2858.07,1.27511,1.312,,0.0005382798181056356,,,-1,-0.6752568481859066,,4.808966456887044,1.6292461829963645,,,1.0816146884084887,17.092773081167103,-1,-0.04273149984782468,0.9047334692314218,9.496865918516578,45.670109647699995,-1.1618144273752524
DCMS IN Equity     ,Bombay,DCM SHRIRAM CONSOLIDATED,Diversified Operations,India,0.02,0.0221,85.26071710000001,972.4211600000001,734.7142402038866,3857.951,9294.551,9161.751,132.8,8028.6,5436.6,2724.8,12939.7,225.5,1180.4,1728.5,882.8211600000001,-315.1,-89.6,0.2521,704.8,0.67716,1.198,,0.014287941397061571,0.09988649262202044,-0.1014928097101796,0.05446803248916126,0.06822578266884086,5.473823779795687,1.4158657516147972,0.298148411477855,5.300405553948511,7.761564723822433,1.1388427230622196,0.7080342666367845,0.25866118614210215,0.1099595396457664,0.584923359934224,1.4091936367258164,1.9952290076335877,1.9066386690356971
DFPC IN Equity     ,Bombay,DEEPAK FERTILIZERS & PETRO,Agricultural Chemicals,India,0.02,0.0221,75.53649610000001,896.243569,1235.078536425921,3417.941,4261.931,4065.0409999999997,196.89,4483.98,843.99,3836.88,5225.7,264.97,915.59,1222.47,585.1535690000001,-576.06,-311.09,0.36090000000000005,980.08,0.5969,0.584,-0.0353,0.04619736922066547,0.1525385682801404,-0.5316382168387661,0.1875499933023327,0.1119761120998144,3.487410211411313,0.890812587310523,0.6540637617926784,3.3252685137467584,4.439804934523094,0.9104997575237082,0.7778940620395354,0.25543670899272325,0.1304987018229341,0.19802995402788082,0.24692936478423708,0.2199677863263902,5.427004919684666
DBNK IN Equity     ,Bombay,DE BANK,Money Center Banks,India,0.02,0.0221,133.6955633,1095.36972,1666.806279028853,6049.573,13799.383000000002,2651.113000000001,11148.27,6585.81,7749.81,9984.27,21945.16,-30.47,1742.93,2023.51,1052.72972,-12.17,-42.64,0.396,1642.8,0.58548,1.063,0.0168,0.807881772685054,0,-0.040504223629214124,0.07485933116915074,0.04797092935298718,3.682476868760653,0.6059103970545668,0.27566775544129096,1.31015562067892,1.521066824255708,0.7781279322073658,0.12080627345619722,0.16453881956317287,0.15984817661001455,0.5616055442478841,1.2810507452344158,0.7762019656920336,
DEIL IN Equity     ,Bombay,DIGITAL GLOBALSOFT LTD,Applications Software,India,0.02,0.0221,586.760525,457.5450919999999,699.921576023086,26550.25,26567.45,26356.95,210.5,3039.96,17.2,3233.26,4234.37,160.91,997.14,1189.65,915.175092,296.72,457.63,0.08220000000000001,1155.13,0.44793999999999995,1.121,0.31,0.00792322936525711,0.09894990174266098,0.5000463889373423,0.272798550906038,0.21613016623488263,22.984642421199343,8.211603768332889,6.270177145596629,22.155213718320514,26.432547084662136,8.173443143432007,6.2245269071904445,0.357264803944007,0.30104839932104366,0.0006474087652371605,0.0006478281748759428,0.0053197082820435095,243.799511002445
DIVI IN Equity     ,Bombay,DIVI'S LABORATORIES LTD,Medical-Drugs,India,0.02,0.0221,401.124282,-213.41599999999988,151.9951446856511,18150.42,18643.15,18628.31,14.84,2157.11,492.73,1679.22,2473.39,505.21,614.5,703.17,486.684,194.89,700.1,0.20800000000000002,693.27,0.58941,,,0.0007960028214116177,0,1.4385104092183016,0.2802914218946466,0.19676799857685204,26.180881907481933,10.808839818487154,7.338276616303939,26.491900962782825,30.314580960130183,8.583599990791685,7.531489170733285,0.412852395755172,0.22561853591147418,0.026429546509039517,0.027147030206463547,0.2934279010492967,13.812092605079792
DRRD IN Equity     ,Bombay,DR. REDDY'S LABORATORIES,Medical-Drugs,India,0.02,0.0221,2320.48453,2213.2359460000002,3221.304002663825,104999.3,105465.29,104941.75,523.54,17247.9,465.99,17305.45,17288.99,1004.1,3521.07,4272.5,3126.005946,-91.33,912.77,0.11220000000000001,4110.14,0.39668,0.965,0.3886,0.004964097666635155,0.0465409937374396,0.2919924068500156,0.23773164308614905,0.18080905512699122,25.546404745337142,6.067412289192133,6.0731887750527935,24.562141603276775,29.803937439471525,5.934538225377347,6.069860067013747,0.2375055257158872,0.1812397999756492,0.004418420505931383,0.004438029586863912,0.026927355255136388,90.09902763561925
DCIL IN Equity     ,Bombay,DREDGING CORP OF INDIA LTD,Pollution Control,India,0.02,0.0221,297.45716000000004,1531.9135110000002,2154.445502983155,13459.6,14657.91,14454.26,203.65,7573.35,1198.31,6578.69,4928.04,-435.48,1335.91,1838.16,1218.4835110000001,122.05,-313.43,0.08789999999999999,1889.31,0.47412999999999994,1.07,0.31829999999999997,0.013893522337086257,0.1111516902996332,-0.2572295785461802,0.383379599191565,0.2472551990243586,7.124082336937824,2.045939237142957,2.7312278309429305,7.863439526483004,10.819785764011048,1.8847769062620547,2.9330646666829003,0.28718635473019705,0.16089095459737104,0.08175176406459038,0.08903013462510029,0.18215024571761249,19.04905176101526
DSP IN Equity     ,Bombay,DSP MERRILL LYNCH LTD,Fince-Invest Bnkr/Brkr,India,0.02,0.0221,223.76250000000002,2237.048256,2196.301024948237,10125,11863.64,11804.14,59.5,4248.62,1738.64,2569.48,2828.52,-37.56,1413.52,1480.63,915.6782559999999,-1283.81,-1321.37,0.3522,1408.2,0.51336,0.737,,0.005015324133233983,0.17607584149978694,-1.4430505380483776,0.4978575368036995,0.3237305219690863,7.190029825308905,3.940486012734094,3.579610538373425,7.972376623464337,8.350882902258192,2.753785874116784,4.173256685475089,0.5480486324081137,0.21552368910375602,0.14655198573119213,0.17171753086419755,0.6766505285116055,
CISIL IN Equity     ,Bombay,E-SERVE INTERTIOL LTD,Applications Software,India,0.02,0.0221,197.77466800000002,309.893693,446.14367432425746,8949.08,8965.15,8943.7,21.45,584.92,16.07,590.3,2563.89,96.34,451.69,655.03,307.013693,-99.22,-2.88,0.32030000000000003,443.34,0.41031999999999996,0.95,,0.0023925980044951843,0.049578201831551406,-0.009380689088678515,0.17291693481389608,0.11974526715264695,20.185591194117382,15.160223615110962,3.49043055669315,13.653878448315343,19.800526910048927,14.784949783135708,3.4883321827379485,0.7510418431306116,0.5248815102920058,0.0017924965003374177,0.0017957153137529221,0.02722344570557344,100.82366071428571
EIM IN Equity     ,Bombay,EICHER MOTORS LIMITED,Auto-Cars/Light Trucks,India,0.02,0.0221,110.47348000000001,178.48477999999997,421.50241308144155,4998.8,5249.8,5240.6,9.2,1250.6,251,1008.8,6259.2,251.7,603.8,764.3,385.28477999999996,-44.9,206.8,0.3619,587.1,0.50666,1.107,0.6545000000000001,0.0017524477122938015,0.08312042241526145,0.5367458325241916,0.09379792944785277,0.06155495590490797,8.514392778061659,4.955194290245837,0.7986324130879346,6.856731649875704,8.679364027823784,4.167169391966979,0.8372635480572598,0.5819785884218874,0.30807994562609947,0.04781134519410263,0.05021205089221413,0.24881046788263284,14.173708920187792
EID IN Equity     ,Bombay,E.I.D. PARRY (INDIA) LTD,Agricultural Chemicals,India,0.02,0.0221,66.8246319,31.466079999999977,561.1734121040661,3023.739,8437.939,8277.439,160.5,10655.7,5414.2,5402,15273.5,-285.1,866.8,1485.7,516.26608,769.9,484.8,0.4044,803.3,0.76276,0.76,0.039599999999999996,0.01902123255453731,0.14403087265031744,0.9390506538798753,0.052594362785216224,0.0338014259992798,3.764146645089008,0.559744353942984,0.19797289422856582,5.571406744295619,9.549422011998155,0.7801204674469776,0.5419477526434675,0.1487041836356905,0.048449757406833896,0.6416495781730586,1.7905645956876568,1.002258422806368,1.7069712485230404
EIH IN Equity     ,Bombay,EIH LIMITED,Hotels&Motels,India,0.02,0.0221,327.04751300000004,-1156.8,-457.3830482679301,14798.53,21514.74,21087.48,427.26,15344.91,6716.21,9055.96,4240.81,829.3,-92.9,301.11,-19.239589999999996,234.6,1063.9,0.7929,153.48,0.43681,0.449,,0.01985894321753365,2.623534010946052,,0.03619119932277088,-0.004536772456205299,96.4199244201199,1.6341205128997922,3.4895527033750624,70.0324798246488,,1.3640951118330582,4.972512326654578,0.016947954717114477,-0.0012538092435863096,0.31216784399904435,0.45384305062732583,0.741634238667132,-0.3417954378219279
ELSC IN Equity     ,Bombay,ELECTROSTEEL CASTINGS LTD,Metal Processors&Fabrica,India,0.02,0.0221,124.424547,1049.135869,1441.6262212847846,5630.07,8161.74,8141.12,20.62,6714.05,2531.67,4203,5874.08,-54.77,731.71,955.93,602.855869,-391.51,-446.28,0.1761,1163.11,0.49939999999999996,0.723,0.2064,0.0025264220619622777,0.13921297211785644,-0.7402764457452764,0.19800717729414646,0.10262983633181706,4.840530990190094,1.3395360456816559,0.9584598779723803,8.516439488247046,11.126156537426029,1.2118990240056304,1.3859395854329528,0.276733285748275,0.08979019652817598,0.3101875335406421,0.4496693646793024,0.6023483226266952,5.097603455482793
ELEQ IN Equity     ,Bombay,ELGI EQUIPMENTS LIMITED,Machinery-Constr&Mining,India,0.02,0.0221,82.38064510000001,185.608365,230.91380022487897,3727.631,3769.401,3762.181,7.22,864.36,41.77,829.81,2213.79,5.290000000000006,197.45,270.3,127.88836500000001,-63.01,-57.72,0.35229999999999995,175.96,0.5484100000000001,0.77,0.1478,0.0019154236972930181,0.4327119799954535,-0.4513311277378516,0.07948360052218142,0.057768968601357856,21.184536258240506,4.492150010243309,1.6838232171976564,13.91853866074732,19.053841478855407,4.324790610156268,1.69942993689555,0.21204854123233033,0.1479572921005137,0.01108133626536418,0.011205508270534289,0.05033682409226209,24.86775818639798
HMN IN Equity     ,Bombay,EMAMI LIMITED,Medical-Drugs,India,0.02,0.0221,68.99487400000001,0,,3121.94,3121.94,3121.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72283,,,0,,,,,,,,,,,,,,0,0,,
ENGR IN Equity     ,Bombay,ENGINEERS INDIA LTD,Building-Heavy Construct,India,0.02,0.0221,513.682455,1024.396369,1719.85,23243.55,23243.55,21917.73,1325.82,6318.56,0,7644.38,6066.68,-62.95,741.97,820.59,421.2163690000001,-540.23,-603.18,0.43229999999999996,1116.67,0.49122,1.025,,0.057040340223416815,0.13830406476398577,-1.4319956307301056,0.1840660789756506,0.06943111701952305,20.815057268485763,3.0406063016228915,3.831345975063791,26.70972105436332,29.53991401269593,3.0406063016228915,3.6128046971325336,0.1460772489070402,0.06666334876933987,0,0,0,
ESC IN Equity     ,Bombay,ESCORTS LIMITED,Diversified Manufact Op,India,0.02,0.0221,132.09651780000002,-2057.1,-3306.193351369399,5977.218,22232.718,21465.318,767.4,19599.2,16255.5,4111.1,15248.2,-115.9,-1521.6,-168.2,-1521.6,651.4,535.5,0,-3198.1,0.7944199999999999,0.888,,0.034516697418642196,,,-0.1387245707690088,-0.09978882753374167,,1.453921821410328,0.3919949895725397,,,1.0916263883024169,1.4077279941238965,-0.7779183186981585,-0.07763582187028042,0.7311521695188146,2.719576230948913,3.9540512271654786,-0.907605129734566
ESRS IN Equity     ,Bombay,ESSAR SHIPPING LIMITED,Transport-Marine,India,0.02,0.0221,181.45757500000002,116.7159079999999,263.22244267847174,8210.75,28237.61,28169.04,68.57,30544.71,20026.86,10586.42,5031.35,847.4,1300.28,2021.08,1300.28,363.6,1211,0,682,0.8517100000000001,1.316,0.0043,0.0024283216603671483,0.01348973607038123,0.9313378656904667,0.1355501008675604,0.25843560873324256,12.039222873900293,0.7755926932806368,1.631917874924225,13.937617511429533,21.663826252807088,0.9223974040024461,5.5987041251354,0.06442215593184476,0.04256972811331324,0.7092264536552492,2.43910239624882,1.8917499966938778,1.7893925632345251
ESRGJ IN Equity     ,Bombay,ESSAR STEEL LIMITED,Steel-Producers,India,0.02,0.0221,154.3695829,2600,72.82531055900621,6985.049,61960.049,61856.549,103.5,59144.5,54975,4273,16254.6,-1773.5,1799.6,3754.3,1799.6,973.1,-800.4,0,15.1,0.6587999999999999,1.371,,0.001670431216088935,0,-0.44476550344521004,0.0009289677998843403,0.11071327501138138,200,1.6346943599344723,0.429727523285716,16.476187038862104,34.372387752833966,1.0457745240345666,3.805479618077344,0.003533816990404868,0.030427174124390263,0.8872652763718764,7.870381438984895,12.865668148841563,0.6232380952380953
ESEL IN Equity     ,Bombay,ESSEL PROPACK LTD,Containers-Paper/Plastic,India,0.02,0.0221,182.0842426,-55.30709200000001,450.59748957438836,8239.106,11378.866,10807.796,571.07,8512.33,3139.76,5943.64,4630.39,552.35,891.46,1445.06,641.672908,144.63,696.98,0.2802,906.66,0.49064,0.958,0.2,0.050186899116309136,0.19472569651247437,1.0861920322807208,0.1958064007567397,0.13857858798071004,9.087316083206494,1.386205422939478,1.779354654791497,7.479133046378697,12.123702689969264,1.2527099984587267,2.3341005833201955,0.15254288617749392,0.07538158271589564,0.27592907764271063,0.38108018030111523,0.52825541250816,3.4411333281865204
CHLR IN Equity     ,Bombay,EXIDE INDUSTRIES LTD,Batteries/Battery Sys,India,0.02,0.0221,211.22768940000003,890.816958,1002.0011543598259,9557.814,12407.974,12394.554,13.42,6568.15,2850.16,3731.41,9190.98,-94,1077.79,1559.82,711.556958,-85.26,-179.26,0.3398,900.37,0.49251,0.595,0.1344,0.0010815625500182383,0.13706587291891112,-0.25192642413876865,0.09796235004319453,0.07741905194005427,10.615429212434888,2.5614483533034433,1.0399123923672993,7.946143785821441,11.499971237439576,1.8852605077511901,1.3485563019395104,0.2412948456481598,0.108334456125393,0.2297038984768988,0.2982020784250457,0.7638292227334975,3.469914040114613
FDCLT IN Equity     ,Bombay,FDC LIMITED,Medical-Drugs,India,0.02,0.0221,182.450240479,268.82275300000003,438.86947522358895,8255.66699,8266.876989999999,8189.886989999999,76.99,1519.69,11.21,1585.47,2180.79,33.37,405.67,451.82,322.87275300000005,20.68,54.05,0.2041,492.54,0.47525,0.917,0.2882,0.009313069505344123,0.13586713769440045,0.1674034104698825,0.22585393366624024,0.14805311515551706,16.761414281073616,5.2070786517562615,3.7856313491899725,18.12643749723341,20.18854485172677,5.177541517398601,3.755467968029934,0.3106586690382032,0.2124596154478874,0.0013560138869321682,0.0013578551573820204,0.007070458602181057,64.3920634920635
FB IN Equity     ,Bombay,FEDERAL BANK LIMITED,Money Center Banks,India,0.02,0.0221,129.93560190000002,2414.5679150000005,4248.532607502334,5879.439,10452.909,4362.539,6090.37,3787.09,4573.47,5303.99,13456.64,379.32,1760.95,1953.59,1048.9979150000001,-1744.89,-1365.57,0.4043,3515.25,0.56268,1.196,,0.5826483326316148,0.023927174454164,-1.301785237580763,0.26122791424902503,0.07795392571994199,1.672552165564327,1.1084936057571753,0.43691731368305914,2.233088314334123,2.4773781197648996,1.0582588033765765,0.32419229465899363,0.6627557744264224,0.27699313060951825,0.4375308347178762,0.7778752360556849,0.8622697252445801,
FCT IN Equity     ,Bombay,FERTILISERS & CHEM TRAVANCR,Agricultural Chemicals,India,0.02,0.0221,234.03767400000004,-701.68,-2045.2366752334328,10589.94,18006.42,17858.14,148.28,9450.83,7416.48,2182.63,10978.79,-498.62,-2019.63,-1356.43,-2019.63,-819.33,-1317.95,0,-2344.91,0.79077,0.917,,0.00823484068460027,,,-0.19440211535150959,-0.183957430645818,,4.851917182481685,0.964581707091583,,,1.8758426562462558,1.6266036603305098,-1,-0.21369869101444,0.4118797628845712,0.7003325797879874,3.3979556773250614,-6.208896950319725
WWTC IN Equity     ,Bombay,FINCIAL TECHN (INDIA) LTD,Telecommunication Equip,India,0.02,0.0221,70.82009090000001,0,,3204.529,3204.529,3204.529,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09401,1.548,,0,,,,,,,,,,,,,,0,0,,
FNXC IN Equity     ,Bombay,FINOLEX CABLES LIMITED,Telecommunication Equip,India,0.02,0.0221,111.02224510000002,-232.68450799999997,-35.65709440614569,5023.631,7264.041,7170.291,93.75,7643.67,2240.41,5497.01,5129.06,541.81,270.44,542.25,248.615492,-60.51,481.3,0.08070000000000001,306.28,0.47433,0.852,0.0022,0.012906039489589885,0.3379913804362022,1.9359211935191873,0.059714645568583705,0.04847194066749072,16.40208632623743,0.9138842752696467,0.9794447715565815,13.223219917012448,26.513426268303505,0.9388195289902836,1.3979737027837458,0.05571756282051515,0.032525670522144466,0.30842474595063546,0.44597423656315516,0.407568841970453,0.9089809088464641
FNXP IN Equity     ,Bombay,FINOLEX INDUSTRIES LIMITED,Petrochemicals,India,0.02,0.0221,175.68501080000001,1004.503122,918.8994572193967,7949.548,10567.658,10371.557999999999,196.1,6243.15,2618.11,3821.14,7436.62,-198.08,871.97,1148.03,699.843122,-106.58,-304.66,0.1974,738.11,0.6196,0.599,,0.018556618694511123,0.31426210185473713,-0.4353261329901303,0.09925342427070363,0.09410768897698148,10.770139952039669,2.0804126517217374,1.0689732701146488,9.034222102209872,11.894397743041617,1.641131808828668,1.3946602085355981,0.19316486702921118,0.1120977586634952,0.24774741953231266,0.3293407373601619,0.6851646367314467,6.119946659180236
GAIL IN Equity     ,Bombay,GAIL INDIA LTD,Gas-Distribution,India,0.02,0.0221,4047.08239,14332.183289999999,24307.57282277538,183125.9,203597.1,202501.3,1095.8,82766.7,20471.2,63391.3,102175.3,-112.09999999999945,23798.1,30233.5,15490.183289999999,1270.1,1158,0.34909999999999997,25182.9,0.57628,1.164,0.09949999999999999,0.005382198469428101,0.251853440231268,0.07475702374339048,0.24646759050377146,0.1516039912777354,7.271835253286952,2.888817550673357,1.7922717134180177,6.697911257380059,8.509137284068897,2.427748993888806,1.9819007137732898,0.3972611383581028,0.18715477710238537,0.10054760112005524,0.11178757346721573,0.32293390417928014,12.769276171057573
GMON IN Equity     ,Bombay,GAMMON INDIA LIMITED,Building-Heavy Construct,India,0.02,0.0221,123.9965584,-858.3849559999999,-160.64269675411288,5610.704,8399.493999999999,8156.433999999998,243.06,4434.86,2788.79,1889.13,6994.65,1256.85,599.69,787.68,280.415044,-118.05,1138.8,0.5324,299.25,0.55921,0.781,-0.06480000000000001,0.028937457423030485,0.04223893065998329,4.061123054439261,0.04278269820505672,0.04008993216243844,18.749219715956556,2.9699935949352345,0.8021422086880687,10.355009648588256,13.60108389334489,1.7955617026370692,1.166096087724189,0.15840625049626017,0.06322973983395193,0.3320188097044894,0.4970481422652131,1.47622979890214,1.584092770161397
GMSS IN Equity     ,Bombay,GEOMETRIC SOFTWARE SOL CO,Applications Software,India,0.02,0.0221,62.0669881,97.80497600000001,149.45524729027002,2808.461,2838.551,2790.181,48.37,749.68,30.09,767.96,841.16,60.29,174.32,235.13,158.944976,0.85,61.14,0.0882,208.29,0.61311,0.792,,0.017040384336938105,0.09539584233520573,0.3846614189302844,0.2476223310666223,0.18895926577583338,13.483417350808967,3.6570407312880873,3.3387952351514576,11.866546165950751,16.00608650757228,3.5568585928199985,3.3170633411003854,0.2712250638054065,0.21201709529399207,0.01060047890631523,0.01071405299913369,0.039181728215011195,
