Bloomberg symbol,Primary Exchange,me,Industry me,Country,Country Premium,$/Local currency,Market Cap in $,FCFF,FCFE,Market Capitalization,Firm Value,Enterprise Value,Cash & near Cash,Invested Capital,Total Debt,Book Equity,Revenues,Net Cap Ex,EBIT,EBITDA,EBIT (1-t),Chg in non-cash WC,Reinvestment,Tax Rate,Net Income,Standard deviation in stock prices,Beta,Geo growth in earnings per share,Cash/Firm Value,Payout Ratio,Reinvestment Rate,Net Margin,After-tax Margin,PE,PBV,PS,EV/EBITDA,EV/EBIT,Firm Value/BV,EV/Sales,ROE,ROIC,Market Debt to Capital,Market Debt to Equity,Book Debt to Equity,Interest Coverage Ratio
TNNP IN Equity     ,Bombay,TAMILDU NEWSPRINT & PAPER,Paper&Related Products,India,0.02,0.0221,121.81184080000001,167.39124600000014,396.22930795151575,5511.848,8704.318,8578.447999999999,125.87,7180.41,3192.47,4113.81,5438.6,923.99,826.38,1366.22,645.981246,-445.4,478.59,0.2183,665.7,0.54591,0.814,,0.014460638961030607,0.2583445996695208,0.7408729014402375,0.12240282425624241,0.11877712021476115,8.279777677632566,1.3398401968005327,1.0134681719560181,6.278965320372999,10.380754616520242,1.1913474435690938,1.5773265178538591,0.16182079386262369,0.08996439562643359,0.3667685394766138,0.5792013858147032,0.7760372987571131,2.886009638890829
TTCH IN Equity     ,Bombay,TATA CHEMICALS LIMITED,Chemicals-Specialty,India,0.02,0.0221,503.805744,4262.75832,4098.251228324878,22796.64,30959.24,30748.24,211,24310.2,8162.6,16358.6,15207.3,-1150.4,2791.6,4160.9,2094.25832,-1018.1,-2168.5,0.2498,2651.6,0.52195,0.958,-0.0739,0.006815412781450708,0.3387388746417258,-1.0354501062696029,0.17436362799445004,0.13771401366449007,8.597314828782622,1.3935569058476887,1.499059004557022,7.3898050902448995,11.014557959593064,1.262549956772099,2.0219394632840806,0.1620921105718093,0.08614730935985718,0.26365634298516377,0.358061538893451,0.4989791302434194,2.8413231552162848
TELX IN Equity     ,Bombay,TATA ELXSI LIMITED,Computers-Integrated Sys,India,0.02,0.0221,69.36599930000001,63.594960000000015,103.33787938694385,3138.733,3161.6330000000003,3130.1330000000003,31.5,438.93,22.9,447.53,1096.04,23.49,145.96,180.11,113.26496000000002,26.18,49.67,0.22399999999999998,150.59,0.52169,1.312,0.414,0.0099632057231184,0.7066206255395444,0.4385292680101595,0.13739462063428343,0.1033401700667859,20.84290457533701,7.0134583156436445,2.8637029670449987,17.379007273332963,21.445142504795836,6.720729970452566,2.855856538082552,0.33649140839720243,0.2580478891850637,0.007243092414584487,0.00729593756461604,0.05116975398297321,12.042904290429044
TTF IN Equity     ,Bombay,TATA FINCE LIMITED,Diversified Fin Serv,India,0.02,0.0221,91.90386660000001,756.7254439999997,,4158.546,24623.616,24055.216,568.4,17862.23,20465.07,-2034.44,4517.53,-1230.62,2561.64,3841.72,1670.445444,2144.34,913.72,0.3479,-347.85622400000005,0.59336,1.085,,0.02308353086727798,,0.5469918238167857,-0.15305709093243433,0.3697696404893825,,,0.9205353367880237,6.261574503087159,9.390552927031122,,5.324860266561595,,0.09351830336973603,0.8311155437121825,4.921208037616994,,0.827649042997273
THW IN Equity     ,Bombay,TATA HONEYWELL LIMITED,Instruments-Controls,India,0.02,0.0221,75.7849885,125.308334,130.4629984010886,3429.185,3997.965,3909.485,88.48,1381.27,568.78,900.97,2600.97,47.24,209.14,275.85,209.14,37.24,84.48,0,182.25,0.50096,1.085,0.2563,0.022131259278157765,0.2903703703703704,0.4039399445347615,0.0700700123415495,0.08040846299649747,18.815829903978052,3.8061034218675425,1.3184254335882384,14.172503172013778,18.693148130438942,2.720166695016159,1.5030873097344455,0.20228198497175265,0.15141138227862763,0.14226737852882654,0.16586448383508035,0.631297379490993,4.4365719134493
TUL IN Equity     ,Bombay,TATA INFOTECH LIMITED,Computers,India,0.02,0.0221,193.48136730000002,168.22277799999998,193.33907386636756,8754.813,8857.503,8728.933,128.57,2118.19,102.69,2144.07,4576.82,21.64,135.82,276.99,135.82,0,21.64,0,213.99,0.5558299999999999,1.224,-0.027200000000000002,0.014515377527955677,0.3426795644656292,0.159328523045207,0.046755170620649274,0.02967562630822274,40.91225290901444,4.08326827015909,1.9128593652361248,31.51353117441063,64.26839198939774,3.9423449767665435,1.9072047841077433,0.09980551008129399,0.0641207823660767,0.011593560848920964,0.011729548078297045,0.047894891491415854,14.464323748668795
ICIL IN Equity     ,Bombay,TATA INVESTMENT CORP LTD,Fince-Invest Bnkr/Brkr,India,0.02,0.0221,96.72084890000001,484.211142,519.4832383884459,4376.509,4429.119,4421.8189999999995,7.3,3526.68,52.61,3481.37,539.85,-0.86,493.89,495.28,458.231142,-25.12,-25.98,0.0722,493.89,0.43737000000000004,0.801,,0.001648183306883378,0.23736054587053798,-0.05669627753060922,0.9148652403445401,0.8488119699916643,8.861303124177448,1.25712262701178,8.106898212466426,8.927917541592635,8.953044200125534,1.2532948686749783,8.190828933963136,0.14186656402508208,0.12993272482901766,0.011878208736319796,0.01202099664367193,0.015111866879992646,
TISCO IN Equity     ,Bombay,TATA IRON & STEEL CO LTD,Steel-Producers,India,0.02,0.0221,3484.82303,18054.74625,14361.091122005575,157684.3,200844.2,196741.2,4103,72000.9,43159.9,32944,91368.2,-998.7,17347.5,23044.4,14424.44625,-2631.6,-3630.3,0.1685,12789.6,0.43361,1.068,0.23809999999999998,0.020428770161149787,0.11471038969162443,-0.2516769057945638,0.13997867967192087,0.15787162546706623,12.329103333958841,4.786434555609519,1.725811606226236,8.537484161010918,11.341184608733245,2.639078943391863,2.153278711849418,0.3882224380767363,0.20033702703716205,0.21489243901491806,0.27371082599853,1.3100989558037883,4.906383460135193
TELCO IN Equity     ,Bombay,TATA MOTORS LTD,Auto-Cars/Light Trucks,India,0.02,0.0221,3388.5731100000003,9410.1384,5302.872002776565,153329.1,184288.2,181972.4,2315.8,50843.4,30959.1,22200.1,94760.7,-1688.4,6944,10921.4,3826.8383999999996,-3894.9,-5583.3,0.4489,2971.2,0.44153,1.199,,0.012566187091740002,0.00013462574044157246,-1.4589850462460083,0.031354770490298195,0.04038423523675954,51.60510904684976,6.90668510502205,1.6180663502907853,16.66200303990331,26.205702764976962,3.4667225992866713,1.9203361731181812,0.13383723496741007,0.07526716151948926,0.16799285032899555,0.201912748460664,1.394547772307332,1.9634122204314757
TPWR IN Equity     ,Bombay,TATA POWER COMPANY LIMITED,Electric-Integrated,India,0.02,0.0221,1679.004184,-2860.16281,3731.6022427477333,75973.04,103479.93,102673.63,806.3,65697.39,27506.89,38996.8,41201.38,4798.4,3250.7,7122.3,2378.53719,440.3,5238.7,0.2683,6803.5,0.45247,1.073,0.0761,0.007791849105425564,0.14561622694201515,2.2024881603806246,0.16512796416042377,0.0577295515344389,11.166758286176233,1.9481865178681324,1.8439440620678238,14.415796863372787,31.585083212846463,1.556002832324041,2.4919949283252163,0.174463032864235,0.036204439628423596,0.2658185988336096,0.3620611996044913,0.7053627477126327,0.9869148096423582
TT IN Equity     ,Bombay,TATA TEA LIMITED,Tea,India,0.02,0.0221,424.05126400000006,1682.1706769999998,1793.8661751358536,19187.84,36885.41,36301.47,583.94,28946.05,17697.57,11832.42,32847.62,-828.43,2768.69,3979.27,1670.350677,816.61,-11.819999999999936,0.3967,1789.13,0.49137000000000003,0.888,-0.0674,0.015831191791008965,0.23026275340528637,-0.007076358373577584,0.05446756873100699,0.05085149782541322,10.724676239289487,1.621632768275636,0.5841470401812977,9.122645610878378,13.111424536513658,1.2490830508239252,1.1051476484445448,0.1512057550357408,0.057705651617405485,0.4797986520957744,0.9223325814682632,1.495684737357193,1.5178306132853832
TTEL IN Equity     ,Bombay,TATA TELECOM LIMITED,Telecommunication Equip,India,0.02,0.0221,96.8588413,145.492257,258.8192098685741,4382.753,4638.063,4419.803,218.26,1114.05,255.31,1077,3190.2,46.83,316.49,367.64,196.002257,3.68,50.51,0.3807,299.65,0.56882,1.144,,0.04705843797292102,0.09370932754880694,0.25770111412543584,0.09392828035859821,0.06143886182684471,14.626240614049724,4.069408542246982,1.373817628988778,12.022094984223697,13.965063667098486,3.4812190856482355,1.3854313209203186,0.27822655524605383,0.1759366787846147,0.05504668651546993,0.05825333985282767,0.23705663881151345,9.3997623997624
HTIL IN Equity     ,Bombay,TATA TELESERVICES MAHARASHTR,Telecom Services,India,0.02,0.0221,571.4622420000001,51.7,-1763.980279474985,25858.02,32913.52,32113.12,800.4,12507.41,7055.5,6252.31,3595.9,-1646.5,-1528.3,644.7,-1528.3,66.5,-1580,0,-2506.3,0.74454,0.999,,0.024318274070959284,,,-0.5700937178453238,-0.42501181901610163,,4.135754625090566,7.1909730526432885,49.810950829843335,,2.473248415779907,8.930481937762453,-0.400859842202322,-0.12219156484036262,0.21436479598657326,0.2728553849057275,1.1284629201047292,-1.5626789366053169
TLEI IN Equity     ,Bombay,TELEVISION EIGHTEEEN INDIA,Television,India,0.02,0.0221,58.457903400000006,-55.633960000000016,-37.6109866463182,2645.154,2821.824,2786.944,34.88,358.27,176.67,216.48,363.86,-9.96,26.06,55.73,26.06,92.54,82.58,0,7.86,0.60226,0.933,,0.012360799256084009,0.0050890585241730275,3.168841135840369,0.021601714945308634,0.07162095311383498,200,12.218930155210643,7.269702632880778,50.00796698367127,106.94336147352264,7.177474246470814,7.659385477931072,0.03630820399113082,0.07273843749127752,0.06260844049806082,0.06679006212870782,0.8161031042128603,0.9687732342007435
TMX IN Equity     ,Bombay,THERMAX LIMITED,Machinery-Therml Process,India,0.02,0.0221,202.5839374,713.0785020000001,1114.2601122512485,9166.694,9245.144,8930.794,314.35,3638.39,78.45,3874.29,7040.78,-54.39,509.31,654.2,379.028502,-279.66,-334.05,0.25579999999999997,786.84,0.35591,0.895,0.037000000000000005,0.034001633722525036,0.15482181892125463,-0.8813321379192744,0.11175466354580033,0.05383331136607024,11.650010167251283,2.366031969728647,1.30194296654632,13.651473555487618,17.53508472246765,2.3389203438627386,1.2684381559997615,0.20309269569392072,0.10417478665013921,0.008485535758015235,0.008558156299315762,0.0202488714061157,70.63938973647711
TC IN Equity     ,Bombay,THOMAS COOK (INDIA) LIMITED,Travel Services,India,0.02,0.0221,166.9148468,209.301404,319.5854905136687,7552.708,7795.338,7137.447999999999,657.89,657.16,242.63,1072.42,1023.39,-0.5400000000000063,307.86,362.88,197.461404,-11.3,-11.84,0.3586,309.93,0.5240100000000001,0.648,0.0654,0.08439531422498935,0.13173942503145872,-0.05996108485078941,0.3028464221850907,0.1929483422742063,24.36907688832962,7.042677309263161,7.380087747584009,19.668893298059963,23.18407068147859,5.927788297022926,6.974318685935957,0.2890005781317021,0.3004769066893906,0.03112501343751868,0.032124901426084526,0.22624531433580125,11.23986856516977
TMKN IN Equity     ,Bombay,TIMKEN INDIA LIMITED,Auto/Trk Prts&Equip-Orig,India,0.02,0.0221,70.0044462,64,93.38196869851728,3167.622,3320.022,3250.622,69.4,804.68,152.4,721.68,1321.54,-92.29,-37.85,84.62,-32.827305,-9.56,-101.85,0.13269999999999998,9.29,0.49957999999999997,0.905,,0.02090347594082208,2.776103336921421,,0.0070296774974650785,-0.024840190232607414,200,4.389233455271034,2.3969172329252237,38.41434649019144,,3.7983045030203186,2.4597227477034367,0.012872741381221594,-0.04079547770542328,0.045903310279269235,0.04811180121870602,0.2111739275024942,-2.1603881278538815
TTAN IN Equity     ,Bombay,TITAN INDUSTRIES LIMITED,Retail-Jewelry,India,0.02,0.0221,112.67726990000001,507.685362,228.7582314562823,5098.519,9772.899000000001,9570.139000000001,202.76,5272.14,4674.38,800.52,7515.32,-77.07,480.34,692.99,355.115362,-75.5,-152.57,0.2607,206.45,0.62678,1.165,-0.0584,0.020747170312514225,0.5298135141680794,-0.4296350322349614,0.027470553482752565,0.04725219445080183,24.6961443448777,6.369008894218759,0.67841675404374,13.809923664122138,19.923676978806682,1.7850369869769314,1.2734173661267918,0.25789486833558184,0.06735696737947021,0.47830024642636737,0.9168113328596009,5.839179533303353,0.9443614344133375
TRP IN Equity     ,Bombay,TORRENT PHARMACEUTICALS LTD,Medical-Drugs,India,0.02,0.0221,168.4645872,331.509961,542.825829727063,7622.832,7690.202,7628.602,61.6,2512.62,67.37,2506.85,3739.29,76.67,559.41,711.9,403.949961,-4.23,72.44,0.2779,613.37,0.42314,0.98,0.023399999999999997,0.008010192710152478,0.27459771426708185,0.17932914220531387,0.16403381390584845,0.10802851905040796,12.427787469227384,3.040801005245627,2.03857737698868,10.71583368450625,13.63687098907778,2.987391132071074,2.040120450673791,0.24467758342142532,0.16076842538863814,0.008760498098749552,0.008837922703793025,0.026874364241976985,40.41979768786127
TWI IN Equity     ,Bombay,TRANSWORLD INFOTECH LTD,0,India,0.02,0.0221,74.41297630000001,0,,3367.103,3367.103,3367.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3751,0.925,,0,,,,,,,,,,,,,,0,0,,
LAKME IN Equity     ,Bombay,TRENT LIMITED,Cosmetics&Toiletries,India,0.02,0.0221,72.0407623,-110.37,43.82582784013589,3259.763,3314.183,3292.253,21.93,2050.33,54.42,2017.84,993.73,84.97,-5.05,23.48,-5.05,20.35,105.32,0,146.38,0.57991,0.752,0.863,0.006617015415262223,0.44377647219565514,,0.14730359353144212,-0.005081863282783049,22.26918294849023,1.6154714942711017,3.280330673321727,140.21520442930154,,1.599308484456584,3.3130256709569,0.07254291717876542,-0.0024630181482980787,0.016420336475083,0.016694465211121178,0.026969432660666853,-20.2
TI IN Equity     ,Bombay,TUBE INVESTMENTS OF INDIA,Steel Pipe&Tube,India,0.02,0.0221,75.2194053,555.4928259999999,722.934717845384,3403.593,6203.833,5848.192999999999,355.64,6274.59,2800.24,3829.99,10899.05,-35.84,502.39,821.89,368.452826,-151.2,-187.04,0.2666,614.89,0.49906,0.82,0.24559999999999998,0.05732585000273218,0.24155540015287288,-0.5076362204370769,0.05641684366986114,0.033805957950463573,5.5352876124184816,0.8886688999187987,0.31228345589753237,7.115542225845307,11.64074324727801,0.9356889579999488,0.5365782338827696,0.16054611108645192,0.058721418610618394,0.4513725627366178,0.8227305673739487,0.7311350682377761,2.9098754706052707
TVTN IN Equity     ,Bombay,TV TODAY NETWORK LTD,Cable TV,India,0.02,0.0221,90.48624000000001,103.88341,293.48422207944236,4094.4,4453.3,4167.76,285.54,850.63,358.9,777.27,1084.93,94.84,462.3,539.15,289.72341,91,185.84,0.37329999999999997,420.62,,,,0.064118743403768,0,0.6414393645304672,0.3876932152304757,0.2670434129390836,9.734201892444487,5.267667605851249,3.773884029384384,7.730242047667626,9.01527146874324,3.9195718950509164,3.841501295014425,0.5411504367851583,0.34059862690006226,0.08059192059820806,0.08765631105900741,0.46174431021395396,10.05437146585472
TVSL IN Equity     ,Bombay,TVS MOTOR CO LTD,Motorcycle/Motor Scooter,India,0.02,0.0221,533.995007,1202.3016499999999,2104.7484276835494,24162.67,25650.07,25062.87,587.2,5349.9,1487.4,4449.7,27207.4,1218.2,2101.5,3046.1,1389.30165,-1031.2,187,0.3389,2244.9,0.42347999999999997,0.959,0.1536,0.022892725049093437,0.05144995322731524,0.13459999849564722,0.08251064048751443,0.05106337430257945,10.763361396944184,5.430179562667146,0.8880918426604526,8.227855290371295,11.926181299072091,4.320302841454582,0.9211784293978843,0.5045059217475336,0.25968740537206303,0.057988145841317396,0.06155776658788123,0.33426972604894717,14.247457627118644
UCO IN Equity     ,Bombay,UCO BANK LTD,Commer Banks Non-US,India,0.02,0.0221,396.598423,2798.7073,2533.0989827726276,17945.63,42428.33,21090.23,21338.1,12241.6,24482.7,9097,34018.2,-364.3,2679,3043.3,2434.4073,0,-364.3,0.0913,2434.4073,,,,0.5029210435574532,,-0.1496462814583246,0,0.0715619080374623,,1.9726975926129495,0.5275302632120454,6.930052903098611,7.872426278462114,1.2635112880698758,0.6199690165852398,0.26760550731010224,0.19886349006665796,0.5770366168076848,1.364270855913111,2.6912938331318017,
UL IN Equity     ,Bombay,UNICHEM LABORATORIES LTD,Medical-Drugs,India,0.02,0.0221,72.2287449,-357.900626,-26.743019473583956,3268.269,3876.2789999999995,3867.6389999999997,8.64,1723.45,608.01,1124.08,3452.11,304.65,227.74,309.37,134.389374,187.64,492.29,0.40990000000000004,292.74,0.38195999999999997,0.791,0.0712,0.002228941724782969,0,3.6631616425268856,0.08480031053471644,0.03892963260151038,11.16440869030539,2.9075056935449433,0.9467453238743839,12.501661440992985,16.982695178712564,2.2379200849840366,1.1203695710739228,0.2604263041776386,0.07797694972293946,0.15685403450061258,0.18603425850197766,0.5408956657889118,4.383830606352261
UNBK IN Equity     ,Bombay,UNION BANK OF INDIA,Commer Banks Non-US,India,0.02,0.0221,552.663761,7653.816442,8194.186973005351,25007.41,38437.22,15964.8,22472.42,16625.7,13429.81,25668.31,51310.77,110.4,8293.26,8811.76,5529.1164420000005,-2235.1,-2124.7,0.3333,6799.3,0.38043999999999994,,,0.5846525841358974,0.06618328357330902,-0.3842747792143531,0.13251214121323848,0.1077574248447256,3.6779389054755636,0.9742522978723569,0.48737155961604167,1.8117606471351924,1.925033099167276,0.9830963739432995,0.3111393572928257,0.2648908323142427,0.3325644298886663,0.34939597608776074,0.5370332233525983,0.5232058518850675,
294928Q IN Equity   ,Bombay,UNIPHOS ENTERPRISES LTD/OLD,Agricultural Chemicals,India,0.02,0.0221,0,859.0709239999999,335.74381500584104,0,6101.72,5986.82,114.9,9660.76,6101.72,3673.94,9432.44,-37.58,1256.76,1430.67,1256.76,793.32,755.74,0,619.77,,,0.0906,0.01883075591800345,0.07788373106152283,0.6013399535313028,0.06570622235603936,0.13323805929324756,0,0,0,4.184626783255398,4.763693943155416,0.6241747360280534,0.6347053360530256,0.16869355514787937,0.13008914412530692,,,1.6608110094340136,1.190451832907076
USHA IN Equity     ,Bombay,USHA (INDIA) LIMITED,Diversified Operations,India,0.02,0.0221,85.3382881,0,,3861.461,3861.461,3861.461,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,0,0,,
UTIB IN Equity     ,Bombay,UTI BANK LIMITED,Commer Banks Non-US,India,0.02,0.0221,814.779264,4960.1887799999995,3686.149913514691,36867.84,69015.04,53014.74,16000.3,25336.2,32147.2,9189.3,18768.1,-468.9,3028.2,4463.1,1931.6887799999997,-2559.6,-3028.5,0.36210000000000003,3012.9,0.64472,1.003,,0.23183787186097407,0.09532344253045238,-1.5677991358421621,0.16053303211300027,0.10292404558799238,12.236662351886885,4.0120400901047955,1.9643885102913987,11.878456678093698,17.507014067763027,1.6695907974792252,2.8247259978367545,0.327870458032712,0.076242245482748,0.4657999183945993,0.8719577821754679,3.498329578966842,
VI IN Equity     ,Bombay,VESUVIUS INDIA LIMITED,Ceramic Products,India,0.02,0.0221,55.1259748,94.56723599999998,150.01,2494.388,2494.388,2406.578,87.81,676.28,0,764.09,1063.14,-18.95,228.12,271.6,168.87723599999998,93.26,74.31,0.2597,224.32,0.50552,1.022,0.26489999999999997,0.03520302374770886,0.22619472182596292,0.4400237815356003,0.21099761085087568,0.1588475986229471,11.119775320970042,3.2645211951471684,2.3462460259232083,8.860743740795286,10.549614238120288,3.2645211951471684,2.263651071354666,0.2935779816513761,0.2497149642160052,0,0,0,54.705035971223026
VCIN IN Equity     ,Bombay,VIDEOCON INTERTIOL LTD,Audio/Video Products,India,0.02,0.0221,105.7590196,-3433.4826100000005,-816.0621753501614,4785.476,27563.325999999997,27217.325999999997,346,39528.5,22777.85,17096.65,63823.04,5906.35,5373.55,7380.9,3771.15739,1298.29,7204.64,0.2982,2273.01,0.69172,1.267,0.055999999999999994,0.012552911793010758,0.043585377978979406,1.910458582053506,0.03561425466414637,0.05908771174171584,2.1053475347666746,0.27990723328839273,0.0749803832597131,3.6875348534731534,5.0650549450549445,0.6912519530025454,0.42644985259241797,0.13295060728271327,0.09540350354807291,0.8263824909954626,4.759787741073198,1.3322990176438072,1.6851640459868162
VSNL IN Equity     ,Bombay,VIDESH SANCHAR NIGAM LTD,Telecom Services,India,0.02,0.0221,1042.40175,8666.083306999999,14830.60223001789,47167.5,50707.5,50435.65,271.85,58772.34,3540,55504.19,45385.45,1318.58,10023.53,11522.77,6233.633306999999,-3751.03,-2432.45,0.37810000000000005,12543.99,0.48672,0.914,-0.042199999999999994,0.0053611398708277875,0.2851221979609359,-0.39021384162403383,0.2763879172730468,0.13734871653800942,3.7601672195210614,0.8498007087392861,1.0392647864018094,4.377042152190836,5.031725350250859,0.8588059214632294,1.1112735469186712,0.22600077579728664,0.10606406528989655,0.0698121579647981,0.07505167753219907,0.06377896875893513,
VJYBK IN Equity     ,Bombay,VIJAYA BANK/INDIA,Commer Banks Non-US,India,0.02,0.0221,523.696407,236.8923639999996,968.5851764030205,23696.67,29615.23,18751.46,10863.77,3239.73,5918.56,8184.94,20345.92,29.95,2363.74,2562.34,1982.2323639999997,1715.39,1745.34,0.16140000000000002,1981.49,0.57653,0.884,,0.36683051254371485,0.20252436297937412,0.8804921318497857,0.09739004183639767,0.09742652895519101,11.959015690212919,2.8951550041906233,1.1646890383919724,7.318099861845033,7.932962170120233,2.099849682702875,0.9216324452273478,0.2420897404257087,0.6118510999373404,0.19984852388450133,0.24976336337552918,0.7231036513401443,
