Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Goldman Sachs Satellite Strategies Instl,Allocation,Allocation,Global Allocation,US OE World Allocation,3,Mid Blend,39171,1130568707,2.81,-0.71497,7.88292,12.3142,-0.75662,0.12,0.17,0.21,35,Growth,1.42,1.68,1.7,,,,0.2831173314830022,0.014343451079873603,0.7417828358777697,0.9042684378699007,-3.6114582027167774,-3.142671115611373,-0.5176028259144438,14.123853582116682,1.8884475211264018,81.77014077276706,5.697996480544368,0.8745521978045852,13.15722459699602,6.977276826756982,15.104855018811465
Optimum Large Cap Growth Instl,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,3,Large Growth,37834,756448564,4.08,9.00826,12.61746,16.36965,0.86024,0.76,1.26,1.29,89,Growth,0,0.02,0.1,,,,-0.9397520070151995,-0.07706500827819461,1.1157851131025154,0.9817108154868057,0.5114800128115817,0.44508710117876493,0.12998119019756527,14.123278799110816,3.6349315224589063,96.3756125243769,3.52018436346055,0.8745163512540058,18.227406326289124,3.9350309997481654,13.736928577838665
TimesSquare Mid Cap Growth Instl,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,4,Mid Growth,38415,1553710933,7.25,3.61429,9.83309,16.48227,2.78543,1,1.06,1.07,60,Growth,0.47,0.16,0.46,,,,-0.6844948957724926,-0.0416645535689512,1.1005505484247036,0.9666632019007926,0.5401038795039383,0.4699954329444589,0.10923186756656857,14.12127684180102,3.617439273636224,93.44377459090926,4.742560263836273,0.8743914984604635,18.25856832897692,4.944563262866359,13.95309310924201
Alger Capital Appreciation Instl I,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,5,Large Growth,34281,1596994623,7.75,7.72503,12.22208,16.16079,3.52392,0.81,1.17,1.17,153.3,Aggressive Growth,1.1,0.39,0.23,,,,-0.8625125309782034,-0.062410267390851495,1.1174324282862114,0.9767559497674506,0.5976907550701238,0.5201072161416187,0.13709448540954097,14.121233308607739,3.714168994710178,95.40521854061144,3.989502551087349,0.8743887834970793,18.34710510774887,4.3596994677404295,13.793828386386762
Janus Balanced T,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,5,Large Growth,33848,8313211488,7.08,4.49891,7.76204,10.37641,4.8737,0.55,0.83,0.83,94,Balanced,0.95,0.93,1.11,,,,-0.38009506702624263,-0.036980416812638486,0.6581392671811632,0.9636823008978315,-5.4329947874617535,-4.727762258740498,-0.8744739907388104,14.120855375412487,1.2607277667220345,92.86835770637386,2.9670837727044197,0.8743652135563175,10.953188484511582,6.212871789213101,14.256839052954943
American Funds Trgt Date Ret 2025 R6,Allocation,Target Date 2021-2045,Target Date 2021-2025 Moderate,US OE Target Date 2021-2025,3,Large Blend,40007,1738293224,3.69,3.28739,9.30342,,,0.1,0.03,0.13,3,Growth and Income,0.9,,,,,,-0.7072834596256885,-0.08135617299077842,0.8194441773288598,0.9827378907611828,-3.430848417304123,-2.9855054711672158,-0.9009804292866764,14.117417885045832,1.9123136349600074,96.57737619377384,2.5096454319117343,0.8741508332231547,13.373813480692247,3.807905594598089,13.893724907413795
Columbia Strategic Allocation Z,Allocation,Aggressive Allocation,Flexible Allocation,US OE Aggressive Allocation,4,Large Blend,40448,853676819,0.93,3.65413,,,,0.51,0.89,0.89,142,Asset Allocation,0.93,,,,,,-0.6898841020629738,-0.08786865026519278,0.7771416146960987,0.9843088747270334,-4.019384365491918,-3.4976462245829176,-0.9537692197535568,14.115616372348939,1.7126782385615602,96.88639608663988,2.2664782651923865,0.8740384812305779,12.662834897034895,4.2142106101206345,13.892700924043814
Principal MidCap Growth III R4,Equity,US Equity Mid Cap,Mid Core Growth,US OE Mid-Cap Growth,3,Mid Growth,36866,1446625494,5.17,-1.63785,10.64518,18.23587,0.80369,0.96,1.33,1.33,107.8,Growth,0,0,0.2,,,,-0.507197195107306,-0.0231866075907453,1.2169613169015592,0.9527143928227928,2.2811165927453025,1.985015144843616,0.3199285876737171,14.114444656265206,4.644956970714608,90.76647142917028,6.314645986511328,0.8739654067321475,20.48617011605493,7.13008052619457,14.04900611826235
State Farm S&P 500 Index B Legacy,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,36878,577138881,3.53,7.09858,11.18611,14.79814,-1.12478,0.18,1.2,1.21,5,Growth,0.12,0.11,0.26,,,,-1.1154227233613723,-1.84716465778915,1.0021340419192486,0.999942843526789,-1.2314037331200733,-1.0715607731030197,-7.029182086280339,14.1129016390012,2.7772474352999232,99.98856903204404,0.17431840926517142,0.8738691759009741,16.072906278452095,0.17518449771326103,13.555648339174844
JPMorgan Growth Advantage B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,36462,1324988260,10.42,8.63132,13.07806,16.93415,2.59704,0.65,1.75,1.81,96,Aggressive Growth,0,0,0,,,,-0.7765699366444974,-0.045733382736662984,1.1751487799531468,0.9686669940072262,1.4839922798131724,1.2913619407392662,0.26555584042122926,14.112687615196416,4.08036393269553,93.83157452789956,4.901811708833444,0.873855828228783,19.455420274975666,5.5882494523910236,13.870560861711793
Oppenheimer Main Street I,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,3,Large Blend,40906,5195073190,3.08,,,,,0.46,,,35,Growth and Income,,,,,,,-0.876789619989415,-0.09121415188470434,0.9731892995293349,0.9849861863355933,-1.4131822552517104,-1.2297434458283796,-0.5104464332841717,14.11223399418002,2.699305066152302,97.01977872719361,2.774869429052111,0.8738275379896109,15.845169604010254,2.7685221467008954,13.772036072862305
Manning & Napier Pro-Blend Extnd Term S,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,4,Large Growth,34254,1246848474,9.13,1.10201,7.37758,10.72331,1.74329,0.75,1.08,1.08,65,Asset Allocation,0.9,0.56,0.94,,,,-0.4718533718379665,-0.047425279185669376,0.6990719279928806,0.9695598223851738,-4.931815674113249,-4.291638943763953,-0.8815742432471184,14.111888807216449,1.4134447699905461,94.00462491835698,2.872146204792414,0.8738060102794618,11.565053093819653,5.594328228043282,14.138981017816983
ASTON/Montag & Caldwell Growth N,Equity,US Equity Large Cap Growth,Giant Growth,US OE Large Growth,4,Large Growth,34640,3677003581,17.58,9.65076,11.2137,12.62159,3.41814,0.65,1.06,1.06,63.48,Growth,1.31,0.55,0.93,,,,-0.7178505404528384,-0.0786113484407538,0.8387792014107008,0.9818474920972178,-3.1669844302690375,-2.7558924772022153,-0.8640872003407897,14.111883896792419,2.014480357020343,96.4024497737596,2.636077430224451,0.8738057040390866,13.700331173880398,3.665121331527654,13.888036260594452
Principal Large Cap Growth II R2,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,3,Large Growth,36866,1154516180,5.79,8.6446,11.80528,14.06342,2.01345,0.88,1.68,1.68,73.7,Growth,1.39,0.51,0.81,,,,-0.9155737587916715,-0.09966650353585663,0.9886762139824044,0.9866794861848843,-1.2366182369930137,-1.076098405766579,-0.47198838197974097,14.111540038749204,2.802178162269419,97.35364084580674,2.6518776988657633,0.8737842592075373,16.069769235356414,2.6200183822450374,13.734893148083737
Vanguard Windsor II Investor,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,4,Large Value,31222,34588492368,6.64,7.24848,11.65623,15.22352,-1.60238,0.33,0.35,0.35,23,Growth and Income,0.33,0.34,0.73,,,,-1.0357667197758573,-0.1455767762837302,1.0230220437942494,0.9924711268312351,-0.8695540607648766,-0.7566811733201173,-0.4225796423393201,14.10803351273125,2.977177487628513,98.49989375936615,2.0538997007143984,0.8735655734409488,16.531118749391286,2.057728233076235,13.632576558764107
Gabelli Small Cap Growth I,Equity,US Equity Small Cap,Small Relative Value,US OE Small Blend,3,Small Blend,39458,2070040499,20.67,-0.56993,10.19811,15.87566,,1,1.17,1.17,14,Small Company,0.37,0.13,,,,,-0.3907992513245526,-0.019225234176909432,1.0808711779008704,0.9485766689395306,0.5213887893617866,0.4537096641733962,0.08796590191375014,14.10595686602965,3.6749190229062876,89.97976968564159,5.868018326203965,0.8734360626164039,18.275122837462145,5.9271692555713695,14.189821596724755
Janus Research A,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,3,Large Growth,40000,3220883210,6.33,3.4693,10.80009,,,0.57,0.9,0.9,88,Growth,0.26,,,,,,-0.852194282972139,-0.06381488854741034,1.0788722959568444,0.9767188781238678,0.08027213968966329,0.06985237558647661,0.020045528478323763,14.10309719168537,3.3390683191838235,95.3979766883547,3.8550141657795813,0.8732577179889948,17.715140865654252,4.004491065250067,13.807243535317207
Janus Research A Load Waived,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,4,Large Growth,40000,3220883210,6.33,3.4693,10.80009,,,0.57,0.9,0.9,88,Growth,0.26,,,,,,-0.852194282972139,-0.06381488854741034,1.0788722959568444,0.9767188781238678,0.08027213968966329,0.06985237558647661,0.020045528478323763,14.10309719168537,3.4056356661677842,95.3979766883547,3.8550141657795813,0.8732577179889948,17.715140865654252,4.004491065250067,13.807243535317207
Legg Mason ClearBridge Aggressive Gr A,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,3,Large Growth,30613,5045888063,15.92,6.5771,17.78868,19.21995,0.38486,0.71,1.28,1.28,6,Aggressive Growth,0.35,0.12,0.07,,,,-0.27168175530263117,-0.011152584204380143,1.1898496945403698,0.9398985195572307,2.120815815276277,1.8455222876971655,0.28015673445676886,14.10304891828255,4.475526890738179,88.34092270658739,7.032250628346746,0.8732547074007238,20.30098543930147,7.570104710809803,14.234399762494494
Legg Mason ClearBridge Aggressive G A LW,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,3,Large Growth,30613,5045888063,15.92,6.5771,17.78868,19.21995,0.38486,0.71,1.28,1.28,6,Aggressive Growth,0.35,0.12,0.07,,,,-0.27168175530263117,-0.011152584204380143,1.1898496945403698,0.9398985195572307,2.120815815276277,1.8455222876971655,0.28015673445676886,14.10304891828255,4.56475056722314,88.34092270658739,7.032250628346746,0.8732547074007238,20.30098543930147,7.570104710809803,14.234399762494494
Principal LifeTime 2020 B,Allocation,Target Date 2000-2020,Target Date 2016-2020 Moderate,US OE Target Date 2016-2020,2,Large Blend,38531,5201618896,5.38,1.87923,7.85674,12.22952,-0.71176,0.03,1.16,1.16,8.8,Asset Allocation,0.41,0.47,0.76,,,,-0.6952450122555369,-0.0794732695815448,0.8025944180828128,0.981805189031793,-3.6625826318072328,-3.187159313338195,-0.9095693529741716,14.101050574825704,1.8206335711194122,96.39414292097548,2.525376753039068,0.8731300799864311,13.111725831049744,4.026721678595559,13.8966799556476
American Century LIVESTRONG 2045 R,Allocation,Target Date 2021-2045,Target Date 2041-2045 Conservative,US OE Target Date 2041-2045,5,Large Blend,38230,520745294,3.5,3.9447,9.36951,13.51532,0.56034,,0.71,0.71,2,Growth and Income,0.43,0.32,0.61,,,,-0.8703833903897769,-0.12037825988092551,0.8870847072682058,0.9897024812996257,-2.6253605160989615,-2.284574318430177,-0.9579973845106152,14.099921190423313,2.2169276044664112,97.95110014906359,2.0872377007143608,0.8730596455186571,14.375470403854681,2.7404673108164115,13.74234025016122
ING Invesco VanKampen Eq & Inc Port S,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Value,37235,729595934,6.69,2.36158,7.59615,11.92683,1.22284,0.55,0.9,0.9,20,Equity-Income,0.74,0.62,1.22,,,,-0.6469187864632637,-0.06977385648236227,0.7847392483682513,0.9787228080485065,-3.8720405527072455,-3.369428447023115,-0.8913015781416647,14.098078643779981,1.7649500156484699,95.78983349943537,2.676494853074431,0.8729447344291317,12.860554563438546,4.344254119666574,13.945957034954427
American Century Equity Growth C,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,3,Large Blend,37090,1985994700,10.75,7.67865,11.6059,15.01476,-1.36766,0.68,1.69,1.69,74,Growth,0.17,0.1,0.39,,,,-1.0788031260667026,-0.1903718440637422,1.0149390027595002,0.9951280506274921,-1.021471087456316,-0.8888785365330332,-0.6266585581615446,14.095311598506834,2.895791401479464,99.02798371456724,1.6358702577589888,0.8727721666473314,16.356593623645885,1.630028145555133,13.591466353279692
JPMorgan SmartRetirement 2025 R2,Allocation,Target Date 2021-2045,Target Date 2021-2025 Conservative,US OE Target Date 2021-2025,4,Large Blend,39755,803837340,4.05,2.22495,8.49461,13.34265,,,0.54,0.84,13,Growth,0.75,0.73,,,,,-0.7321067443112028,-0.07334061577182754,0.8681430759109541,0.9798137181828261,-2.7645362691245623,-2.405684295197452,-0.780783714436777,14.095134698290229,2.162595266031042,96.00349223392546,2.8816367401293235,0.8727611342011781,14.210925573608462,3.540719687165577,13.881864014549683
Columbia Small Cap Index B,Equity,US Equity Small Cap,Small Core,US OE Small Blend,3,Small Blend,40609,1601687716,1.88,2.8879,,,,0.2,1.2,1.2,20,Small Company,1.06,,,,,,-0.12573940623708424,-0.004767742314953134,1.198854819793266,0.9315452443799801,2.374866879654647,2.0665961301997715,0.2912865971069472,14.093604279046874,4.670935969591916,86.7776542326957,7.613213471189657,0.8726656890501308,20.63907668941277,8.153024901391888,14.339390383159484
Baron Asset Retail,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,3,Mid Growth,31940,2208730296,8.92,1.79583,9.68948,15.83052,-0.13201,1,1.33,1.33,23.89,Growth,2.22,0.82,0.8,,,,-0.4692681596795847,-0.024222137546403177,1.0753239022729333,0.952510119326855,0.35914161091048413,0.3125230595700801,0.06364430883257666,14.092748325050637,3.6602017091221803,90.72755274200597,5.592654607672308,0.8726123071687835,18.105903331820233,5.642949346111144,14.112140512200872
Fidelity Small Cap Growth F,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,3,Small Growth,39990,1785995952,0.58,0.48085,11.25061,,,0.64,0.68,0.7,106,Growth,0.33,,,,,,-0.06674584497448066,-0.002415168401602693,1.2234452323827685,0.9282136536170491,2.7598787036742465,2.4016313072938944,0.31939857376862013,14.09027473631121,4.9363788956634505,86.15805867611111,7.977856023980205,0.8724580409101169,21.138107084645814,8.640861075583787,14.365873218155427
Franklin Templeton Moderate Allc A,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,3,Large Growth,35430,2338105110,5.96,0.28736,5.53861,9.62622,2.77779,0.25,0.5,0.53,19.76,Asset Allocation,0.76,0.75,1.07,,,,-0.3508005393166833,-0.036648857293812065,0.5989510209602412,0.9620659158015372,-6.265535083527119,-5.452234257075938,-0.8971836082036433,14.089487461147185,1.0242693597281916,92.55708263470505,2.7631800929377124,0.8724089422090437,9.986630979946664,6.983559470142442,14.275700368384168
Franklin Templeton Moderate Allc A LW,Allocation,Moderate Allocation,Moderate Allocation,US OE Moderate Allocation,4,Large Growth,35430,2338105110,5.96,0.28736,5.53861,9.62622,2.77779,0.25,0.5,0.53,19.76,Asset Allocation,0.76,0.75,1.07,,,,-0.3508005393166833,-0.036648857293812065,0.5989510209602412,0.9620659158015372,-6.265535083527119,-5.452234257075938,-0.8971836082036433,14.089487461147185,1.0446890958212274,92.55708263470505,2.7631800929377124,0.8724089422090437,9.986630979946664,6.983559470142442,14.275700368384168
JPMorgan Growth Advantage C,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,38838,1324988260,10.42,8.75462,13.0602,16.97838,2.59386,0.65,1.75,1.81,96,Aggressive Growth,0,0,0,,,,-0.8022336173351405,-0.047098823062722665,1.175495007296636,0.9684993200713395,1.4582575381351326,1.268967709711366,0.26021810649641597,14.089306197156883,4.111015738216883,93.7990932978647,4.916999670083048,0.8723976376145616,19.46450153026417,5.6039818203627485,13.844582776795786
Wanger USA,Equity,US Equity Small Cap,SMID Growth,US OE Small Growth,4,Small Growth,34822,770283067,17.08,1.72109,12.87592,19.55147,1.24957,0.86,0.93,0.94,10,Aggressive Growth,1.32,0.44,0.62,,,,-0.36136059467761505,-0.013235774333191602,1.3508672691643813,0.9413000728315813,4.196966404943936,3.6521771411022863,0.4375810496026326,14.087058145518942,5.912629897386701,88.60458271127402,7.881353646550728,0.8722574370590098,23.0149851119231,9.591289222317103,14.074622454061133
BMO Small-Cap Growth I,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,4,Small Growth,39479,520646389,6.21,-0.93589,10.22309,20.21987,,1,1.19,1.21,101,Small Company,0.89,0.3,,,,,0.4875037603099903,0.013427562380614072,1.354495626256837,0.9030598821284325,4.980983615893674,4.33442461696687,0.4224565556583083,14.085464702303492,6.5218005536023185,81.55171507098183,10.480697064281884,0.87215806139509,24.05323025625781,11.790522715718957,14.615745984131452
Prudential Jennison Small Company L,Equity,US Equity Small Cap,Small Valuation-Sensitive Growth,US OE Small Growth,3,Small Growth,39146,2668475392,12.08,-0.86705,9.86529,16.6067,1.16517,0.67,1.36,1.36,44,Small Company,0,0,0.48,,,,-0.10990894878527602,-0.004392686163737349,1.1279152865068405,0.9305075506179602,1.423314607001803,1.2385605627354135,0.19211765669786643,14.084938695863547,4.060397299377705,86.58443017570357,7.222910857070978,0.8721252568127311,19.440151029554414,7.408556982558749,14.39761939160191
Invesco Van Kampen Amer Franchise Instl,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,40534,5527302341,2,2.42314,,,,0.61,0.66,0.66,179,Growth,0.16,,,,,,-0.39106958986195917,-0.01915638245690868,1.0709645983342937,0.9472799636383572,0.37838259253293316,0.329266456222288,0.06392901072793501,14.083404540730838,3.617974377778088,89.73393295106874,5.893182950553662,0.8720295786715895,18.13226509375016,5.9187931773765365,14.18754925256963
Columbia Acorn B,Equity,US Equity Mid Cap,SMID Growth,US OE Mid-Cap Growth,3,Mid Growth,36815,16809948390,12.5,1.65125,10.84067,17.73093,0.70656,0.64,1.67,1.67,18,Growth,0.72,0.39,0.58,,,,-0.5742778866914398,-0.026752187457445984,1.2144704981436814,0.9541692624031964,2.1841081769685005,1.9005989536210022,0.3116015352512835,14.082325890242355,4.547200941399645,91.043898131506,6.196866947765578,0.8719623082427528,20.412586568510825,7.009298510699504,13.997942804742026
Invesco Small Cap Growth C,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,3,Small Growth,36283,1697178641,6.53,-0.12798,11.98536,16.47602,1.03163,0.69,2.02,2.02,38,Small Company,0.33,0.11,0.61,,,,-0.03530324107974536,-0.0013598546029717023,1.1308972031542994,0.9261141166747944,1.5256039399086383,1.327572179073555,0.1986752884701004,14.080246038687761,4.224218167387207,85.76873571043348,7.494307000217343,0.8718325975463889,19.584078733883004,7.678881211934084,14.450105887981671
Maxim Lifetime 2025 II T,Allocation,Target Date 2021-2045,Target Date 2021-2025 Conservative,US OE Target Date 2021-2025,3,Large Blend,39934,668092623,3.08,2.08711,8.21997,12.07221,,0.12,0.12,0.12,50,Growth,1.54,0.92,,,,,-0.7213157133868249,-0.08626408696280705,0.7952199365275917,0.983035515700947,-3.794360903010441,-3.301832042006081,-0.9357594217808456,14.078469684902828,1.7946112791406676,96.63588251294269,2.4138192146759105,0.8717218145984792,12.974693864310705,4.054846592716518,13.859837995523458
American Funds Trgt Date Ret 2025 R5,Allocation,Target Date 2021-2045,Target Date 2021-2025 Moderate,US OE Target Date 2021-2025,4,Large Blend,39114,1738293224,3.69,3.23917,9.23416,12.6352,0.55879,0.1,0.07,0.17,3,Growth and Income,0.88,0.87,0.9,,,,-0.7365900999442023,-0.08402345670623486,0.8189765462473212,0.9824355983095553,-3.4705701802921105,-3.0200711314064876,-0.906845588045669,14.077466224740737,1.9107435464654312,96.51797048258538,2.5306652996438967,0.8716592334416122,13.370312137999834,3.8270795227349463,13.85315643749219
Nationwide S&P 500 Index C,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,37916,2430087951,1.05,7.08651,11.12025,14.74467,-1.19903,0.12,1.2,1.21,4.12,Growth and Income,0.41,0.35,0.42,,,,-1.1483018141958663,-2.151322551430557,0.9990710316755543,0.9999550669838791,-1.312435019100434,-1.1420737536269931,-8.600693263742548,14.076752448440747,2.778573425541998,99.99101359867343,0.1540848351855243,0.8716147185238454,16.023607279763876,0.15259642203881302,13.516101405068179
Columbia Large Cap Index B,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,3,Large Blend,38618,2312293205,1.88,7.12495,11.17423,14.81953,-1.11117,0.2,1.17,1.2,6,Growth and Income,0.36,0.33,0.35,,,,-1.1535721176078324,-5.705459909568804,1.0004270005219185,0.9999935698704709,-1.2988380867586802,-1.1302417776957285,-22.419797828695874,14.073580400746774,2.766344725192571,99.99871397822885,0.05836647554898824,0.871416892619215,16.04472218297448,0.057932640458347597,13.51137294403569
Invesco Small Cap Growth B,Equity,US Equity Small Cap,Small Core Growth,US OE Small Growth,3,Small Growth,34990,1697178641,6.53,-0.128,11.96884,16.47356,1.04538,0.69,2.02,2.02,38,Small Company,0.34,0.11,0.62,,,,-0.032015731717357276,-0.0012285956060545241,1.1295440634907556,0.9254583882571794,1.507593796897556,1.3118998514286107,0.1957975110303536,14.073006914152655,4.194051561408241,85.64732283955762,7.5225286637150495,0.8713811269198245,19.574511573340978,7.699759761827823,14.451471809381484
Wells Fargo Advantage Strat LgCp Gr Inst,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,35758,558117336,0.92,8.68036,13.059,16.04418,3.14099,0.65,0.8,0.82,165,Growth,0.12,0.15,0.52,,,,-0.9394037012630445,-0.06691815353394774,1.1350117987992625,0.9767538991926317,0.7624132464961306,0.6634478245159947,0.16781796159298445,14.0667108829939,3.7990668925088613,95.40481795880098,4.052450278135681,0.8709884726536452,18.6354880755413,4.543096813112542,13.72531427168417
TIAA-CREF Large-Cap Growth Inst,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,4,Large Growth,38807,1481199679,6.25,10.92225,12.49012,15.71772,2.25189,0.45,0.48,0.48,160,Growth,0.25,0.18,0.38,,,,-0.9036892403274681,-0.06874657400984047,1.0758250995967282,0.9772936023785825,-0.023610913140693413,-0.020546087085993037,-0.00600366044796066,14.062371257299004,3.4015200870863396,95.51027852501069,3.794699835457627,0.8707178303236192,17.653993946906233,3.9327529172163014,13.749790264697783
Principal LifeTime 2030 Instl,Allocation,Target Date 2021-2045,Target Date 2026-2030 Conservative,US OE Target Date 2026-2030,4,Large Blend,36951,4775272409,5.38,2.28631,9.12072,13.78282,-0.2002,0.03,0.04,0.04,10.7,Asset Allocation,0.81,0.77,1.08,,,,-0.8580452183044223,-0.09408552472261493,0.9074934770976938,0.9844702370664231,-2.333965761414735,-2.031004201490183,-0.7808958108674169,14.061020133051507,2.359099497467133,96.91816476696192,2.63267191858393,0.8706335669700015,14.784665615289342,2.9888311973682793,13.754384959986721
Goldman Sachs Growth Opportunities B,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,3,Mid Growth,36304,4006518039,4.75,5.89963,10.13,16.97938,3.51745,0.95,2.11,2.16,71,Growth,1.16,0.43,1.1,,,,-0.5666413419298584,-0.028721269443852143,1.1226397395421281,0.9546610061873466,0.938029590268119,0.8162682034383639,0.15771035337101774,14.059099367782682,3.826105872259287,91.13776367346371,5.6952658714603155,0.8705137777475349,18.859111696154347,5.9477996860572615,14.03300580717617
Oppenheimer Main Street A,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,2,Large Blend,32176,5195073190,3.08,10.21205,12.28518,14.5974,-0.68433,0.46,0.99,0.99,35,Growth and Income,0.17,0.22,0.89,,,,-0.9346476385168137,-0.09784077509331629,0.973146857111039,0.9851666831719129,-1.4783508803564605,-1.2864528258806573,-0.5372200983149585,14.056190198283186,2.644276226519949,97.05533936319482,2.757638955642331,0.8703323463368235,15.841582905378006,2.7518532627380234,13.705669823907147
Oppenheimer Main Street A Load Waived,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,3,Large Blend,32176,5195073190,3.08,10.21205,12.28518,14.5974,-0.68433,0.46,0.99,0.99,35,Growth and Income,0.17,0.22,0.89,,,,-0.9346476385168137,-0.09784077509331629,0.973146857111039,0.9851666831719129,-1.4783508803564605,-1.2864528258806573,-0.5372200983149585,14.056190198283186,2.6969922647276388,97.05533936319482,2.757638955642331,0.8703323463368235,15.841582905378006,2.7518532627380234,13.705669823907147
T. Rowe Price Retirement 2025,Allocation,Target Date 2021-2045,Target Date 2021-2025 Moderate,US OE Target Date 2021-2025,4,Large Growth,38044,7854974231,8.33,2.91064,9.18463,13.87252,0.78696,0,0,0,16.7,Growth and Income,0.63,0.61,0.87,,,,-0.9339606128705391,-0.11412886655519898,0.9310222888321129,0.9880547250088185,-2.073082825856032,-1.8039853021659558,-0.8042398479124182,14.054893442700122,2.4626456815103346,97.62521396122521,2.3623401665542603,0.8702514737046775,15.112892300538226,2.5776922534206372,13.686995167669016
Franklin Small-Mid Cap Growth A LW,Equity,US Equity Mid Cap,SMID Growth,US OE Mid-Cap Growth,3,Mid Growth,33648,3424662452,15.44,-0.54916,10.65743,17.55275,0.85643,0.46,0.99,0.99,44.42,Growth,0.71,0.24,0.66,,,,-0.3456759129013296,-0.014091508952110945,1.2026297812169908,0.9403043243559729,2.221376729821813,1.9330298438593685,0.2885382091184727,14.053521965228917,4.611655813529449,88.41722224025426,7.081430457312947,0.8701659410148832,20.51171748061734,7.698726406490324,14.166751389338051
Franklin Small-Mid Cap Growth A,Equity,US Equity Mid Cap,SMID Growth,US OE Mid-Cap Growth,3,Mid Growth,33648,3424662452,15.44,-0.54916,10.65743,17.55275,0.85643,0.46,0.99,0.99,44.42,Growth,0.71,0.24,0.66,,,,-0.3456759129013296,-0.014091508952110945,1.2026297812169908,0.9403043243559729,2.221376729821813,1.9330298438593685,0.2885382091184727,14.053521965228917,4.5215153161884505,88.41722224025426,7.081430457312947,0.8701659410148832,20.51171748061734,7.698726406490324,14.166751389338051
