Name,Broad Category Group,Global Category,Morningstar Institutional Category,Morningstar Category,Morningstar Rating Overall,Equity Style Box (Long),Inception Date,Fund Size Base Currency,Manager Tenure (Average),Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Management Fee,Annual Report Net Expense Ratio,Annual Report Gross Expense Ratio,Turnover Ratio %,Prospectus Objective,Tax Cost Ratio 1 Yr,Tax Cost Ratio 3 Yr,Tax Cost Ratio 5 Yr,Post-tax Return 1 Yr (Daily) Base Currency,Post-tax Return 3 Yr (Daily) Base Currency,Post-tax Return 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Beta 2009-06-01 to 2012-05-31 Base Currency,Correlation 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Morningstar Risk 2009-06-01 to 2012-05-31,R2 2009-06-01 to 2012-05-31 Base Currency,Residual Std Dev 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Std Dev 2009-06-01 to 2012-05-31 Base Currency,Tracking Error 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Wells Fargo Advantage Core Equity B,Equity,US Equity Large Cap Blend,Large Valuation-Sensitive Growth,US OE Large Blend,,Large Blend,34702,781595938,1.29,10.36773,5.76537,0.7325,1.26199,0.64,1.99,2.01,98,Growth,0.04,0.13,0.28,,,,,,,,,,,,,,,,,,
Principal Large Cap Blend II A,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,38531,983298938,3.35,10.20986,21.12797,-3.99771,1.21575,0.75,1.44,1.44,43.7,Growth,0.17,0.79,0.91,,,,,,,,,,,,,,,,,,
Principal Large Cap Blend II A LW,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,38531,983298938,3.35,10.20986,21.12797,-3.99771,1.21575,0.75,1.44,1.44,43.7,Growth,0.17,0.79,0.91,,,,,,,,,,,,,,,,,,
Evergreen Strategic Growth InSvc,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,35853,558117336,0.92,11.322,-5.38206,-5.78298,1.03299,0.62,1.07,1.07,165,Growth,0.17,0.7,0.43,,,,,,,,,,,,,,,,,,
Galaxy Growth II Tr,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,,Mid Growth,35152,1967613196,5.5,-26.82927,-21.89595,-10.22534,1.00349,0.74,0.88,0.99,138,Growth,0,3.65,2.74,,,,,,,,,,,,,,,,,,
UBS US Large Cap Growth C,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37214,1056542492,10.42,-26.66667,-14.12595,-3.23461,0.93066,0.7,1.8,1.87,96,Growth,0,0.04,0.02,,,,,,,,,,,,,,,,,,
UBS US Large Cap Growth B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37202,1056542492,10.42,-26.69246,-14.18254,-3.23889,0.8865,0.7,1.8,1.93,96,Growth,0,0.04,0.02,,,,,,,,,,,,,,,,,,
JHancock Sovereign Investors R1,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,37838,553680813,13.33,-12.93024,-9.94927,-3.6356,0.82864,0.59,1.95,1.96,52,Equity-Income,0.63,1.3,1.1,,,,,,,,,,,,,,,,,,
Putnam Balanced A Load Waived,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,34702,1138932415,5.63,-5.02017,-22.46664,-8.83868,0.82199,0.65,,,176,Balanced,0.64,1.49,2.15,,,,,,,,,,,,,,,,,,
Putnam Balanced A,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Value,34702,1138932415,5.63,-5.02017,-22.46664,-8.83868,0.82199,0.65,1.2,1.21,176,Balanced,0.64,1.49,2.15,,,,,,,,,,,,,,,,,,
Prudential Jennison Small Company M,Equity,US Equity Small Cap,Small Valuation-Sensitive Growth,US OE Small Growth,,Small Growth,39146,2668475392,12.08,-8.28729,5.19823,17.75421,0.73321,0.67,1.86,1.86,44,Small Company,0,0,0.59,,,,,,,,,,,,,,,,,,
JHFunds2 Index 500 NAV,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,39016,3138780306,5.58,6.1515,8.77607,18.79953,0.57379,0.46,0.48,0.48,5,Equity-Income,0.5,0.56,0.45,,,,,,,,,,,,,,,,,,
Schwab S&P 500 Index eShare,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,35186,11702130658,4,-13.23012,-13.56096,-5.21281,0.46934,0.06,0.21,0.21,3,Growth and Income,1.04,0.75,0.68,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr I2,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,38671,1085687257,2.17,0.78467,14.70832,20.14359,0.44679,0.71,0.77,0.77,61,Growth,0,0.06,0.08,,,,,,,,,,,,,,,,,,
Principal Large Cap Blend II B,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Blend,38531,983298938,3.35,9.113,19.9626,-4.83069,0.41171,0.75,2.4,2.4,43.7,Growth,0,0.62,0.78,,,,,,,,,,,,,,,,,,
GuideStone Funds Balanced Allocation GS6,Allocation,Cautious Allocation,Conservative Allocation,US OE Conservative Allocation,,Large Blend,37130,1127683336,7.83,-21.98627,-11.41913,-5.08258,0.37573,0.1,0.39,0.37,16,Growth and Income,5.7,3.68,2.87,,,,,,,,,,,,,,,,,,
Schwab S&P 500 Index Inv,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,35186,11702130658,4,-13.25875,-13.64918,-5.32023,0.34607,0.06,0.36,0.36,3,Growth and Income,0.97,0.69,0.63,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr T,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,39017,1085687257,2.17,0.6643,14.55445,19.92408,0.28294,0.71,0.92,0.92,61,Growth,0,0,0,,,,,,,,,,,,,,,,,,
Evergreen Strategic Growth B,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37022,558117336,0.92,10.50621,-6.06056,-6.4781,0.27689,0.62,1.82,1.82,165,Growth,0,0.61,0.36,,,,,,,,,,,,,,,,,,
GuideStone Funds International Eq GS6,Equity,Global Equity Large Cap,Foreign Large Core,US OE Foreign Large Blend,,Large Blend,37130,1162585710,3.85,-44.22029,-24.91729,-13.29377,0.26464,0.96,1.36,1.52,82,Foreign Stock,2.6,2.91,2,,,,,,,,,,,,,,,,,,
Eaton Vance Tx-Mgd Value B,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,,Large Value,36543,1037099704,5,13.32572,14.97394,-4.50334,0.25747,0.77,1.26,1.26,40,Growth,0.21,0.23,0.16,,,,,,,,,,,,,,,,,,
Transamerica Premier Diversified Eq A,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,35976,1502074671,1.25,7.23742,12.44145,6.88523,0.03895,0.5,,,141,Growth,0,0,0.19,,,,,,,,,,,,,,,,,,
Evergreen Special Values R,Equity,US Equity Small Cap,Small Deep Value,US OE Small Value,,Small Blend,37904,721263500,6.17,20.77463,-1.7595,-9.31704,-0.038,0.8,1.58,1.68,54,Small Company,0.05,1.25,1.68,,,,,,,,,,,,,,,,,,
Dreyfus Strategic Value B,Equity,US Equity Large Cap Blend,Large Core Value,US OE Large Blend,,Large Value,37042,1006385175,9.33,-0.4914,6.51074,20.30938,-0.18854,0.75,1.94,2.08,88.37,Growth,0,0,0.28,,,,,,,,,,,,,,,,,,
Galaxy Equity Income Tr,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,,Large Value,34607,5846597712,5.44,-17.60696,-12.48183,-7.66417,-0.22431,0.75,,,20,Equity-Income,1.53,2.92,2.71,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr A LW,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36586,1085687257,2.17,0.05055,13.91096,19.26998,-0.24563,0.71,1.43,1.52,61,Growth,0,0,0,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr A,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36586,1085687257,2.17,0.05055,13.91096,19.26998,-0.24563,0.71,1.43,1.52,61,Growth,0,0,0,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value Adm,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,28733,724465010,1.5,13.20024,6.08655,-0.42995,-0.39386,0.64,1,1.09,21,Growth,0.16,0.5,1.32,,,,,,,,,,,,,,,,,,
UBS Global Allocation B,Allocation,Allocation,Global Flexible Allocation,US OE World Allocation,,Large Growth,37238,866846843,2.83,-1.51215,5.95197,21.26957,-0.4564,0.75,2.07,2.07,68,Asset Allocation,0.65,1.02,1.7,,,,,,,,,,,,,,,,,,
Galaxy Equity Income Ret A Load Waived,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,,Large Value,33221,5846597712,5.44,-17.9206,-12.81474,-8.05541,-0.63627,0.75,,,20,Equity-Income,1.37,2.77,2.55,,,,,,,,,,,,,,,,,,
Galaxy Equity Income Ret A,Equity,US Equity Large Cap Value,Giant Value,US OE Large Value,,Large Value,33221,5846597712,5.44,-17.9206,-12.81474,-8.05541,-0.63627,0.75,,,20,Equity-Income,1.37,2.77,2.55,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value A,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,34702,724465010,1.5,12.86637,5.8262,-0.67862,-0.6494,0.64,1.24,1.25,21,Growth,0.15,0.44,1.24,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value A LW,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,34702,724465010,1.5,12.86637,5.8262,-0.67862,-0.6494,0.64,1.24,1.25,21,Growth,0.15,0.44,1.24,,,,,,,,,,,,,,,,,,
Nationwide Instl,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,,Large Blend,38167,660824926,2.3,8.80417,16.39888,-7.79048,-0.7356,0.58,0.84,0.84,24.31,Growth and Income,0.29,2,2.58,,,,,,,,,,,,,,,,,,
Calvert Large Cap Growth I,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,34551,544029586,1.08,13.0038,8.87864,1.73613,-0.76316,0.8,0.9,0.9,139,Growth,0,0.09,0.09,,,,,,,,,,,,,,,,,,
Janus Aspen Overseas Svc II,Equity,Global Equity Large Cap,Foreign Large Growth,US OE Foreign Large Growth,,Large Blend,37256,1439228278,11.42,-22.94692,-5.42615,12.94901,-0.7704,0.64,0.9,0.9,32,Foreign Stock,0.27,0.34,0.8,,,,,,,,,,,,,,,,,,
Nations International Equity Prim B,Equity,Global Equity Large Cap,Foreign Large Core,US OE Foreign Large Blend,,Large Growth,35156,1120765706,4.02,-15.12348,-18.28307,-17.8261,-0.83417,0.9,0,0,112,Foreign Stock,0.1,0.78,1.86,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value R,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,37904,724465010,1.5,12.65335,5.56337,-0.92546,-0.89027,0.64,1.49,1.5,21,Growth,0.12,0.36,1.16,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr C,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,37571,1085687257,2.17,-0.62246,13.131,18.45751,-0.89702,0.71,2.17,2.17,61,Growth,0,0,0,,,,,,,,,,,,,,,,,,
Vanguard Asset Allocation Adm,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Blend,37116,3478217916,0.75,1.00944,11.28433,15.68703,-0.93748,0.19,0.21,0.21,38,Asset Allocation,0.29,0.31,0.39,,,,,,,,,,,,,,,,,,
Transamerica WMC Diversified Gr B,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36586,1085687257,2.17,-0.53011,13.19277,18.49496,-0.94405,0.71,2.17,2.24,61,Growth,0,0,0,,,,,,,,,,,,,,,,,,
PACE Large Co Value Equity B,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,36857,1103343881,3.77,2.39934,9.42955,24.52731,-0.95412,0.65,2.34,2.34,49,Growth and Income,0.07,0.02,0.59,,,,,,,,,,,,,,,,,,
Vanguard Asset Allocation Inv,Allocation,Moderate Allocation,Flexible Allocation,US OE Moderate Allocation,,Large Blend,32450,3478217916,0.75,0.91022,11.20272,15.57091,-1.03597,0.27,0.29,0.29,38,Asset Allocation,0.25,0.29,0.37,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value Instl,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,34347,723720663,6.18,5.02157,14.63244,18.07097,-1.1015,0.64,0.89,0.89,19,Growth,0.73,0.76,1.1,,,,,,,,,,,,,,,,,,
GuideStone Funds Growth Allocation GS6,Allocation,Aggressive Allocation,Aggressive Allocation,US OE Aggressive Allocation,,Large Growth,37130,793378752,7.83,-30.50481,-17.40641,-9.16656,-1.18139,0.1,0.4,0.43,10,Growth and Income,4.75,3.33,2.44,,,,,,,,,,,,,,,,,,
Northern Institutional Equity Index C,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,34970,698628975,6.17,1.92236,6.25119,12.08412,-1.19961,0.1,0.45,0.49,3.65,Equity-Income,0.6,0.98,1.23,,,,,,,,,,,,,,,,,,
Evergreen Equity Index Instl Svc,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,35347,2224158645,0.83,14.92037,-5.74827,-10.18731,-1.25043,0.32,0.52,1.05,3,Growth,0.89,1.02,0.8,,,,,,,,,,,,,,,,,,
Dreyfus Premier Small Company Stock R,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,34579,1178482703,7.5,-9.66092,-11.74364,-0.28914,-1.30542,1.25,,,132.2,Growth,0.49,0.25,0.4,,,,,,,,,,,,,,,,,,
JHancock US Global Leaders Gr R1,Equity,US Equity Large Cap Growth,Large High Growth,US OE Large Growth,,Large Growth,37838,535192777,12.5,-13.21905,-7.68112,-3.18581,-1.3218,0.75,1.8,1.84,50,Growth,0.24,0.27,0.17,,,,,,,,,,,,,,,,,,
Northern Institutional Equity Index D,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,34591,698628975,6.17,1.81851,6.12985,11.91819,-1.35297,0.1,0.6,0.64,3.65,Equity-Income,0.54,0.93,1.18,,,,,,,,,,,,,,,,,,
Calvert Large Cap Growth A,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36830,544029586,1.08,12.25471,8.19364,1.09463,-1.35922,0.9,1.5,1.55,139,Growth,0,0.02,0.05,,,,,,,,,,,,,,,,,,
Calvert Large Cap Growth A Load Waived,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36830,544029586,1.08,12.25471,8.19364,1.09463,-1.35922,0.9,1.5,1.55,139,Growth,0,0.02,0.05,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value C,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,34702,724465010,1.5,12.08576,5.05375,-1.42266,-1.37906,0.64,1.99,2,21,Growth,0.03,0.25,1.04,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value A,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,20897,723720663,6.18,4.67648,14.27495,17.71522,-1.38586,0.64,1.18,1.18,19,Growth,0.63,0.66,1,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value A Load Waived,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,20897,723720663,6.18,4.67648,14.27495,17.71522,-1.38586,0.64,1.18,1.18,19,Growth,0.63,0.66,1,,,,,,,,,,,,,,,,,,
Wells Fargo Advantage Classic Value B,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Blend,34702,724465010,1.5,12.07475,5.01726,-1.41988,-1.38921,0.64,1.99,2,21,Growth,0.01,0.25,1.05,,,,,,,,,,,,,,,,,,
Dreyfus Worldwide Growth T,Equity,Global Equity,World Large Core,US OE World Stock,,Large Blend,36433,540548186,10.1,-32.63415,-17.60453,-6.54943,-1.39606,0.75,1.46,1.46,7.85,World Stock,0.03,0.15,0.17,,,,,,,,,,,,,,,,,,
Berger Information Technology Instl,Equity,Technology Sector Equity,Technology,US OE Technology,,Large Growth,35529,789870024,1.08,-32.05128,-24.45799,-32.48934,-1.42258,0.95,1.27,1.31,89,Specialty - Technology,0,0,0.07,,,,,,,,,,,,,,,,,,
MainStay S&P 500 Index S,Equity,US Equity Large Cap Blend,S&P 500 Tracking,US OE Large Blend,,Large Blend,34698,1615121553,9.96,22.62807,-0.14797,-3.70396,-1.50042,0.5,0.55,0.85,4,Growth and Income,0.33,0.74,1.04,,,,,,,,,,,,,,,,,,
Dreyfus Premier Small Company Stock A,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,34579,1178482703,7.5,-9.95266,-11.98358,-0.57431,-1.54929,1.25,,,132.2,Growth,0.5,0.25,0.4,,,,,,,,,,,,,,,,,,
Dreyfus Premier Small Company Stock A LW,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,34579,1178482703,7.5,-9.95266,-11.98358,-0.57431,-1.54929,1.25,,,132.2,Growth,0.5,0.25,0.4,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value R,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,37774,723720663,6.18,4.51268,14.05818,17.46698,-1.58656,0.64,1.39,1.49,19,Growth,0.56,0.59,0.93,,,,,,,,,,,,,,,,,,
Putnam Global Growth & Income A,Equity,Global Equity,World Large Value,US OE World Stock,,Large Growth,34702,721905996,0.83,-11.84754,-14.30139,-9.39333,-1.59914,0.08,1.5,1.5,87,World Stock,0.07,1.62,1.38,,,,,,,,,,,,,,,,,,
Putnam Global Growth & Income A LW,Equity,Global Equity,World Large Value,US OE World Stock,,Large Growth,34702,721905996,0.83,-11.84754,-14.30139,-9.39333,-1.59914,0.08,,,87,World Stock,0.07,1.62,1.38,,,,,,,,,,,,,,,,,,
American Century Intl Growth B,Equity,Global Equity Large Cap,Foreign Large Growth,US OE Foreign Large Growth,,Large Growth,37652,1404399868,7.71,-6.74789,0.91698,9.85536,-1.61136,1.34,2.35,2.35,125,Foreign Stock,0,0.09,0.23,,,,,,,,,,,,,,,,,,
Stein Roe Midcap Growth S,Equity,US Equity Mid Cap,Mid High Growth,US OE Mid-Cap Growth,,Mid Growth,35612,1967613196,5.5,-17.08797,-20.11448,-13.54841,-1.66409,0.9,1.25,1.69,138,Growth,0,1.82,1.1,,,,,,,,,,,,,,,,,,
Prudential Jennison Value M,Equity,US Equity Large Cap Blend,Large Relative Value,US OE Large Blend,,Large Value,39157,767196537,8.75,-3.9952,2.73569,15.99592,-1.77776,0.54,0.99,0.99,56,Growth,0.15,0.11,1.01,,,,,,,,,,,,,,,,,,
RS International Growth B,Equity,Global Equity Large Cap,Foreign Large Growth,US OE Foreign Large Growth,,Large Growth,35186,558282332,2.64,-6.88367,7.0813,20.54031,-1.89865,0.8,2.71,2.71,15,Foreign Stock,0.01,0.17,0.25,,,,,,,,,,,,,,,,,,
Dreyfus Strategic Value T,Equity,US Equity Large Cap Blend,Large Core Value,US OE Large Blend,,Large Value,37042,1006385175,9.33,-38.74753,-22.69413,-10.43136,-2.05981,0.75,,,88.37,Growth,0.47,1.11,1.05,,,,,,,,,,,,,,,,,,
Berger Information Technology Inv,Equity,Technology Sector Equity,Technology,US OE Technology,,Large Growth,35528,789870024,1.08,-32.24756,-24.921,-32.86787,-2.06022,0.85,2,2.1,89,Specialty - Technology,0,0,0.01,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value B,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,34583,723720663,6.18,4.00023,13.4745,16.91494,-2.0758,0.64,1.89,1.89,19,Growth,0.4,0.43,0.77,,,,,,,,,,,,,,,,,,
Delaware Large Cap Value C,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,35032,723720663,6.18,3.9682,13.47806,16.88359,-2.09082,0.64,1.89,1.89,19,Growth,0.39,0.42,0.75,,,,,,,,,,,,,,,,,,
BlackRock International Value Instl,Equity,Global Equity Large Cap,Foreign Large Value,US OE Foreign Large Value,,Large Value,33147,850526814,0.92,6.45748,3.22912,-3.97448,-2.11362,0.75,0.98,0.98,90,Foreign Stock,0.06,0.6,1.44,,,,,,,,,,,,,,,,,,
Calvert Large Cap Growth C,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36830,544029586,1.08,11.45336,7.38026,0.2871,-2.11521,0.9,2.3,2.3,139,Growth,0,0,0.03,,,,,,,,,,,,,,,,,,
Galaxy Large Cap Value Tr,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,33695,1886578759,7.25,-23.27558,-19.01529,-13.71,-2.13231,0.64,,,78,Growth and Income,2.56,1.36,2.24,,,,,,,,,,,,,,,,,,
Calvert Large Cap Growth B,Equity,US Equity Large Cap Growth,Large Core Growth,US OE Large Growth,,Large Growth,36830,544029586,1.08,11.31083,7.20956,0.15804,-2.23503,0.9,2.46,2.46,139,Growth,0,0,0.04,,,,,,,,,,,,,,,,,,
Dreyfus Premier Small Company Stock C,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,34687,1178482703,7.5,-10.60591,-12.62064,-1.29783,-2.28947,1.25,,,132.2,Growth,0.53,0.26,0.41,,,,,,,,,,,,,,,,,,
Dreyfus Premier Small Company Stock B,Equity,US Equity Mid Cap,Mid Valuation-Sensitive Growth,US OE Mid-Cap Growth,,Mid Growth,34687,1178482703,7.5,-10.6109,-12.62677,-1.29827,-2.29118,1.25,,,132.2,Growth,0.54,0.27,0.42,,,,,,,,,,,,,,,,,,
Galaxy Large Cap Value Ret A,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,33695,1886578759,7.25,-23.64053,-19.2684,-13.95835,-2.41652,0.75,,,78,Growth and Income,2.38,1.28,2.15,,,,,,,,,,,,,,,,,,
Galaxy Large Cap Value Ret A LW,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,33695,1886578759,7.25,-23.64053,-19.2684,-13.95835,-2.41652,0.75,,,78,Growth and Income,2.38,1.28,2.15,,,,,,,,,,,,,,,,,,
BlackRock International Value Inv A LW,Equity,Global Equity Large Cap,Foreign Large Value,US OE Foreign Large Value,,Large Value,36313,850526814,0.92,6.08944,2.84545,-4.34177,-2.44743,0.75,1.33,1.33,90,Foreign Stock,0,0.53,1.36,,,,,,,,,,,,,,,,,,
BlackRock International Value Inv A,Equity,Global Equity Large Cap,Foreign Large Value,US OE Foreign Large Value,,Large Value,36313,850526814,0.92,6.08944,2.84545,-4.34177,-2.44743,0.75,1.33,1.33,90,Foreign Stock,0,0.53,1.36,,,,,,,,,,,,,,,,,,
Principal Large Cap Value III A LW,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,38531,998437038,1.73,9.86659,17.22871,-9.17975,-2.50424,0.78,1.14,1.14,70.9,Growth,0.45,0.9,0.9,,,,,,,,,,,,,,,,,,
Principal Large Cap Value III A,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,38531,998437038,1.73,9.86659,17.22871,-9.17975,-2.50424,0.78,1.14,1.14,70.9,Growth,0.45,0.9,0.9,,,,,,,,,,,,,,,,,,
GuideStone Funds Agrsv Allocation GS6,Equity,US Equity Large Cap Blend,Large Core,US OE Large Blend,,Large Growth,37130,671643980,7.83,-38.49533,-23.29879,-13.2402,-2.75514,0.1,0.38,0.38,9,Growth,4.28,3.06,2.16,,,,,,,,,,,,,,,,,,
BlackRock International Value R,Equity,Global Equity Large Cap,Foreign Large Value,US OE Foreign Large Value,,Large Value,37624,850526814,0.92,5.72635,2.51185,-4.69694,-2.7788,0.75,1.69,1.69,90,Foreign Stock,0,0.47,1.31,,,,,,,,,,,,,,,,,,
Liberty Contrarian Equity I,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,,Large Growth,35339,754542910,0.17,-18.38143,-15.15525,-3.43115,-2.8859,0,1,1.35,62,Growth,0,1.44,1.96,,,,,,,,,,,,,,,,,,
Scudder International Barrett Intl,Equity,Global Equity Large Cap,Foreign Large Core,US OE Foreign Large Blend,,Large Blend,35891,683021360,1.17,19.35628,8.25564,-1.15502,-3.10353,,1.06,1.06,202,Foreign Stock,0.43,0.31,0.94,,,,,,,,,,,,,,,,,,
Galaxy Large Cap Value Ret B,Equity,US Equity Large Cap Blend,Giant Core,US OE Large Blend,,Large Blend,35562,1886578759,7.25,-24.2548,-19.88113,-14.61367,-3.13974,0.75,,,78,Growth and Income,2.4,1.25,2.68,,,,,,,,,,,,,,,,,,
Nuveen NWQ Large-Cap Value B,Equity,US Equity Large Cap Value,Large Core Value,US OE Large Value,,Large Value,39066,1061165708,5.5,-3.2126,8.94131,16.12884,-3.21788,0.72,1.95,1.95,27,Growth,0.32,0.11,0.06,,,,,,,,,,,,,,,,,,
JHFunds2 Intl Equity Index NAV,Equity,Global Equity Large Cap,Foreign Large Core,US OE Foreign Large Blend,,Large Blend,38653,569160856,5.58,-11.94382,-0.79838,13.75197,-3.23261,0.53,0.56,0.56,8,Growth,1,0.98,1,,,,,,,,,,,,,,,,,,
Principal Large Cap Value III B,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,38531,998437038,1.73,8.86597,16.3419,-9.91808,-3.26858,0.78,1.89,1.89,70.9,Growth,0.19,0.57,0.61,,,,,,,,,,,,,,,,,,
GuideStone Funds Value Equity GS6,Equity,US Equity Large Cap Value,Large Deep Value,US OE Large Value,,Large Value,37130,1073745048,7.44,-37.87069,-25.90733,-13.93628,-3.30728,0.64,1.11,1.13,35,Balanced,1.93,2.74,2.32,,,,,,,,,,,,,,,,,,
Liberty Contrarian Equity A,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,,Large Growth,32539,754542910,0.17,-18.73016,-15.53201,-3.87375,-3.31247,0.96,1.37,1.72,62,Growth,0,1.43,2.28,,,,,,,,,,,,,,,,,,
Liberty Contrarian Equity A Load Waived,Equity,US Equity Large Cap Growth,Large Valuation-Sensitive Growth,US OE Large Growth,,Large Growth,32539,754542910,0.17,-18.73016,-15.53201,-3.87375,-3.31247,0.96,,,62,Growth,0,1.43,2.28,,,,,,,,,,,,,,,,,,
Janus Aspen Worldwide Svc II,Equity,Global Equity,World Large Core,US OE World Stock,,Large Growth,37256,604162608,1.25,-8.26075,1.75441,15.10599,-3.33788,0.59,0.93,0.93,88,World Stock,0.18,0.26,0.28,,,,,,,,,,,,,,,,,,
