Name,Total Ret 1 Yr (Daily) Base Currency,Total Ret Annlzd 2 Yr (Daily) Base Currency,Total Ret Annlzd 3 Yr (Daily) Base Currency,Total Ret Annlzd 5 Yr (Daily) Base Currency,Alpha 2009-06-01 to 2012-05-31 Base Currency,Appraisal Ratio 2009-06-01 to 2012-05-31 Base Currency,Excess Return 2009-06-01 to 2012-05-31 Base Currency,Excess Return (geo) 2009-06-01 to 2012-05-31 Base Currency,Information Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency,M-Squared 2009-06-01 to 2012-05-31 Base Currency,Sharpe Ratio 2009-06-01 to 2012-05-31 Base Currency,Treynor Ratio (arith) 2009-06-01 to 2012-05-31 Base Currency
Columbia Income Builder C,4.97534,7.74217,10.78539,4.02959,4.156512938286792,0.5370065494275971,-4.470198437379924,-3.8899421567822223,-0.44753147958233946,24.37556393808035,1.5139038314611888,26.366175390921256
Columbia Income Builder R4,5.91835,8.57346,11.67892,5.113,4.946716169598428,0.6297893224746591,-3.61496893426696,-3.145726134946525,-0.3611846518481572,26.25267450755897,1.6309705127737453,28.60566326015691
JPMorgan SmartRetirement 2040 Instl,1.37823,8.85038,14.39235,0.73498,-2.1713588671566733,-0.19027469295156438,-1.9713940029763677,-1.7154962463590606,-0.5968501569237513,12.893274510091095,0.7978066877653259,12.376602180820719
JPMorgan SmartRetirement 2040 A,1.07468,8.55916,14.08671,0.42359,-2.4273492690516862,-0.21284820907329433,-2.2537933945053332,-1.9612386476297483,-0.6826289052668877,12.652163680017697,0.7827697234201471,12.101495288118175
JPMorgan SmartRetirement 2040 C,0.42508,7.88397,13.36426,-0.15624,-3.077676035715779,-0.26840387608320493,-2.9784756047117167,-2.591853131358157,-0.8973670109663129,12.034889501898277,0.7442731954758994,11.403294785269143
JPMorgan SmartRetirement 2040 Select,1.23322,8.72147,14.19922,0.58039,-2.3324753959026,-0.2048327599356769,-2.164894812254058,-1.8838795890506521,-0.657354889166297,12.739417298246149,0.7882113269594393,12.201473771021648
JPMorgan SmartRetirement 2040 A LW,1.07468,8.55916,14.08671,0.42359,-2.4273492690516862,-0.21284820907329433,-2.2537933945053332,-1.9612386476297483,-0.6826289052668877,12.652163680017697,0.7827697234201471,12.101495288118175
JPMorgan SmartRetirement 2040 R2,0.81297,8.31105,13.788,,-2.6783327946099984,-0.23481566186780925,-2.5524373220621843,-2.221116955034663,-0.7738603279440661,12.410949216236665,0.7677262959212137,11.828945709703595
JPMorgan SmartRetirement 2015 R2,3.23524,7.88142,12.03148,,1.478175804623191,0.16298030632513846,-3.7626793668640524,-3.2742629430558168,-0.5853806636630032,17.023858001370783,1.0554120249633665,17.465788664096234
JPMorgan SmartRetirement 2015 A LW,3.48122,8.1438,12.3061,2.30329,1.7334597702195986,0.19158131827272948,-3.488087085223256,-3.0353142459801696,-0.5422563623217932,17.418543653905562,1.0800267387981308,17.913645090811308
JPMorgan SmartRetirement 2015 A,3.48122,8.1438,12.3061,2.30329,1.7334597702195986,0.19158131827272948,-3.488087085223256,-3.0353142459801696,-0.5422563623217932,17.418543653905562,1.0800267387981308,17.913645090811308
JPMorgan SmartRetirement 2015 C,2.84302,7.46836,11.60175,1.71653,1.0791585614703827,0.11752314478092432,-4.192441998856268,-3.6482400277456084,-0.651938334326106,16.39972463152536,1.0164877210399592,16.76867017417888
JPMorgan SmartRetirement 2015 Select,3.56987,8.26089,12.42486,2.47302,1.8618265961225497,0.2066212477716457,-3.369150114952756,-2.931815946936789,-0.5222607722562718,17.624089690226313,1.092845691885004,18.146191811490734
JPMorgan SmartRetirement 2015 Instl,3.78576,8.40865,12.6011,2.63043,1.9803660416499844,0.21582962766849648,-3.1931815057546054,-2.778689028573089,-0.4970123709921258,17.77714528688503,1.102391059669133,18.335712707855475
MFS Diversified Income A Load Waived,6.49516,9.94128,15.73065,5.33323,6.086251205538902,0.4608695076018151,-0.12151444491517083,-0.10574120333918247,-0.014592430736633424,24.357687770616035,1.5127889777953143,27.387331890346694
MFS Diversified Income A,6.49516,9.94128,15.73065,5.33323,6.086251205538902,0.4608695076018151,-0.12151444491517083,-0.10574120333918247,-0.014592430736633424,24.357687770616035,1.5127889777953143,27.387331890346694
MFS Diversified Income C,5.8066,9.18551,14.92653,4.57966,5.351494105936467,0.4002703833565252,-0.9669571891302908,-0.8414408412719676,-0.11566965722564727,23.064839606339895,1.4321600332388533,25.849754108618164
MFS Diversified Income I,6.85531,10.26334,16.05122,5.63579,6.389404626116725,0.4785486774416446,0.19745920656437654,0.17182791829477573,0.02359770422473226,24.851070673110453,1.5435589814117878,28.061403043298032
MFS Diversified Income R1,5.8091,9.13593,14.89203,,5.3168177367132525,0.39987959084229474,-0.9551786163774612,-0.8311911918794768,-0.1150256569739322,22.994152537456817,1.4277516085565756,25.7168858697716
MFS Diversified Income R2,6.23542,9.67642,15.45904,,5.878337555929664,0.4436914896845338,-0.3571104351129062,-0.3107555415340246,-0.04285987153503912,23.989649473953765,1.4898361359719658,26.945895243054093
MFS Diversified Income R3,6.59364,9.99582,15.72991,,6.093727461843094,0.4578360633439604,-0.12234766747201142,-0.10646626903710876,-0.01465586326123069,24.346102840746234,1.512066479443247,27.412382527505148
MFS Diversified Income R4,6.95346,10.31732,16.0499,,6.385285449973156,0.4800997208957857,0.19594828709223933,0.17051312445899303,0.023442053666312482,24.85772520813584,1.5439739939016044,28.05042487551502
TIAA-CREF Managed Allc Inst,4.19263,9.04387,12.20545,1.60418,0.8471907497090974,0.11564557853784929,-3.601930868221114,-3.134380481400023,-0.6677358092411939,16.172128748210415,1.0022936212499394,16.258969332447396
TIAA-CREF Managed Allc R,3.93225,8.7806,11.94386,1.35564,0.6691215574864389,0.0925577971781852,-3.8623419333600584,-3.3609887616736445,-0.7088759025813319,15.928222233180513,0.9870823029987228,15.982718264775592
TIAA-CREF Managed Allc Retail,3.9301,8.77394,11.97878,1.48625,0.6682888451733886,0.0917597804344004,-3.825035377371332,-3.3285248013153246,-0.7062778418956035,15.921454707862711,0.9866602438283492,15.976488438785648
ING Franklin Income Port S,3.25197,8.90634,13.22819,2.0555,3.851710756935914,0.2590901803336798,-2.210473667670687,-1.923542058989458,-0.27123745310684,19.981000626001293,1.2398352970189659,22.288359565952824
ING Franklin Income Port I,3.56852,9.20068,13.49234,2.29446,4.160147072125217,0.27664318988554765,-1.8980206394020982,-1.651647147901647,-0.23141655881722958,20.443297063983433,1.268666582004068,22.91998304604341
ING Franklin Income Port Adv,2.92352,8.54548,12.6357,1.54833,3.389139145086261,0.22784526559792148,-2.7817878966310836,-2.420696566811509,-0.33920016610120046,19.250822190172215,1.1942974541031668,21.416716548841723
ING Franklin Income Port S2,3.14875,8.77645,13.06747,1.89025,3.713567146511846,0.24753975968396458,-2.371588879987563,-2.063743632872528,-0.29012490190172135,19.72897372865922,1.224117548180371,22.01684112107224
Fidelity Advisor Freedom 2045 A,-0.97095,7.76623,12.65948,-1.90602,-3.1284588423409083,-0.31996618143411165,-3.423470794176753,-2.9790855039952713,-1.2288990030977267,11.95293483528304,0.7391620629753842,11.288695745129873
Fidelity Advisor Freedom 2045 B,-1.72524,6.95646,11.84427,-2.63576,-3.7928474465198163,-0.38833340541799855,-4.249196394953469,-3.697627391875835,-1.5289247137818345,11.277585297360007,0.6970436441586506,10.540407941812632
Fidelity Advisor Freedom 2045 C,-1.63983,6.93095,11.67993,-2.61853,-3.978602808569845,-0.4066356590077483,-4.413724309504108,-3.8407986805207073,-1.5847479500283208,11.10636535582672,0.6863654504199624,10.34703918085099
Fidelity Advisor Freedom 2045 T,-1.13229,7.46639,12.39166,-2.13961,-3.3616556529644783,-0.3430580424959815,-3.745332255260859,-3.2591675817046473,-1.3428857604007574,11.707852784411779,0.7238774320051677,11.02013547284397
Fidelity Advisor Freedom 2045 I,-0.62419,8.04121,13.00339,-1.65845,-2.850167958084561,-0.29370615365726344,-3.131215722142567,-2.7247667436170353,-1.132851203469723,12.223584652285316,0.7560412369513252,11.592058522812154
Fidelity Advisor Freedom 2045 A LW,-0.97095,7.76623,12.65948,-1.90602,-3.1284588423409083,-0.31996618143411165,-3.423470794176753,-2.9790855039952713,-1.2288990030977267,11.95293483528304,0.7391620629753842,11.288695745129873
Franklin Balanced A Load Waived,6.63783,11.28688,14.9069,2.5218,3.720139740259683,0.34303620163171417,-0.5745600751512203,-0.4999790253706671,-0.09580589195574575,19.923241000000452,1.236233096999576,20.96518829705391
Franklin Balanced A,6.63783,11.28688,14.9069,2.5218,3.720139740259683,0.34303620163171417,-0.5745600751512203,-0.4999790253706671,-0.09580589195574575,19.923241000000452,1.236233096999576,20.96518829705391
Franklin Balanced C,5.83795,10.54013,14.12255,1.81941,2.9856254964134368,0.2748795113629225,-1.357443847286067,-1.1812401889965463,-0.227817500307083,18.868275000833208,1.1704397599270573,19.72568932414678
Franklin Balanced R,6.40829,11.10373,14.64446,2.36334,3.5398977543257986,0.32813042579646556,-0.7837821692200819,-0.6820429438408548,-0.13075319985561418,19.677636431688608,1.2209158790397108,20.6693732194108
Franklin Balanced Adv,6.9446,11.66423,15.26639,2.84507,3.9906579214575837,0.36781276862331685,-0.21855643600712327,-0.19018661161683825,-0.03671138602463011,20.28599213657858,1.2588562031671338,21.38725950104545
JHancock2 Retirement Living 2015 A LW,2.44131,7.59741,12.30819,0.76514,0.5240250701246878,0.06038804557319666,-3.3899227731202473,-2.9498922001157224,-0.6781038937332019,15.603542514814638,0.9668335346328051,15.675644874721357
JHancock2 Retirement Living 2015 A,2.44131,7.59741,12.30819,0.76514,0.5240250701246878,0.06038804557319666,-3.3899227731202473,-2.9498922001157224,-0.6781038937332019,15.603542514814638,0.9668335346328051,15.675644874721357
JHancock2 Lifecycle 2015 B,-10.93965,-8.56291,,,,,,,,,,
JHancock2 Lifecycle 2015 C,-10.93395,-8.55998,,,,,,,,,,
JHancock2 Lifecycle 2015 R,-10.67644,-8.33181,,,,,,,,,,
JHancock2 Retirement Living 2015 R1,2.17781,7.45234,12.12528,0.57804,0.3280166860607743,0.037549289368701486,-3.573198473429983,-3.109377709078154,-0.7181909255223377,15.336763494843705,0.9501957643172887,15.375639234664382
JHancock2 Lifecycle 2015 R2 (obs),-10.341,-7.91335,,,,,,,,,,
JHancock2 Retirement Living 2015 R3,2.23312,7.50634,12.17971,0.63427,0.3833392941099949,0.04471050062081245,-3.5191467039077153,-3.062342155766884,-0.7094706902894433,15.422782193561176,0.9555603516534924,15.461385960372583
JHancock2 Retirement Living 2015 R4,2.54761,7.81727,12.53442,0.92297,0.6508374400677903,0.07447032534214422,-3.1660921518364518,-2.7551160214052017,-0.6423494424245692,15.767441753852859,0.9770551701058754,15.859027538860857
JHancock2 Retirement Living 2015 R5,2.96869,8.18081,12.87471,1.24995,0.9374251000807039,0.10878868810626274,-2.8660541787963965,-2.4940246232685093,-0.5814604553925002,16.15971606769055,1.0015194999284356,16.29562487849636
JHancock2 Retirement Living 2015 1,2.80985,8.07424,12.78434,1.20133,0.9229932251419357,0.10474708025266884,-2.917098450132105,-2.538443068156915,-0.5847903494127795,16.12685708096451,0.9994702373064795,16.276399988165924
JHancock2 Retirement Living 2015 R6,,,,,0.6524726546056732,0.07613450264930278,-3.237320518368424,-2.817098555203823,-0.6507183990452013,15.784019955741718,0.9780890756779895,15.870873432049764
JHancock2 Lifecycle 2015 R2,,,,,0.5198766681056282,0.05991219636545749,-3.393277603606414,-2.952811555200263,-0.678939862485397,15.597994391326633,0.9664875238997062,15.669239663078317
JHancock2 Lifecycle 2020 R2,,,,,-0.9755405610032493,-0.11199335206914048,-3.285080105350847,-2.8586586857877294,-0.9514924553825592,13.853699663507397,0.8577039507117376,13.56428990416342
JHancock2 Retirement Living 2020 R6,,,,,-0.8242359361864358,-0.09532111257058944,-3.1257263970407614,-2.71998996302778,-0.9069718594709346,14.031075215271978,0.8687660413145466,13.761524206101214
JHancock2 Retirement Living 2020 A,1.53864,7.63136,12.6766,-0.00744,-0.9307156513317607,-0.10662530117609635,-3.2414547793818684,-2.8206961664572483,-0.936627147055369,13.903933997220236,0.8608368331488883,13.622086298796697
JHancock2 Lifecycle 2020 B,-12.57704,-10.0669,,,,,,,,,,
JHancock2 Lifecycle 2020 C,-12.57704,-10.06745,,,,,,,,,,
JHancock2 Lifecycle 2020 R,-12.44203,-9.90236,,,,,,,,,,
JHancock2 Retirement Living 2020 R1,1.38163,7.43293,12.45769,-0.1974,-1.1100634643029026,-0.12460816763453197,-3.461356155733398,-3.012053137783466,-0.9852663839188996,13.684334003082752,0.8471413998867589,13.385320168088663
JHancock2 Lifecycle 2020 R2 (obs),-12.0817,-9.42584,,,,,,,,,,
JHancock2 Retirement Living 2020 R3,1.4349,7.47957,12.54894,-0.13935,-1.0488888553114197,-0.11890532933963117,-3.369992135136158,-2.9325486682810875,-0.9690782229430432,13.762817581300176,0.8520360567007154,13.467729745825197
JHancock2 Retirement Living 2020 R4,1.75457,7.79826,12.81716,0.14743,-0.8622450079475952,-0.09718456881401624,-3.143506293972509,-2.7354619317976003,-0.9052243365988032,13.978542981427875,0.8654898495024829,13.711725979091092
JHancock2 Retirement Living 2020 R5,1.96033,8.15808,13.20429,0.45343,-0.4697104770280234,-0.05426260760229902,-2.7184660720972698,-2.3655942624845383,-0.7907394445739834,14.442365397197793,0.8944163026456446,14.225482445709694
JHancock2 Retirement Living 2020 1,2.01538,8.10885,13.15412,0.44896,-0.5345911727778798,-0.0607923785171245,-2.807700703952065,-2.4432457495850546,-0.8072735677837515,14.358701677628536,0.8891985844379433,14.138492133540195
JHancock2 Retirement Living 2020 A LW,1.53864,7.63136,12.6766,-0.00744,-0.9307156513317607,-0.10662530117609635,-3.2414547793818684,-2.8206961664572483,-0.936627147055369,13.903933997220236,0.8608368331488883,13.622086298796697
JHancock2 Retirement Living 2025 A LW,0.84347,7.66754,12.83983,-0.79021,-2.25201015549841,-0.24252566167311826,-3.2642455704807727,-2.840528587841662,-1.1842167581473977,12.671342596300114,0.7839658234884439,12.14732204387868
JHancock2 Retirement Living 2025 A,0.84347,7.66754,12.83983,-0.79021,-2.25201015549841,-0.24252566167311826,-3.2642455704807727,-2.840528587841662,-1.1842167581473977,12.671342596300114,0.7839658234884439,12.14732204387868
JHancock2 Lifecycle 2025 B,-14.38918,-11.64043,,,,,,,,,,
JHancock2 Lifecycle 2025 C,-14.38918,-11.64043,,,,,,,,,,
JHancock2 Lifecycle 2025 R,-14.23834,-11.42192,,,,,,,,,,
JHancock2 Retirement Living 2025 R1,0.58193,7.47919,12.63774,-1.00043,-2.3937129834136077,-0.25277247365694816,-3.429040222982781,-2.983931990388511,-1.2208293456703068,12.51590648160002,0.77427199383348,11.979769527757085
JHancock2 Lifecycle 2025 R2 (obs),-13.888,-10.99846,,,,,,,,,,
JHancock2 Retirement Living 2025 R3,0.73959,7.52502,12.72965,-0.94188,-2.431437458348844,-0.26554129072770816,-3.429588450417409,-2.9844090548945545,-1.2650610822193553,12.497238651079353,0.7731077678140363,11.945028546569825
JHancock2 Retirement Living 2025 R4,1.056,7.88891,13.12225,-0.63388,-2.0879288726989236,-0.22995658781181683,-3.0791624070679156,-2.6794702344026033,-1.140549459657114,12.84985583177244,0.7950988661482146,12.34022736237688
JHancock2 Retirement Living 2025 1,1.21725,8.16142,13.34832,-0.37313,-1.8355004589314952,-0.19839147571442117,-2.7637373370821514,-2.404989068917074,-1.0104311988767951,13.110709284817743,0.8113670863337822,12.63782133603525
JHancock2 Retirement Living 2025 R5,1.26965,8.21387,13.40073,-0.3681,-1.7942944894972888,-0.1934964228849159,-2.7118897726611237,-2.3598716027926736,-0.9900175228001163,13.153378732390877,0.8140281819037753,12.686810728407137
JHancock2 Retirement Living 2025 R6,,,,,-2.0858748349719827,-0.22658325194873316,-3.1076096243650717,-2.7042248468336583,-1.1324781666505603,12.841332491568826,0.7945673049458225,12.337993631535761
JHancock2 Lifecycle 2025 R2,,,,,-2.2157275816104427,-0.238634020811703,-3.2344885540654076,-2.8146341954034426,-1.1720365095105616,12.706876156576309,0.7861818868596651,12.1881421843467
JHancock2 Lifecycle 2030 R2,,,,,-3.244369040263039,-0.32813874047622055,-3.3383269317196262,-2.9049937819827343,-1.1753997667935754,11.887999218424909,0.7351123296841394,11.204411907591348
JHancock2 Retirement Living 2030 R6,,,,,-3.100215241442986,-0.3209485542413337,-3.169874309522914,-2.7584072342751065,-1.1414281179159387,12.0359859400076,0.7443415752361598,11.363557187599666
JHancock2 Retirement Living 2030 A,0.23654,7.69689,12.91968,-1.28612,-3.2226599682169743,-0.32647619824894153,-3.3268411005923593,-2.8949988747468347,-1.174067743415863,11.906325198730915,0.7362552360909896,11.22577851027899
JHancock2 Lifecycle 2030 B,-15.89937,-12.50478,,,,,,,,,,
JHancock2 Lifecycle 2030 C,-15.89937,-12.50478,,,,,,,,,,
JHancock2 Lifecycle 2030 R,-15.75589,-12.37859,,,,,,,,,,
JHancock2 Retirement Living 2030 R1,0.07728,7.50869,12.66343,-1.4958,-3.4602976575152757,-0.34653860684133186,-3.585109434773015,-3.1197425622955466,-1.2505937245625067,11.675137353455163,0.7218371222908259,10.968916168020748
JHancock2 Lifecycle 2030 R2 (obs),-15.29741,-11.89974,,,,,,,,,,
JHancock2 Retirement Living 2030 R3,0.13111,7.55326,12.75477,-1.43721,-3.399506488233663,-0.35036327416296587,-3.493663535403746,-3.0401668423349237,-1.251915159688292,11.748587561219589,0.7264178711313629,11.041304954748629
JHancock2 Retirement Living 2030 R4,0.44724,7.86934,13.0717,-1.16986,-3.137620523556847,-0.3231668620206445,-3.1804709785130836,-2.767628397497235,-1.1373232193582623,12.005705131902399,0.7424531016587493,11.32818297272605
JHancock2 Retirement Living 2030 R5,0.65894,8.17678,13.42457,-0.86381,-2.8130402477466374,-0.2854898887433291,-2.830588991361882,-2.4631630117243564,-0.9982808057939118,12.31042352597195,0.761456974796879,11.676221507218228
JHancock2 Retirement Living 2030 1,0.71308,8.19051,13.37371,-0.87042,-2.791261571915304,-0.2828773287145457,-2.8272119409649576,-2.4602243209953856,-0.9969272566156802,12.326441627266346,0.762455949492325,11.696518090850168
JHancock2 Retirement Living 2030 A LW,0.23654,7.69689,12.91968,-1.28612,-3.2226599682169743,-0.32647619824894153,-3.3268411005923593,-2.8949988747468347,-1.174067743415863,11.906325198730915,0.7362552360909896,11.22577851027899
JHancock2 Retirement Living 2035 A,0.00472,7.71338,12.94517,-1.3893,-3.734311161499864,-0.3714990880907233,-3.373918583172909,-2.9359654418222303,-1.1161003247127634,11.54674222030907,0.7138297132556342,10.783611230842247
JHancock2 Lifecycle 2035 B,-15.97733,-12.53135,,,,,,,,,,
JHancock2 Lifecycle 2035 C,-15.97733,-12.53135,,,,,,,,,,
JHancock2 Lifecycle 2035 R,-15.87351,-12.40823,,,,,,,,,,
JHancock2 Retirement Living 2035 R1,-0.2573,7.50818,12.71024,-1.56952,-3.9014242123392755,-0.3923649153258357,-3.5684647305769914,-3.105258432016722,-1.193560863418905,11.391947556852744,0.7041758879400803,10.607850564815815
JHancock2 Lifecycle 2035 R2 (obs),-15.46321,-11.97023,,,,,,,,,,
JHancock2 Retirement Living 2035 R3,-0.20456,7.55221,12.801,-1.49313,-3.7674735374933155,-0.3762965339185414,-3.477583123614881,-3.026173756213102,-1.1639127397896616,11.499678915423061,0.7108945931810952,10.734918125497387
JHancock2 Retirement Living 2035 R5,0.42989,8.20628,13.46108,-0.92838,-3.2282377844938033,-0.32180255959099396,-2.858498152135592,-2.487449410320486,-0.9525993449819808,12.007367433395217,0.7425567716941054,11.304551178387765
JHancock2 Retirement Living 2035 R4,0.11171,7.89763,13.16164,-1.18091,-3.4485065241130437,-0.3474047224881586,-3.1158651175505305,-2.711408731714182,-1.050074214700043,11.802018438042154,0.7297501071386296,11.071761509948411
JHancock2 Retirement Living 2035 1,0.37745,8.15385,13.408,-0.9394,-3.347834954571683,-0.3364280665103707,-2.910920493927227,-2.5330670445595893,-0.9674877416393145,11.917001712677168,0.73692108075459,11.194381167655663
JHancock2 Retirement Living 2035 A LW,0.00472,7.71338,12.94517,-1.3893,-3.734311161499864,-0.3714990880907233,-3.373918583172909,-2.9359654418222303,-1.1161003247127634,11.54674222030907,0.7138297132556342,10.783611230842247
JHancock2 Retirement Living 2035 R6,,,,,-3.602746725437407,-0.36258580631058107,-3.2209447189235796,-2.802848424364268,-1.0757503218152031,11.674183130061534,0.7217776118028774,10.923238627204677
JHancock2 Lifecycle 2035 R2,,,,,-3.723491629129115,-0.370511869815305,-3.364776153662019,-2.928009749817051,-1.1137141003600375,11.55613196662062,0.7144153081891097,10.79434805128151
JHancock2 Lifecycle 2040 R2,,,,,-3.6897745938535866,-0.3764128692730469,-3.3922846341523325,-2.9519474786287248,-1.1576473068576283,11.578235664817116,0.7157938133420143,10.817201626296786
JHancock2 Retirement Living 2040 R6,,,,,-3.5527328124373776,-0.36512704528169276,-3.244896915554495,-2.82369149447117,-1.1155218301742804,11.707221670908126,0.7238380723826684,10.960724763970068
JHancock2 Retirement Living 2040 A LW,-0.01097,7.72613,12.92478,-1.41112,-3.6970333050397253,-0.3770759893033409,-3.3984181249333325,-2.9572848086581227,-1.159252493693782,11.571889018061645,0.7153980024157925,10.809962245889992
JHancock2 Retirement Living 2040 A,-0.01097,7.72613,12.92478,-1.41112,-3.6970333050397253,-0.3770759893033409,-3.3984181249333325,-2.9572848086581227,-1.159252493693782,11.571889018061645,0.7153980024157925,10.809962245889992
JHancock2 Lifecycle 2040 B,-15.92815,-12.54206,,,,,,,,,,
JHancock2 Lifecycle 2040 C,-16.03622,-12.59828,,,,,,,,,,
JHancock2 Lifecycle 2040 R,-15.90488,-12.41411,,,,,,,,,,
JHancock2 Retirement Living 2040 R1,-0.27318,7.52006,12.74399,-1.57085,-3.9149821737188146,-0.3953521903078005,-3.5928910861505727,-3.1265141126343154,-1.2076654967242446,11.3779199125366,0.70330104881583,10.591951731093971
JHancock2 Lifecycle 2040 R2 (obs),-15.49898,-11.97668,,,,,,,,,,
JHancock2 Retirement Living 2040 R3,-0.16812,7.57046,12.81151,-1.52342,-3.7608233285160244,-0.3773654569899615,-3.4742037087140076,-3.023233007905768,-1.1682385592645144,11.506216218390355,0.7113022944510998,10.741235158101588
JHancock2 Retirement Living 2040 R4,0.2008,7.92824,13.1202,-1.22103,-3.486505488111976,-0.35344474376059737,-3.2038752277410154,-2.787994646780112,-1.0918137008508717,11.757256547861273,0.7269585156266771,11.023171246733623
JHancock2 Retirement Living 2040 R5,0.41327,8.21743,13.43976,-0.93104,-3.2130347653285565,-0.31944591566718655,-2.830590926566167,-2.4631646957285147,-0.9397496047544732,12.023320485595095,0.7435516895791847,11.321921371154978
JHancock2 Retirement Living 2040 1,0.36138,8.17436,13.40362,-0.96299,-3.2887955050465667,-0.32803946591910993,-2.9211543101704365,-2.5419724553118916,-0.9734734970683278,11.952192045174957,0.7391157386009553,11.241727504226505
JHancock2 Retirement Living 2045 A,-0.11053,7.67133,12.88509,-1.43211,-3.722966251407348,-0.3736889365193675,-3.398754777702795,-2.9575777620512445,-1.1386082383533032,11.55039915809601,0.7140577795067353,10.787804091232651
JHancock2 Lifecycle 2045 B,-16.00245,-12.57614,,,,,,,,,,
JHancock2 Lifecycle 2045 C,-16.11041,-12.63234,,,,,,,,,,
JHancock2 Lifecycle 2045 R,-15.97706,-12.44741,,,,,,,,,,
JHancock2 Retirement Living 2045 R1,-0.26986,7.466,12.70431,-1.60864,-3.863831569738138,-0.3830168679933575,-3.5801015580166684,-3.115384735415294,-1.1894114881730995,11.408533489973438,0.7052102756732713,10.634635724661388
JHancock2 Lifecycle 2045 R2 (obs),-15.46821,-11.95693,,,,,,,,,,
JHancock2 Retirement Living 2045 R3,-0.16311,7.62777,12.84878,-1.52184,-3.7736850691970467,-0.3761915009627355,-3.4361624527214474,-2.9901297156346485,-1.141402952837113,11.505962908532855,0.7112864966899858,10.738511257318475
JHancock2 Retirement Living 2045 R4,0.10092,7.86598,13.11896,-1.23993,-3.5617354246891315,-0.3557922263358185,-3.205096894335835,-2.7890577343488765,-1.067097965702642,11.702942581930026,0.7235712054469362,10.959314828900702
JHancock2 Retirement Living 2045 R5,0.4183,8.21798,13.49314,-0.94891,-3.2062627715381087,-0.3162123058496998,-2.831499540493887,-2.463955366583781,-0.9340742561794375,12.025203682079328,0.7436691358107776,11.327013644130949
JHancock2 Retirement Living 2045 1,0.36429,8.11156,13.40245,-0.98213,-3.2733667678122975,-0.33096646039850436,-2.8821920478010696,-2.5080677083443303,-0.9699280888090724,11.975541826403001,0.7405719561739567,11.263168168795
JHancock2 Retirement Living 2045 A LW,-0.11053,7.67133,12.88509,-1.43211,-3.722966251407348,-0.3736889365193675,-3.398754777702795,-2.9575777620512445,-1.1386082383533032,11.55039915809601,0.7140577795067353,10.787804091232651
JHancock2 Retirement Living 2045 R6,,,,,-3.628959946997921,-0.3682468740510078,-3.285546388383654,-2.8590644427248457,-1.1104375858327369,11.643408106279733,0.7198583162855913,10.888808154304572
JHancock2 Lifecycle 2045 R2,,,,,-3.7602684334298297,-0.3770512750646118,-3.429657474705161,-2.984469119451083,-1.1464311950018695,11.518074352824621,0.712041831304895,10.750840196239805
Leuthold Asset Allocation Instl,-1.89186,4.28454,10.10996,0.3182,-2.1753124455259654,-0.14474411636251824,-6.1473550803301755,-5.34939466662726,-1.0424021266166952,11.602139503521615,0.717284584910438,11.609001386925575
Leuthold Asset Allocation Retail,-2.1544,3.92877,9.76039,0.07554,-2.399124397591975,-0.1604392351589498,-6.415683901294834,-5.582892934583761,-1.0868354796244792,11.31516929883739,0.6993875840388812,11.278636001862957
RiverNorth Core Opportunity,2.22176,9.2005,13.88784,6.85459,2.2028733656042156,0.16318963724226127,-1.4210439654387166,-1.2365846629039057,-0.2500455359336271,17.32584256297615,1.0742454016485699,18.131728470974295
American Funds Trgt Date Ret 2010 A LW,4.85206,8.2206,11.40615,1.44677,3.201093462600269,0.38231542991129264,-4.2356641386087635,-3.6858516966423616,-0.48488099007931823,20.960662540420415,1.300932267540637,22.234135592360982
American Funds Trgt Date Ret 2010 A,4.85206,8.2206,11.40615,1.44677,3.201093462600269,0.38231542991129264,-4.2356641386087635,-3.6858516966423616,-0.48488099007931823,20.960662540420415,1.300932267540637,22.234135592360982
American Funds Trgt Date Ret 2010 R1,3.99456,7.39377,10.58829,0.71426,2.4715413147846563,0.28951180867361576,-5.061003035631618,-4.404057077037759,-0.5767821892360301,19.47457931823672,1.2082521485300466,20.573340055013745
American Funds Trgt Date Ret 2010 R2,4.06183,7.46164,10.63617,0.7213,2.4329006790950034,0.2862709584953948,-5.017519961537765,-4.366218344508632,-0.5777261422753461,19.368306531366628,1.2016244076419997,20.42297214500446
American Funds Trgt Date Ret 2010 R3,4.41499,7.85469,11.08089,1.11595,2.8397055873704327,0.3366942687248365,-4.611303095799935,-4.012730656441765,-0.5288788768563759,20.211427661263585,1.2542059626267679,21.38289982704914
American Funds Trgt Date Ret 2010 R4,4.86096,8.24296,11.46672,1.46292,3.2460691174991543,0.37962532846096825,-4.224146005583961,-3.6758286804724594,-0.480772268984798,21.03406028658619,1.3055097445945514,22.37053477055267
American Funds Trgt Date Ret 2010 R5,5.14412,8.56533,11.78699,1.77411,3.4820220338479317,0.40560084705172517,-3.9420517827794654,-3.4303518353516638,-0.4497163672345191,21.484799189353968,1.333620239705206,22.893427212662505
American Funds Trgt Date Ret 2010 R6,5.09609,8.57584,,,3.5233953382771666,0.41024621447097154,-3.859562717539333,-3.3585703033131797,-0.44215935478279306,21.54136473313705,1.337147970354107,22.950869406445854
