Company Name,Exchange:Ticker,Industry Classifications,Market Cap Class,Enterprise Value,Market Cap,Invested Capital,PE,PBV,EV/EBITDAR,EV/EBITDA,EV/EBIT,EV/Sales,EV/Invested Capital,ROE,ROIC,R&D/Sales,Operating Margin adjusted for R&D,Dividend Payout Rate,(Dividends + Buybacks)/ Net Income,Revenue Growth Rate (last 5 years),Expcted growth in EPS,Operating Margin,R&D Effect on Earnings,EBITDAR
Impax Laboratories Inc. (NasdaqGS:IPXL),NasdaqGS:IPXL,Pharmaceuticals (Primary),6,2048.6,2463.5,473,321.1864406779661,2.774524158125915,12.12189349112426,19.290018832391713,35.44290657439446,3.1687548337200306,4.331078224101479,0.008638360175695461,0.12219873150105708,0.097138437741686,0.09470997679814386,0,0,-0.0206,0.23600000000000002,0.0894044856921887,3.430000000000007,169
Cepheid (NasdaqGS:CPHD),NasdaqGS:CPHD,Biotechnology (Primary),6,2560.2,2575.4,339,NA,7.271033314511576,21.16742455560149,306.61077844311376,NA,4.894284075702542,7.55221238938053,-0.17645398080180688,NA,0.21525520932900016,0.07176448097878035,NA,NA,0.20800000000000002,0.18600000000000003,-0.04645383291913592,61.84,120.94999999999999
"Prestige Brands Holdings, Inc. (NYSE:PBH)",NYSE:PBH,Pharmaceuticals (Primary),6,4169.4,2602,2195,29.669327251995437,4.145952836201402,16.079444658696488,16.079444658696488,17.45979899497487,5.478123768230192,1.8994988610478358,0.13973868706182282,0.10879271070615035,0,0.3137564052029957,0,0.03557582668187001,0.20800000000000002,0.12,0.3137564052029957,0,259.3
"Portola Pharmaceuticals, Inc. (NasdaqGS:PTLA)",NasdaqGS:PTLA,Biotechnology (Primary),6,2318.8999999999996,2628.2,38.5,NA,7.556641748131109,NA,NA,NA,242.05636743215027,60.23116883116882,-0.5184013801035078,NA,0,-18.83089770354906,NA,NA,NA,NA,-18.83089770354906,0,-178.9
"Radius Health, Inc. (NasdaqGM:RDUS)",NasdaqGM:RDUS,Biotechnology (Primary),6,2795.6,2876.5,-17.39999999999999,NA,45.2992125984252,NA,NA,NA,NA,NA,-1.1874015748031497,NA,NA,NA,NA,NA,NA,0.0273,NA,30.84,-19.099999999999994
"Myriad Genetics, Inc. (NasdaqGS:MYGN)",NasdaqGS:MYGN,Biotechnology (Primary),6,2758.1,2902.9,517.3,36.19576059850374,4.38438302371243,11.005985634477254,15.751570531125072,18.37508327781479,3.814271884939842,5.331722404794124,0.12112973871016462,0.29016044848250533,0.10441156133314894,0.2430230950076061,0,2.6271820448877805,0.14800000000000002,0.174,0.20757848153782324,25.629999999999995,250.6
"Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO)",NasdaqGS:AGIO,Biotechnology (Primary),6,2574.8,2916.9,82.29999999999995,NA,6.872997172478795,NA,NA,NA,26.820833333333336,31.28554070473878,-0.14090480678605088,NA,0,-0.6333333333333333,NA,NA,NA,NA,-0.6333333333333333,0,-59
"Puma Biotechnology, Inc. (NYSE:PBYI)",NYSE:PBYI,Biotechnology (Primary),6,2834.7999999999997,2976.1,-24.30000000000001,NA,25.436752136752137,NA,NA,NA,NA,NA,-1.7136752136752136,NA,NA,NA,NA,NA,NA,-0.9590000000000001,NA,153.86739999999998,-24.600000000000023
"bluebird bio, Inc. (NasdaqGS:BLUE)",NasdaqGS:BLUE,Biotechnology (Primary),6,2586.3,3059.9,17.69999999999999,NA,6.228170160797883,NA,NA,NA,107.7625,146.1186440677967,-0.23040911866476693,NA,0,-4.179166666666666,NA,NA,NA,NA,-4.179166666666666,0,-93.6
"Akorn, Inc. (NasdaqGS:AKRX)",NasdaqGS:AKRX,Pharmaceuticals (Primary),6,4142.400000000001,3095.4,1433.8,87.68838526912182,8.00258531540848,17.44168421052632,19.886701872299568,27.671342685370746,6.984319676277188,2.8891058725066263,0.09126163391933816,0.10440786720602593,0.04923284437700219,0.28152082279548135,0,0,0.509,0.259,0.25240263024785026,17.27,237.5
"Kite Pharma, Inc. (NasdaqGS:KITE)",NasdaqGS:KITE,Biotechnology (Primary),6,2796.3,3163.3,-4.399999999999977,NA,8.723938223938223,NA,NA,NA,384.1071428571429,NA,-0.15995587424158852,NA,3.1730769230769234,-5.467032967032966,NA,NA,NA,NA,-8.228021978021978,20.1,-35.1
"Catalent, Inc. (NYSE:CTLT)",NYSE:CTLT,Pharmaceuticals (Primary),6,5163.400000000001,3426.8,2376.3999999999996,16.14891611687088,5.356048765239138,11.980046403712299,12.329035339063994,18.57338129496403,2.8202971378632298,2.172782359872076,0.33166614567052205,0.1169836727823599,0.006663753550360498,0.15681669215643437,0,0.048539114043355334,NA,0.096,0.1518461874590343,9.1,431
ACADIA Pharmaceuticals Inc. (NasdaqGS:ACAD),NasdaqGS:ACAD,Biotechnology (Primary),6,3724.2,4046.7,-13,NA,13.074959612277867,NA,NA,NA,55585.074626865666,NA,-0.42940226171243945,NA,0,-1870.9462686567163,NA,NA,-0.622,NA,-1859.7014925373132,-0.7534,-124.1
"Clovis Oncology, Inc. (NasdaqGS:CLVS)",NasdaqGS:CLVS,Biotechnology (Primary),6,3862.3,4057.5,136.40000000000003,NA,12.236127864897465,NA,NA,NA,NA,28.315982404692075,-0.6911942098914354,NA,NA,NA,NA,NA,NA,NA,NA,169.446,-27
Intrexon Corporation (NYSE:XON),NYSE:XON,Biotechnology (Primary),6,3967.6,4070.9,306,NA,9.94600537503054,NA,NA,NA,30.287022900763358,12.966013071895425,-0.11605179574883948,NA,0,-1.049618320610687,NA,NA,NA,-0.742,-1.049618320610687,0,-123.5
"Intercept Pharmaceuticals, Inc. (NasdaqGS:ICPT)",NasdaqGS:ICPT,Biotechnology (Primary),6,3876.8,4116.5,-8.799999999999983,NA,17.828064097011694,NA,NA,NA,1394.5323741007196,NA,-0.6838458207016024,NA,38.63309352517986,-24.1546762589928,NA,NA,NA,NA,-57.44604316546763,92.55000000000001,-51.29999999999998
Ultragenyx Pharmaceutical Inc. (NasdaqGS:RARE),NasdaqGS:RARE,Biotechnology (Primary),6,4053.2,4240.7,-2.5999999999999943,NA,22.935100054083286,NA,NA,NA,NA,NA,-0.4532179556517036,NA,NA,NA,NA,NA,NA,NA,NA,57.687999999999995,-16.799999999999997
Neurocrine Biosciences Inc. (NasdaqGS:NBIX),NasdaqGS:NBIX,Biotechnology (Primary),6,4324.599999999999,4518.4,14.899999999999977,NA,21.650215620507904,NA,NA,NA,218.41414141414137,290.2416107382554,-0.37901293723047436,NA,2.2474747474747474,-2.522727272727273,NA,NA,-0.00805,NA,-4.237373737373738,33.95,-38.5
"Anacor Pharmaceuticals, Inc. (NasdaqGM:ANAC)",NasdaqGM:ANAC,Biotechnology (Primary),6,5017.2,5103.2,-7.199999999999989,NA,64.76142131979695,NA,NA,NA,70.86440677966101,NA,-0.666243654822335,NA,0.021610169491525427,-0.7227401129943504,NA,NA,0.179,NA,-0.7443502824858758,1.53,-50.57
Dyax Corp. (NasdaqGM:DYAX),NasdaqGM:DYAX,Biotechnology (Primary),6,5071.2,5173.7,3.3000000000000114,NA,48.900756143667294,NA,NA,NA,52.012307692307694,1536.7272727272673,-0.28071833648393196,NA,0,-0.3678974358974359,NA,NA,0.15,0.307,-0.19179487179487179,-17.169999999999998,-17.7
"Opko Health, Inc. (NYSE:OPK)",NYSE:OPK,Biotechnology (Primary),6,5324.900000000001,5274.5,886.1,NA,6.311475409836065,NA,NA,NA,45.202886247877764,6.009366888613024,-0.3129113318176379,NA,0.44227504244482174,-0.6267147707979627,NA,NA,0.439,0.0375,-0.9320882852292021,35.973,-42.699999999999996
Juno Therapeutics Inc. (NasdaqGS:JUNO),NasdaqGS:JUNO,Biotechnology (Primary),6,4960.299999999999,5395.9,-47.10000000000002,NA,13.889060489060489,NA,NA,NA,396.82399999999996,NA,-0.8818532818532819,NA,25.055999999999997,-3.836000000000004,NA,NA,NA,NA,-26.368000000000002,281.65,-13.800000000000011
"Seattle Genetics, Inc. (NasdaqGS:SGEN)",NasdaqGS:SGEN,Biotechnology (Primary),6,5650.8,5964.2,-102.59999999999997,NA,28.293168880455404,NA,NA,NA,17.786591123701605,NA,-0.5801707779886147,NA,0,-0.4091281082782499,NA,NA,0.213,NA,-0.3887315077116777,-6.4799999999999995,-109.4
"Isis Pharmaceuticals, Inc. (NasdaqGS:ISIS)",NasdaqGS:ISIS,Biotechnology (Primary),6,5879.1,6232,-95.10000000000002,267.46781115879827,24.17377812257564,167.9742857142857,167.9742857142857,233.29761904761907,18.84931067649888,NA,0.09038013964313421,NA,0,0.08079512664315486,0,0,0.226,NA,0.08079512664315486,0,35
United Therapeutics Corporation (NasdaqGS:UTHR),NasdaqGS:UTHR,Biotechnology (Primary),6,6415,6984,673.4000000000001,10.535525720319807,5.6213779781068896,6.4343029087261785,8.480962453728186,8.878892733564014,4.558698123934053,9.526284526284526,0.5335640695428203,1.0729135729135728,0.17097782831154062,0.5819215463331439,0,0.7156433851259617,0.212,0.05,0.5134309266628766,96.38,997
"Medivation, Inc. (NasdaqGS:MDVN)",NasdaqGS:MDVN,Biotechnology (Primary),6,6994.900000000001,7256.1,188.09999999999997,27.391845979614953,16.149788559982195,23.262055204522785,23.262055204522785,23.743720298710116,8.966670939623127,37.18713450292399,0.5895837970175828,1.5661881977671455,0,0.3689321881810025,0,0,0.629,0.591,0.37764389180874247,-6.795999999999999,300.7
"Alnylam Pharmaceuticals, Inc. (NasdaqGS:ALNY)",NasdaqGS:ALNY,Biotechnology (Primary),6,7178.400000000001,7875.1,239.5999999999999,NA,8.410872583573642,1071.4029850746288,NA,NA,115.40836012861736,29.959933222036742,-0.20068354159991458,NA,3.337620578778135,-1.567363344051447,NA,NA,-0.0943,NA,-3.4742765273311895,118.60999999999999,6.699999999999989
BioMarin Pharmaceutical Inc. (NasdaqGS:BMRN),NasdaqGS:BMRN,Biotechnology (Primary),6,18553.5,18840.7,1240.7,NA,12.33110805681,NA,NA,NA,20.75799955247259,14.95405819295559,-0.20302375809935203,NA,0,-0.2675095099574849,NA,NA,0.198,0.25,-0.2675095099574849,0,-190.9
Incyte Corporation (NasdaqGS:INCY),NasdaqGS:INCY,Biotechnology (Primary),6,21864,21775.2,7.2000000000000455,NA,NA,NA,NA,NA,34.49668665194068,3036.6666666666474,1.0490196078431373,NA,0,-0.06326917008520039,NA,NA,0.475,0.578,-0.06326917008520039,0,-28.9
Zoetis Inc. (NYSE:ZTS),NYSE:ZTS,Pharmaceuticals (Primary),6,24841.3,22073.3,4105,49.82686230248307,16.509573672400897,13.90111919418019,17.630447125621007,20.59809286898839,5.163437954687175,6.051473812423873,0.33133881824981304,0.29378806333739343,0.07856994387861152,0.2799625857410102,0,0,NA,0.13,0.25067553523176056,140.9,1787
Baxalta Incorporated (NYSE:BXLT),NYSE:BXLT,Biotechnology (Primary),6,23891.8,23617.8,6021,14.542980295566503,4.1095876109274405,8.529739378793288,11.51967213114754,12.956507592190889,3.9373434410019774,3.9680783922936387,0.28258221680876977,0.3062614183690417,0.11980883322346737,0.39245220830586686,0,0,NA,0.075,0.3038892551087673,537.4,2801
Vertex Pharmaceuticals Incorporated (NasdaqGS:VRTX),NasdaqGS:VRTX,Biotechnology (Primary),6,30629.200000000004,31191.4,534,NA,28.454114212734904,NA,NA,NA,40.35467720685113,57.35805243445694,-0.6014413428206531,NA,0,-0.9519104084321476,NA,NA,0.467,0.313,-0.7404479578392622,-160.5,-500.2
"Valeant Pharmaceuticals International, Inc. (NYSE:VRX)",NYSE:VRX,Pharmaceuticals (Primary),6,49367,34471.4,20330.1,56.96810444554619,6.3430674395068545,9.36897441736886,9.929801271220532,17.46082835213808,4.944561853346821,2.4282713808589236,0.11134418989787469,0.13906965533863583,0.029807393756072154,0.30316503240151843,0,0.08263097008758882,0.615,0.228,0.2831802566080067,199.53000000000003,5269.200000000001
"Alexion Pharmaceuticals, Inc. (NasdaqGS:ALXN)",NasdaqGS:ALXN,Biotechnology (Primary),6,38932.6,40729.6,1505,176.24231934227606,12.334827377347063,26.208414675193538,46.45894988066826,49.3567444219067,15.556239261597476,25.868837209302324,0.06998788612961841,0.5241196013289037,0.2587205817716866,0.5062732249170896,0,0,0.382,0.23800000000000002,0.3151796060254925,478.25,1485.5
"Regeneron Pharmaceuticals, Inc. (NasdaqGS:REGN)",NasdaqGS:REGN,Biotechnology (Primary),6,60735.9,61177.3,2100.9,134.72208764589297,24.063761161153288,54.88018433179723,54.88018433179723,57.99837662337662,17.88296086918117,28.90946737112666,0.17861778704322856,0.4984530439335523,0,0.3083355416188205,0,0.5252147104162078,0.509,0.23399999999999999,0.3083355416188205,0,1106.7
Biogen Inc. (NasdaqGS:BIIB),NasdaqGS:BIIB,Biotechnology (Primary),6,66297.3,67557.5,9553.800000000001,18.771708021895577,6.247225818383577,8.882155919668815,12.069635347448525,13.55440382728165,6.2769051609055015,6.939364441374113,0.33280007397817646,0.5119638259122024,0.18662955283513694,0.5371744255403754,0,0.9794659479285337,0.18,0.133,0.4630897264748487,782.49,7464.099999999999
Eli Lilly and Company (NYSE:LLY),NYSE:LLY,Pharmaceuticals (Primary),6,90290.90000000001,87013.8,18665.2,36.8937036251855,5.654616229424035,9.170778528261643,17.01162483985229,23.247483199876413,4.582270964860641,4.837392580845638,0.1532677848467322,0.20808242076163128,0.23029881650798803,0.20787793589249093,0.8985372058511765,1.2362942548229805,-0.028999999999999998,0.154,0.19710826008404214,212.20999999999913,9845.5
Celgene Corporation (NasdaqGS:CELG),NasdaqGS:CELG,Biotechnology (Primary),6,99885.4,100556.7,5853.500000000001,45.75959044368601,15.411460887690044,19.3310367517563,31.161602296125285,35.280234529528116,11.85400472330679,17.064217989237203,0.33679193231976456,0.483676432903391,0.23280680725822725,0.4538302695133095,0,1.2697155858930602,0.221,0.205,0.3359956327213605,992.9100000000001,5167.1
AbbVie Inc. (NYSE:ABBV),NYSE:ABBV,Biotechnology (Primary),6,111548.4,104911.4,8379,37.242243521476745,60.22468427095293,8.962590390486904,13.177601890135852,14.483043365359647,5.090977134772489,13.312853562477622,1.6171067738231917,0.9192027688268289,0.18168956232029573,0.46339555474419236,0,0,NA,0.154,0.35151293870658573,2451.46,12446
Bristol-Myers Squibb Company (NYSE:BMY),NYSE:BMY,Pharmaceuticals (Primary),6,110089.8,109689.8,15383,61.797070422535214,7.320950410465194,12.590324794144557,24.656170212765957,29.45940594059406,6.6595971205613695,7.156588441786388,0.11846759660949076,0.24293050770330885,0.2588470146996552,0.2812292057346803,1.3842253521126762,1.3842253521126762,-0.0316,0.218,0.22606012945375356,912,8744
Amgen Inc. (NasdaqGS:AMGN),NasdaqGS:AMGN,Biotechnology (Primary),6,126124,122435,29467,19.032333281517175,4.749592675925207,8.74040194040194,12.243859819435006,15.106479817942269,5.877988535209955,4.280177826042692,0.24955388315617968,0.2833338989377948,0.1924313743766603,0.4296360162184835,0,0,0.0739,0.0944,0.38910378897329545,869.6999999999998,14430
Allergan plc (NYSE:AGN),NYSE:AGN,Pharmaceuticals (Primary),6,139252.5,123959.8,43628.2,NA,4.374717227506132,16.583008824264944,19.319159267480575,53.149809160305345,7.854415314847821,3.1918002576315323,-0.08931552293059943,0.06005290156366754,0.06708142499379555,0.19585542494867225,NA,NA,0.41,0.128,0.14777880558626447,852.36,8397.3
Merck & Co. Inc. (NYSE:MRK),NYSE:MRK,Pharmaceuticals (Primary),6,160923.8,155224.8,54490,14.397996475280586,3.1814228033858702,7.589671272933075,11.062335876813087,18.983579096378435,4.046870363384886,2.9532721600293628,0.2209628824988215,0.15556982932648192,0.16738337734188358,0.22947416069407772,0,0,-0.02,0.07629999999999999,0.21317741732679493,648.04,21203
Gilead Sciences Inc. (NasdaqGS:GILD),NasdaqGS:GILD,Biotechnology (Primary),6,166566.4,164290.4,18110,9.714427625354777,10.375798913729948,6.586828431101163,7.435402512298119,7.806092417283719,5.29673418768086,9.197482054113749,1.068081343943413,1.1782440640530094,0.09177346010748243,0.7338483798136548,0,0,0.315,0.08380000000000001,0.6785384933379973,1739.33,25287.8
Pfizer Inc. (NYSE:PFE),NYSE:PFE,Pharmaceuticals (Primary),6,216770.2,216227.2,72165,25.864497607655505,3.0190053335567284,8.119038166223454,11.212445042155899,14.932162292484675,4.523396352405993,3.0038134829903695,0.11672391164725922,0.20116399916857203,0.15370810901047535,0.29953257376570264,0,0,-0.06269999999999999,0.0817,0.3029297608613998,-162.80000000000018,26699
Johnson & Johnson (NYSE:JNJ),NYSE:JNJ,Pharmaceuticals (Primary),6,268377.6,282698.6,55431,19.211593611960584,4.05291031081546,8.554958401071053,11.899334929502526,14.23753846153846,3.805856743763915,4.841651783298154,0.21096169285468516,0.34006241994551784,0.12503367982188693,0.2866060666222329,0.5475365273530411,0.964593951749915,0.0245,0.053899999999999997,0.2673114284498773,1360.6000000000004,31371
,,0,1,1,,,,,,,,,,,,,,,,,,,,
,,1.00001,10,2,,,,,,,,,,,,,,,,,,,,
,,10.00001,250,3,,,,,,,,,,,,,,,,,,,,
,,250.00001,500,4,,,,,,,,,,,,,,,,,,,,
,,500.00001,1000,5,,,,,,,,,,,,,,,,,,,,
,,1000.00001,9999999999,6,,,,,,,,,,,,,,,,,,,,
