Risk Characteristics,Investment Performance,Capital Structure,Dividend Policy,Valuation
B,0.148666958192704,0.5486448054419231,243.6,69.05336153344575
B,-0.03931809358363886,0.50965910094103,5616.205385097057,40.449843456480906
B,0.1398177034719729,0.3495,2.811,49.477195970365685
B,0.16336946704019126,0.029999573650960572,7.94,20.63
R,0.18947835269271385,0.2966,976,27.91
B,0.0825,0.3005,115.1,26.32
B,0.1589,0,0,80.82731477829131
B,0.1192,0.9932,1.04,24.47
R,-0.0602,0.015,5180,5.36
B,0.0638,0.0554,0,71.87
B,0.09920000000000001,0.0455,0,61.45
B,0.1509,0.0954,0.09,163.49
B,N/A,0.0477,0,57.3
B,0.10250000000000001,0.046,0,82.11
B,0.0627,0.0442,0,99.193934376422
B,-0.0794,0.16,1696,131.99
B,-0.203,0.7455,56,10.17
B,-0.092,0.314,42,0
B,-0.022499999999999992,0.3134,21.6,43.61
R,0.0981,0.0002,293.1,81.16
B,-0.08,0.2358,25.3,40.043152873083585
R,0.1477,0.2475,19213,78.15
B,-0.0107,0.38,326,23.5
B,-0.0198,0.392,3310.3,17.45
B,0.0314,0.323,2526.32,117.59
B,0.0623,0.03190000000000004,75.42339999999999,24.43
B,0.0608,0.4373,22.67,26.21
B,-0.0387,0.7179,69.89,53.52
B,0.0604,0.1852,695,71.69
B,0.102,0.1899,69.892,81.79
R,0.12,0.192,77.6,79.79
R,0.0219,0.2045,52.6,5.35
B,0.0536,0.2125,52,77.32
B,0.056801818964575465,0.018934677460033533,52.619721408000004,92.19657265210635
B,0.0919,0.2063,89.89,42.49
B,-0.018878716744913926,0.024556378257406974,27.114000000000004,10.430526894924492
B,-0.0613,0.3112,251.06,105.86
B,-0.0042,0.0192,72.7,7.28
B,0.2486,0.1884,339.87,110.46
R,-0.008400000000000005,0.1791,513,105.31
B,0.07539999999999997,0.2093,1033,148.54
B,0.0689,0.1766,452.58,131.87
B,0.16200805618801592,0.5632898153263177,905.12,80
B,0.23479999999999998,0.1788,4525.7,135.12
B,0.2867,0.18,905.14,102.92
B,-0.0109,0.0306,0,12.06
B,0.6732760649299135,0.1911312967764061,1233.435,62.31334947513148
B,-0.0872,0.1311,0,13.32
