Risk Characteristics,Investment Performance,Capital Structure,Dividend Policy,Valuation
B,-0.064,0.2246,368,66.81
B,-0.1017,0.0001,104000000,15.77
A,0.0508,0.481,45,37.1
B,1.93%%,0.2346,1820,16.59
B,5.0763,0.2844,17823.7,68.56
B,3.4195,0.1873,230.4,2.78
B,0.1382,0.4511,1392,27.99
B,0.0604,0.22648225615784362,147,77.6
B,0.019299999999999998,0.1064,10573.3,84.12
B,0.1905,0.1546,114.9,13.7
B,-0.207,0.2661,172.662,24.41
B,-0.0129,0.5417,2344.8,44
B,0.0549,0.27,26756,28.16
B,0.9151,0.0957,15930,169.61
B,0.3714,0.189,745.2,49.57
R,,0.135,0,38.92
B,0.2107,0.171,2690,52
B,0.0549,0.3418,0,44.43
B,0.0283,0.5084,512800,12414.64
B,-0.0428,0.6638,1.6,2.98
B,0.144,0.30846725716214124,10.62362,56.67
B,0.0043,0.155,24971,81.38
B,0.0648,0.6247,2338.8,66.2
B,0.175,0.222,13808,89.3
B,0.4212,0.1336,99.54,58.26
B,0.388,0.0808,2361,61.39
B,0.0547,0.1816,375.2,123.79
B,-0.042,0.151,189,80.05
B,1.2315999999999998,0.41159999999999997,6471,54.31
B,0.0855,0.458,690,99.52
R,0.0099,0.1288,0,30.52
B,0.3871,0.3051,520.6,32.08
B,0.0353,0.2706,0,36.92
B,0.0962,0.2706,0,36.92
B,-0.008,0.0313,0,710.62
B,0.1622,0.1854,0,453.1
B,-0.014300000000000007,0.42,40300000000,63.25
B,0.1606,0.0002,0,181.96
B,0.315,0.2057,1455.3,52.73
B,0.0028,0.1824,23506,143.65
B,0.149,0.0546,421.6,67.67
B,0.164,0.07,1471,57.98
B,NM,0.2358,449.7,49.19
B,-0.421,0.168,9987.6,101.65
B,0.062,0.10491,16296.8,50.21
B,-0.0435,0.2459,253,69.68
B,0.0969,0.0615,0,65.33
B,0.07,0.017,0,24.44
B,0.2301,0.1426,18405.6,38.07
B,0.135,0.286,594,59.62
B,0.3206,0.1224,11.9,89.61
B,0.22610000000000002,0.0413,1621.93,56.31
B,0.3698,0.1837,65770,101.56
B,0.1799,0.0517,0,60.17
B,0.0988,0.19838686235951594,7.5,152.42
B,0.0307,0.2353,2022,88.94
B,0.0563,0.0214,0,683.37
B,0.059,0.0545,1535,147.59
B,1.0078,0.1588,1932,218.24
B,0.0857,0.1166,4.5,27.79
B,-0.033,0.0395,5.4,8.59
B,0.1247,0.0853,0,1153.06
B,0.0996,0.12,0,57
B,0.2003,0.0455,559.45,53.96
R,0.0091,0.13,2880,46.53
B,0.2276,0.1957,0,192.49
B,0.0544,0.087,9.8,45.21
B ,0.1101,0.005046558844338709,88.9,48.22
B,0.2089,0.185,9317,40.63
B,0.1771,0.0089,254,160.91
B,0.071,0.47,2646,35.32
B,0.2349,0.2931,262.18,19.24
B,0.3549,0.0047,158,59.67
B,0.1572,0.1189,325.21,81.73
B,0.2743,0.1047,9856.5,44.09
B,0.1915,0.2755,367.78,50
B,0.4096,0.3804,811.33,60.62
B,0.0637,0.1471,2012.9,34.4
B,0.1846,0.0006,42.6,56.88
B,0.0872,0.4825,456,34.78456701
B,0.676,0.165,1144.6,199.88
B,0.0855,0.0239,37339,27.36
B,0.4862,0.1035,476.1,77.29
B,0.08910000000000001,0.1869,6569.4,86.68
B,0.0127,0.143,7768000,31.15
B,0.1993,0.0637,414,76.46
B,0.3275,0.0073,132.1,35.7
B,0.0252,0.0236,39.3,25.81
B,0.14491900000000002,0.0426,18.424736,51.42
B,0.0663,0.5083,1441,29.37
B,0.1501,0.0071,0,119.54
B,0.0726,0.0495,0,48.97
B,0.0195,0.2237,814.8,53.16
B,0.5297,0.0823,928.6,42.49
B,0.0054,0.23132787765784701,2264.2,22.94
B,0.013,0.3976,247.4,22.15
B ,0.1522,0.2023060403270849,300,41.71
B,0.2113,0.0822,302,65.61
B,0.1241,0.1261,48.3,33.41
B,0.233,0.1896,36423,70.24
B,0.2854,0.1115,1628.06,102.17
B,0.532,0.0762,3414.1,37.46
B,0.158,0.1,9188,100.1
B,0.1484,0,147.43,41.8
B,-0.0213,0.1281,1486,24.68
B,0.3883,0.1312,124.43,34
B,0.1082,0.2904,285.516,32.18
B,0.1006,0.2344,2847,59.14
B,0.0525,0.2704,3935.8,18.47
B,0.1762,0.1889,2816,25.99
B,0.3855,0.215,6424.219999999999,79.07
B,0.0708,0.1154,788.62,90.15
B,0.0244,0.0945,502.483,21.51
B,-0.039999999999999994,0.2918,800.25,31.151278515504412
B,0.042,0.0565,372,23.86
B,0.0396,0.1527,1120,19.63
B,0.1867,0.29,107,17.16
B,0.4028,0.0835,2229,43.04
B,0.0786,0.2507,578.94,10.55
B,0.1833,0.1848,1512.4,27.63
B,0.0066,0.237,8966,66.77
B,1.3326,0.1802,607.8,43.59
B,0.095,0.4,6176,44.59
B,0.141,0.2265,77575,16.61
B,-0.0631,0.1671,40,35.96
B,0.5465,0.0717,341.41,20.89
B,0.0181,0.0313,0,31.15
B,0.1754,0.1117,0,66.13
B,-0.026500000000000024,0.8428,738,0
B,0.0965,0.8618,0,0
B,-0.1141,0.4041,0,78.07
B,-0.0508,0.0932,-14.06,12.82
B,-0.002,0.49,19.7,10.83
B,-0.0445,0.39,14.72,2.2
B,-9.62%%,0.0201,0,9.9
B,0.20300000000000004,0.2593,2013.67,26.02
B,-0.258,0.0038,0,3.95
B,0.0716,0.3663,1647,36.91
B,0.4328,0.3902,932.8,60.72
B,-0.2157,0.1503,0,261.66
B,-0.0006,0.2457,841.2,58.98
B,-,0.176,1563.8,83.62
B,-0.001,0.7086,8.3,27.52
B,-0.233,0.1382,0,38.43
B,0.2126,0.3766,1216.33,53.73
B,0.1402,0.1605,0,19.15
R,0.015,0.15,171.8,82.46
B,0.1044,0.2341,580.89,84.05
B,-0.0651,0.1981,$95.05,123.24
B,0.09180000000000002,0.2677,6424,74.29
B,0.16003231,0.0971,17.718999999999998,11.01
B,0.041499999999999995,0.3284,5213.6,80.01
B,0.056699999999999987,0.33340000000000003,5398.099999999999,80.57
B,0.1859,0.3765,69,23.32
B,0.0595,0.1905,270.5,119.51
B,0.0472,0.2768,3842,40.32
B,0.2237,0.204,2032.24,48.25
B,0.1,0.22,5867.8,131.43
B,-0.48310000000000003,0.2081,37660000000,61.33
B,0.0906,0.2911,25825,79.21
B,0.2648,0.1337,0,22.38
B,0.0603,0.5564,260.1,39.35
B,0.2086,0.3565,732,37.05
B,0.2788,0.0585,91.43,139.54
B,-0.0358,0.1797,0,7.37
B,-0.0523,0.2383,410900000,92.71
B,0.0699,0.2098,714.12,63.18
B,-0.0157,0.078,0,684.41
B,0.1919,0.0849,809,56.19
B,0.0712,0.1018,10436.17,30.31
B,-0.0622,0.2246,0,49.14
B,0.0265,0.2682,3829.34,37.97
B,0.068,0.2094,29339,124.42
B,0.2004,0.117,1092,57.74
B,0.2365,0.3751,29856,60.31
B,0.0982,0.2189,1431,73.94
B,0.1603,0.0084,50.8,151.88
B,0.1217,0.1575,11675.6,29.45
B,0.0796,0.2355,4457,153.08
B ,-0.9863,0.11123624752971305,0,8.69
B,0.042,0.2967,25773,100.25
B,0.2456,0.5089,0,14.65
B,,0.4593,894.03,87.42
B,0.0725,0,1039.7,13.75
B,0.0767,0.1585,76.8,55.51
B,0.209,0.037,14084,55.34
B,0.1652,0.1787,0,409.27
B,0.11812064608525763,0.2985406995500916,0,25.844684097761554
B,-0.0447,0.0076,0,112.16
B,-0.2014,0.17216648807744497,11.1,32.8
B,0.1283,0.2902,1046.6,32.46
B,-0.002,0.2472,972.5,35.63
B,0.1309,0.1824,0,407.05
B,0.4067,0.0895,131.4,2.2
B,0.1214,0.2004,28339,115.99
B,0.096,0.1789,455.32,103.78
B,0.1196,0.3791,376.6,28.72
B,0.0116,0.48,2423,51.83
B,0.1555,0.3232,1558,76.14
B,0.1416,0.3112,1374,52.95
B,6.7423,0.4678,37,61.37
B,0.1067,0.3863,2272.69,28.23
B,7.93%%,0.2178,266.2,62.4
B,0.34740000000000004,0.2041,1421,16.99
B,0.2293,0.4719,0,28.02
B,0.0252,0.22039754562243094,86.5,43.51
R,-0.3506,0.2126,1644.33,62.23
B,0.1334,0.44468387748958044,186,27.55
B,-0.0456,0.0699,200,79.29
B,0.1943,0.196,2520,40.2
B,0.022,0.1704,461.8,99.46
B,0.0033,0.4724,579147,80.12
B,1.21,0.46,27210021,78.44
B,0.2692,0.1881,270,59.73
B,0,0.2124,1598.49,3.44
B,0.6794,0.1452,31.88,46.76
B,0.067,0.26,812.1999999999999,61.47
B,0.1029,0.3118,304.8,25.11
B,-0.18,0.38,114.78,9.47
B,0.008900000000000005,0.2418,0,77.62365610854005
B,0.1074,0.3,181,35.69
B,0.3906,0.2175,469.2,57.1
B,0.0832,0.2166,203,59.89
B,0.1032,0.2183,0,114.41
B,0.3029,0.0623,1053.02,108.11
B,-0.0115,0.0149,0,22
B,0.1514,0.2062,352.4,35.7
B,0.1377,0.27,526,38.96
B,0.086,0.0677,0,33.32
R,0.0838,0.1681,6298,83
B,0.1406,0.429,184,23.99
B,0.0333,0.1882,50.9,33.58
B,0.0672,0.21,40,86.69
B,0.01,0.1671,39940,74.37
B,0.3874,0.0812,2270.14,47.12
B,0.0871,0.284,213,4.83
B,0.2305,0.0367,2816.8,47.47
B,0.1713,0.5715,0,45.93
B,0.0626,0.2236,695,37.01
B,0.13186117090321767,0.0245,293.84620800000005,73.39
B,0.5006,0.1166,0,33.55
B,0.2058,0.1949,461.772,92.3
B,0.2819,0.1173,4308.6,72.46
B,0.1456,0.1724,1179.1999999999998,336.44
B,0.2099,0.0906,4076,72.89
B,0.0892,0.208,1072.1,120.06
B,0.0256,0.2539,3653,29
B,0.2705,0.39,2376,36.7
B,NM,0.231,7828,52.81
B,NA,0.5916,142.702,16.09
B,0.5325,0.1721273404049091,257,40.79
B,0.082,0.2502,2574.9,49.72
B,-0.0286,0.0932,247.4,505.14
B,-0.136,0.068,0,490.98
B,0.3134,0.1654,42404,34.03
B,0.1236,0.3911,124.4,22.43377248050182
B,0.4433,0.4711,0,11.26
B,-0.01129999999999999,0.0042,823823,10661
B,-0.0626,0.0539,0,79.13
B,0.5532,0.4827,181,21.1
B,0.0751,0.3333,290.71,50.03
B,0.063,0.479,106,24.54
B,0.06893036,0.41,376,20.73
B,0.8985000000000001,0.1948,4733,43.55
B,0.2875,0.56,4578,11.61
B,0.0151,0.2383,2173,36.27
B,0.0157,0.2113,1464,26
B,0.0333,0.5444,816.3,57.64
B,0.2073,0.1025,2816.87808,39.06
B,0.9808,0.1783,1509.2,53.74
B,0.17432999999999998,0.0371,2816.8,39
B,-0.000899999999999998,0.0462,24.1,21.31
B,0.1393,0.3077,5464,67.53
B,0.2649,0.1083,863.1,57.88
B,0.05,0.1248,124.26,11.1
B,0.0764,0.0186,8330,20.68
B,-0.065,0.0577,39.94,59.03
B,0.2183,0.1939,10161.2,28.36
B,0.033822049135966314,0.0677,0.696303,25.21
B,0.6941,0.1987,15931,90.89
B,0.688,0.13,1889.8,81.44
R,-0.0554,0.3788,527.13,10.39
B,0.017,0.27,442.67,94.08
B,0.0136,0.249,0,53.15
B,0.0387,0.0244,7,18.05
B,0.0811,0.061,199.7,51.97
B,-0.1518,0.1346,0,22.61
B,-0.0768,0.3455,187,26.77
B,0.1964,0.014,14084,32.01
B,0.16055468,0.2132,15238,22.21
B,-0.12087,0.396,0,11.82
B,0.028970999999999997,0.1216,140.4,8.72
B,0.146,0.56,417.4,24.06
B,-0.1536,0.3418,1.62,3.18
B,0.0935,0.4047,12.055112999999999,13.24
B,0.0116,0.3233,1349,22.33
R,0.0306,0.165,256.23,32.5
B,0.09,0.039,0,19.34
B,0.0273,0.2808,44.5,11.52
B,0.1037,0.1313,319.8,26.61
B,-0.0634,0.0555,0,263.62
B,0.312,0.2207,713.51,21.87
B,-0.2395,0.4267,1.0895,31.15
R,-0.033,0.1319,1533.6,12.2
B,0.0278,0.1865,1975543,18.33
B,0.13390000000000002,0.2751,163,9.38
        B,-0.0617,0.0473,0,206.71
B,-0.0805,0.4028,1757,21.47
B,0.0546,0.0569,0,21.18
B,0.32713,0.2721,32.95,0.15
B,,0.411,102.8,59.13
B,0.0763,0.193,0,43.14
B,0.0915,0.4103,770,31.03
B,-0.4776,0.0953,0,10.05
B,,0.47,1816,40.03
B,0.0583,0.2931,2898.9,46.4
B,-0.0418,0.1745,0,94.32
B,0.0555,0.3818,313.83,31.15
B,0.0954,0.3427,2036.75,81.72
B,0.2548,0.2833,1071,100
B,-0.63,0.25,856.2,71.12
B,-0.0259,0.6108,2621,60.87
B,-3.578,0.58,0,1.55
B,-0.010100000000000005,0.4004,356.33,1.88
B,0.0889,0.4293,881,28.16
B,0.0275,0.5454,3936,29.07
B,0.06709999999999998,0.398,19.278,23.41
B,0.8959,0.4022,21139.5,48.33
B,0.0318,0.4780194269516227,234,39.6
R,-0.0201,0.3,1965,58.54
B,0.086,0.1239,0,61.95
B,0.0357,0.296,5239.66,94.21
B,0.1693,0.0773,167.4,172.93
B,0.3794,0.348,6204.62,118.84
B,-0.0031,0.6318,160.76,6.95
B,0.2323,0.3572,11480,31.52
B,0.122,0.078,0,612.68
B,0.18529999999999996,0.1057,0,31.64
B,-0.0154,0,0,21.94
B,0.0362,0.76,28.04,12.4
B,0.0818,0.1009,0,34.88
B,0.0759,0.2816,268,60.75
B,0.2631,0.4126,4755,185.69
B,0.115,0.13,,24.73
B,0.0093,0.399,280.212,66.13
B,0.3933,0.2114,5788.78,110.66
B,0.2775,0.1965,5844,15.87
B,-0.1749,0.1015,26.2,108.5
B,0.2764,0.1983,2238.3,94.52
B,-0.0002999999999999947,0.2619,4533.2,94.02
B,-0.9073,0.0964,0,178.26
B,0.0231,0.165,1557.4,31.15
B,0.0049,0.2276,0,39.23
B,0.0301,0.4152,14573.83,31.85
B,-0.56,0.2163,200.96,47.99
B,0.2328,0.3891,1148,27.41
B,0.037,0.337,2276,19.64
B,0.5324,0.1583,289.2,76.95
B,0.06230000000000001,0.2941,0,17.18
B,0,0.2316,1905.9,45.82
B,-0.0469,0.25205819550919295,199666,73.89441008294885
B,0.0052,0.1748,1092,38.24
R,0.23765,0.2323,1509,62.14
B,0.1255,0.4545,1884,23.29
B,0.053,0.063,0,32.01
B,0.058,0.4,1883,21.75
B,0.1374,0.2317,196.42000000000002,150.77
B,0.2612,0.2006,1416,13.14
B,0.1374,0.2317,982.1,150.77
B ,-0.0621,0.8145731414348532,116,146.25
B,0.5899,0.3065,52.44,14.43
B,0.085,0.4212,2299,21.04
B,0.3389,0.4638,212.44,44.98
B,0.1641,0.4392,460,37.25
B,-0.2291,0.3002,276.06,74.79
B,0.1565,0.209,2015.8,27.11
B,-0.1092,0.2223,1965,28.78
R,0.0687,0.3294,469,37.15
B,0.0759,0.2064,15238,22.74
B,0.072,0.2341,0,20.67
B,0.1156,0.0454,0,21.42
B,0.0982,0.047,48.33,26.82
B,-0.0492,0.0497,228.7,52.51
B,-0.099,0.425,710,7.48
B,0.09730000000000001,0.1109,0,13.9
B,-0.022,0.07,0,233
B,-0.0433,0.5103,2744.67,191.47
B,0.1607,0.0143,0,12.53
B,1.2613292999999999,0.4367,1582.3,14.21
B,-5.5294,0.5647,0,61.45
B,-0.0405,0.0421,0,192.32
B,-0.0127,0.1082,-2.5,5.31
B,0.4855,0.2057,71,6.27
B,0.022,0.2048,208.9,25.89
B,0.2598,0.61,343.2,4.59
B,-0.1568,0.2647,16352.8,3.36
B,4.98%%,0.3997,220.26,66.21
B,0.0035,0.4005,785,72.04
B,-0.1586,0.5995,0,32.01
B,0.0035,0.4152,719,85.67
B,0.0581,0.2712,365.6,74.31
B,0.1531,0.1736,9317,36.16
B,0.1582,0.1125,274.75,69
B,0.0888,0.2689,103.91000000000001,12.19
B,0.0994,0.1149,246.87,36.05
