Company Name,Exchange:Ticker,Geographic Locations,Market Cap,PE,PBV,EV/Invested Capital,EV/Sales,EV/EBITDA,EV/EBITDAR,Expected growth in EPS - Next 5 years,CAGR- Revenues,Beta,Standard devaition in stock price,ROE,ROIC,Operating Margin,EBITDAR/Sales,Net Margin,Debt/Capital (Book),Debt/Capital (Market),Invested Capital,Capitalized R&D,Std Dev in EBITDAR (Last 10 years),Average EBIT (Last 10 years),CV in EBIT,"Market Capitalization [My Setting] [Latest] ($USDmm, Historical rate)","Total Debt [Latest Annual] ($USDmm, Historical rate)","Total Cash & ST Investments [Latest Annual] ($USDmm, Historical rate)","EBITDA [LTM] ($USDmm, Historical rate)","Total Revenue [LTM] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)","Total Equity [Latest Annual] ($USDmm, Historical rate)","Common Dividends Paid [LTM] ($USDmm, Historical rate)","Repurchase of Common Stock [LTM] ($USDmm, Historical rate)","Issuance of Common Stock [LTM] ($USDmm, Historical rate)",Primary Industry,Primary Sector,"Total Enterprise Value [My Setting] [Latest] ($USDmm, Historical rate)",Float % [Latest],"Daily Value Traded [Latest - 1 Year(s)] ($USDmm, Historical rate)","Net Income [LTM] ($USDmm, Historical rate)",LT EPS Growth Rate - Capital IQ [Latest] (%),"Total Revenues, 5 Yr CAGR % [LTM] (%)","EBITDA, 5 Yr CAGR % [LTM] (%)","Net Income, 5 Yr CAGR % [LTM] (%)",Effective Tax Rate [LTM] (%),"R&D Expense [LTM - 40] ($USDmm, Historical rate)","R&D Expense [LTM - 36] ($USDmm, Historical rate)","R&D Expense [LTM - 32] ($USDmm, Historical rate)","R&D Expense [LTM - 28] ($USDmm, Historical rate)","R&D Expense [LTM - 24] ($USDmm, Historical rate)","R&D Expense [LTM - 20] ($USDmm, Historical rate)","R&D Expense [LTM - 16] ($USDmm, Historical rate)","R&D Expense [LTM - 12] ($USDmm, Historical rate)","R&D Expense [LTM - 8] ($USDmm, Historical rate)","R&D Expense [LTM - 4] ($USDmm, Historical rate)","R&D Expense [LTM] ($USDmm, Historical rate)",2 Year Beta R-Squared [Latest],2 Year Beta [Latest],"Day Close Price [Latest] ($USD, Historical rate)","52 Week Low Price [Latest] ($USD, Historical rate)","52 Week High Price [Latest] ($USD, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 40] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 36] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 32] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 28] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 24] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 20] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 16] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 12] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 8] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 4] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM] ($USDmm, Historical rate)","EBIT [LTM - 36] ($USDmm, Historical rate)","EBIT [LTM - 32] ($USDmm, Historical rate)","EBIT [LTM - 28] ($USDmm, Historical rate)","EBIT [LTM - 24] ($USDmm, Historical rate)","EBIT [LTM - 20] ($USDmm, Historical rate)","EBIT [LTM - 16] ($USDmm, Historical rate)","EBIT [LTM - 12] ($USDmm, Historical rate)","EBIT [LTM - 8] ($USDmm, Historical rate)","EBIT [LTM - 4] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)"
Aurora Cannabis Inc. (TSXV:ACB),TSXV:ACB,Canada (Primary),402.7,NA,87.73420479302833,1.9166199439327198,369.90540540540536,NA,265.757281553398,0,0,0,#DIV/0!,-0.9607843137254902,-0.28354024829795754,-3.189189189189189,-2.3828828828828827,-3.972972972972973,0.6377269139700079,0.019669896294853693,16.034000000000002,3.549,0.028284271247461926,-3.52,-0.00803530433166532,402.7,8.08,0.185,-3.08,1.11,-3.54,4.59,0,0,3.88,Pharmaceuticals,Healthcare,410.3,76.4,,-4.41,,,,,,,,,,,,,,,0.346,0.435,,,1.58,1.15,1.8,,,,,,,,,,0,0,,,,,,,,,-3.5,-3.54
"Aphria, Inc. (TSXV:APH)",TSXV:APH,Canada (Primary),380,281.48148148148147,14.232209737827716,0.20241134751773043,40.68660022148394,322.280701754386,39.41214331688479,0,0,1.07,0.8772840031724175,0.050561797752808994,0.01198581560283688,0.01871539313399779,0.1585825027685493,0.14950166112956811,0,0,15.453999999999999,1.3539999999999999,1.3480208949913695,-1.3703333333333332,-0.9837175103318192,380,0,12.6,1.14,9.03,0.169,26.7,0,0,39.7,Pharmaceuticals,Healthcare,346.4,78,,1.35,,,,,,,,,,,,,,0,0.118,0.292,0.072,1.07,3.84,0.766,3.9,,,,,,,,,0,0,0,,,,,,,,-2.34,-1.94,0.169
Acucela Inc. (TSE:4589),TSE:4589,United States of America (Primary),354.8,NA,2.1322115384615383,4.116360294117646,24.574898785425102,NA,7.568578553615961,0,0,-0.017,#DIV/0!,-0.21394230769230768,-0.39705882352941174,-2.186234817813765,0.09109311740890673,-3.603238866396761,0,0,335.92999999999995,281.53,14.106259494163103,-7.26525,-1.9416068950363858,354.8,0,112,-21.3,9.88,-21.6,166.4,0,-1.17,11.4,Pharmaceuticals,Healthcare,243.8,31,,-35.6,,,,,,,,,,,,,35.1,30.2,23.4,22.2,0,-0.017,9.38,6.29,71.08,,,,,,,,0,0,0,0,,,,,,,8.29,0.749,-16.5,-21.6
"Intersect ENT, Inc. (NasdaqGM:XENT)",NasdaqGM:XENT,United States of America (Primary),354.2,NA,2.720430107526882,8.0477966101695,3.184210526315789,NA,2.554444444444444,0.2,0,1.08,0.9542245627361686,-0.2012288786482335,-4.559322033898312,-0.3725761772853185,-0.11080332409972299,-0.3628808864265928,0,0,171.78199999999998,165.88200000000003,4.861755512843745,-21.75,-0.22352898909626412,354.2,0,124.3,-25.8,72.2,-26.9,130.2,0,0,2.11,Pharmaceuticals,Healthcare,245.5,75.6,,-26.2,20,,,,,,,,,,,,9.26,10.5,14.8,17.8,0.062,1.08,12.4,7.65,23,,,,,,,,-15.4,0,0,0,,,,,,,-16.5,-18.9,-24.7,-26.9
"Novan, Inc. (NasdaqGM:NOVN)",NasdaqGM:NOVN,United States of America (Primary),347.9,NA,7.782997762863534,NA,NA,NA,6.85283446712018,0,0,0,#DIV/0!,-1.2930648769574942,57.37373737373726,#DIV/0!,#DIV/0!,#DIV/0!,0.00022366360993066427,2.874306573539134e-05,169.11,170.1,25.526554800834358,-38.75,-0.6587498013118543,347.9,0.01,45.7,-56,,-56.8,44.7,0,-0.155,48.3,Pharmaceuticals,Healthcare,438.2,57.7,,-57.8,,,,,,,,,,,,,,,14,44.1,,,21.83,13.8,23.79,,,,,,,,,,0,0,,,,,,,,,-20.7,-56.8
"Cempra, Inc. (NasdaqGS:CEMP)",NasdaqGS:CEMP,United States of America (Primary),340.5,NA,2.892948173322005,NA,12.981132075471697,NA,2.136645962732919,0,0,1.2,1.4317410216031308,-0.9150382327952421,6.512195121951217,-6.716981132075471,-1.6352201257861634,-6.773584905660377,0.14337700145560406,0.054691837867851194,956.4900000000002,972.8900000000001,35.57855159127945,-48.800000000000004,-0.729068680149169,340.5,19.7,153.8,-106.7,15.9,-106.8,117.7,0,0,169.6,Pharmaceuticals,Healthcare,108.5,94.1,,-107.7,,,,,,,,,,13.7,19.3,13.9,30,62.9,88.6,80.7,0.034,1.2,6.5,5.7,34.24,,,,,-16.4,0,0,0,0,0,0,,,,-16.7,-22.6,-18.9,-33,-59.3,-84.3,-106.8
Aralez Pharmaceuticals Inc. (TSX:ARZ),TSX:ARZ,Canada (Primary),328,NA,22.16216216216216,NA,7.542288557213929,NA,5.887378640776698,0,-0.0132,0,#DIV/0!,-5.756756756756757,7.51,-1.8681592039800992,-1.425373134328358,-2.1194029850746268,0,0,122.2,132.2,24.277040273568037,-14.427999999999997,-1.6826337866348795,328,0,24.8,-68.6,40.2,-75.1,14.8,,,,Pharmaceuticals,Healthcare,345.4,61.5,,-85.2,,-1.32,,,,21,36.5,56,32.2,22.7,24,13.8,10.3,7.05,6.02,11.3,,,5.01,3,6.44,0,0,0,0,0,0,0,0,0,0,0,6.83,-9.83,-6.06,-1.96,-1.67,-29.8,-20.7,7.61,-13.6,-75.1
"Cocrystal Pharma, Inc. (OTCBB:COCP)",OTCBB:COCP,United States of America (Primary),321.3,NA,1.9170644391408116,1.438100050530571,NA,NA,36.281395348837215,0,0,0.549,1.3503614516121232,-0.2362768496420048,-0.3524507326932794,#DIV/0!,#DIV/0!,#DIV/0!,0,0,236.96,78.64,24.549374737455125,-19.24,-1.2759550279342582,321.3,0,9.28,-55.6,0,-55.8,167.6,0,0,9.02,Pharmaceuticals,Healthcare,315.4,48,,-39.6,,,,,,,,,,,,,4.6,3.65,7.1,8.6,0.008,0.549,0.45,0.321,0.92,,,,,,,,-4.26,0,0,0,,,,,,,-4.83,-5.13,-11.2,-55.8
"Zogenix, Inc. (NasdaqGM:ZGNX)",NasdaqGM:ZGNX,United States of America (Primary),296.3,NA,1.6208971553610503,4.5775551102204375,6.836820083682007,NA,2.6830870279146137,0,-0.09050000000000001,1.57,1.287229799047379,-0.3014223194748359,-1.2184368737474949,-2.5439330543933054,-0.9372384937238494,-2.3054393305439334,0.10916179337231967,0.07028553498588014,361.3199999999999,311.4199999999999,16.136217028783406,-49.6,-0.32532695622547186,296.3,22.4,155.3,-59.4,23.9,-60.8,182.8,0,0,0.25,Pharmaceuticals,Healthcare,208.2,79.2,,-55.1,,-9.05,,,,,,10.7,33.8,18.5,36.8,21.5,14.8,12.1,22.6,37,0.072,1.57,11.95,7.33,16.56,,,0,0,0,0,0,0,0,0,0,,-15.2,-45.9,-56.8,-74.4,-53.8,-52,-44.7,-42.8,-60.8
"Aratana Therapeutics, Inc. (NasdaqGM:PETX)",NasdaqGM:PETX,United States of America (Primary),294.1,NA,2.894685039370079,5.060598911070779,6.464751958224544,NA,3.7401812688821763,0,0,2.29,1.2595,-0.2273622047244095,-0.31578947368421045,-0.45430809399477806,0.3002610966057441,-0.6031331592689296,0.28096249115357397,0.1189334931096465,325.339,270.239,16.96100468722298,-23.194,-0.7312669089946962,294.1,39.7,86.2,-16.4,38.3,-17.4,101.6,0,-0.007,12.1,Pharmaceuticals,Healthcare,231.9,87,,-23.1,,,,,,,,,,,,2.2,9.77,17.1,24.5,27.9,0.16,2.29,7.94,2.56,10.73,,,,,,,-3.36,0,0,0,0,,,,,,-3.47,-14.5,-34.5,-46.1,-17.4
"Paratek Pharmaceuticals, Inc. (NasdaqGM:PRTK)",NasdaqGM:PRTK,United States of America (Primary),289.6,NA,2.8616600790513838,NA,NA,NA,2.2518987341772156,0,0,1.34,1.318385679533876,-1.050395256916996,9.952380952380953,#DIV/0!,#DIV/0!,#DIV/0!,0.16225165562913907,0.06338939197930142,436.37899999999996,446.87899999999996,39.824145692866615,-31.603166666666667,-1.26013149609058,289.6,19.6,131.3,-103.4,0,-104.5,101.2,0,0,62.1,Pharmaceuticals,Healthcare,188.5,65.2,,-106.3,,,,,,,,,,,20.8,14.5,3.65,3.03,38.2,79,0.05,1.34,12.8,9.8,22,,,,,,5.03,0,0,0,0,0,,,,,0.681,-15.4,-12.8,-7.1,-50.5,-104.5
"Tyme Technologies, Inc. (OTCPK:TYMI)",OTCPK:TYMI,United States of America (Primary),271.8,NA,90,NA,NA,NA,57.004264392324096,0,0,-0.006,#DIV/0!,-4.602649006622516,10,#DIV/0!,#DIV/0!,#DIV/0!,0,0,30.746000000000006,32.176,6.420734641248876,-7.483333333333334,-0.8580046291201169,271.8,0,4.45,-14.3,,-14.3,3.02,0,0,7.25,Pharmaceuticals,Healthcare,268.8,27.4,,-13.9,,,,,,,,,,,,,,0.72,2.99,4.69,0,-0.006,3.1,2.99,11.25,,,,,,,,,0,0,0,,,,,,,,-1.55,-6.6,-14.3
Pineapple Express Inc. (OTCPK:PNPL),OTCPK:PNPL,United States of America (Primary),268.8,NA,NA,2.08410290237467,NA,NA,NA,0,0,-1.39,-3.418947937597178,9.490196078431373,-0.7915567282321899,#DIV/0!,#DIV/0!,#DIV/0!,1.083743842364532,0.012127894156560086,3.032,0,#DIV/0!,-2.4,#DIV/0!,268.8,3.3,0.013,0,0,-2.4,-0.255,0,0,2.03,Pharmaceuticals,Healthcare,273.6,,,-2.42,,,,,,,,,,,,,,,,0,0.008,-1.39,5,1,42.38,,,,,,,,,,,0,,,,,,,,,,-2.4
OrganiGram Holdings Inc. (TSXV:OGI),TSXV:OGI,Canada (Primary),259.7,1219.2488262910797,43.86824324324324,1.334474616292798,69.56233421750663,263.5678391959799,64.70515667406859,0,0,0.982,1.4908176344032222,0.03597972972972973,0.05855962219598583,0.13156498673740052,0.33899204244031833,0.056498673740053046,0.38204592901878914,0.013897326852976913,8.753,0.283,1.261976756257156,-0.5313333333333333,-2.375113092077458,259.7,3.66,1.11,0.995,3.77,0.496,5.92,0,0,2.65,Pharmaceuticals,Healthcare,262.6,88.5,,0.213,,,,,,,,,,,,,,0,0,0.283,0.021,0.982,2.94,0.456,2.94,,,,,,,,,0,0,0,,,,,,,,-0.15,-1.94,0.496
"Assembly Biosciences, Inc. (NasdaqCM:ASMB)",NasdaqCM:ASMB,United States of America (Primary),223.9,NA,1.886267902274642,4.008705882352942,NA,NA,5.259259259259259,0,0,0.976,1.3580085183827086,-0.34119629317607414,-0.8137254901960784,#DIV/0!,#DIV/0!,#DIV/0!,0,0,272.144,221.144,13.969680434017501,-22.305,-0.6263026421886349,223.9,0,67.7,-41.4,,-41.5,118.7,0,0,0,Pharmaceuticals,Healthcare,165.3,56.3,,-40.5,,,,,,,,,5.98,2,8.46,34.3,12.6,12.9,16.1,29.7,0.025,0.976,13,4.33,14.5,,,,0,0,0,0,0,0,0,0,,,-7.16,-2.68,-18.3,-39.9,-17.3,-23.8,-27.8,-41.5
Mettrum Health Corp. (TSXV:MT),TSXV:MT,Canada (Primary),205.6,NA,9.562790697674417,0.870798319327731,24.83374083129584,NA,24.83374083129584,0,0,1.26,0.956430865248503,-0.22930232558139532,-0.2620798319327731,-0.6100244498777506,-0.46943765281173594,-0.6026894865525673,0.12173202614379085,0.014287084092434559,19.04,0,2.055780468175854,-4.126666666666667,-0.49816974188429414,205.6,2.98,5.44,-3.84,8.18,-4.99,21.5,0,0,5.95,Pharmaceuticals,Healthcare,199.5,85.3,,-4.93,,,,,,,,,,,,,,0,0,0,0.084,1.26,4.38,1.03,4.55,,,,,,,,,0,0,0,,,,,,,,-1.78,-5.61,-4.99
"Agile Therapeutics, Inc. (NasdaqGM:AGRX)",NasdaqGM:AGRX,United States of America (Primary),201.3,NA,6.777777777777779,22.907407407407398,NA,NA,8.179372197309418,0,0,1.64,1.0415398856180846,-0.9225589225589226,-2.8796296296296284,#DIV/0!,#DIV/0!,#DIV/0!,0.34292035398230086,0.07149446494464945,266.3,255.5,8.000989522136226,-24.674999999999997,-0.3242548945141328,201.3,15.5,34.4,-31.1,0,-31.1,29.7,0,0,37.9,Pharmaceuticals,Healthcare,165.2,34.8,,-27.4,,,,,,,,,,,,,17.4,9.65,23.7,22.3,0.12,1.64,7,5.05,13.19,,,,,,,,-22.5,0,0,0,,,,,,,-23.3,-13.9,-30.4,-31.1
Egalet Corporation (NasdaqGM:EGLT),NasdaqGM:EGLT,United States of America (Primary),191.3,NA,2.1446188340807177,NA,3.37748344370861,NA,1.5887850467289724,0,0,1.37,1.6345709996635742,-0.852017937219731,678.0000000000385,-2.2450331125827816,-1.0033112582781456,-2.5165562913907285,0.3873626373626374,0.22769479208720225,287.77000000000004,287.87000000000006,27.587688014764847,-33.976,-0.8119757480210986,191.3,56.4,145.7,-64.3,30.2,-67.8,89.2,0,0,0.305,Pharmaceuticals,Healthcare,172.3,49.7,,-76,,,,,,,,,,,,4.47,4.84,19.5,25.8,34,0.034,1.37,7.77,4.34,11.81,,,,,,,-5.15,0,0,0,0,,,,,,-5.91,-8.37,-32.5,-55.3,-67.8
DURECT Corporation (NasdaqGM:DRRX),NasdaqGM:DRRX,United States of America (Primary),188.5,NA,12.651006711409396,59.58392857142855,11.414012738853502,NA,4.110091743119266,0,-0.139,1.94,1.2987110419066938,-2.1140939597315436,-5.249999999999998,-1.872611464968153,-0.07006369426751602,-2.0063694267515926,0.569364161849711,0.09462055715658022,342.96999999999997,337.36999999999995,15.707057861568686,-22.05,-0.7123382250144529,188.5,19.7,29,-29,15.7,-29.4,14.9,0,0,23.4,Pharmaceuticals,Healthcare,180.5,90.6,,-31.5,,-13.9,,,,33.5,40.4,46.7,37.6,36,36.5,22.4,19,21.9,23.1,27.9,0.108,1.94,1.36,0.99,2.7,0,0,0,0,0,0,0,0,0,0,0,-27.6,-33.1,-38.4,-25.9,-22.9,19.5,-21.3,-20.7,-20.7,-29.4
"Ocular Therapeutix, Inc. (NasdaqGM:OCUL)",NasdaqGM:OCUL,United States of America (Primary),186.4,NA,2.0803571428571432,NA,53.37016574585636,NA,3.400211193241817,0,0,2.01,1.9391752806878417,-0.47433035714285715,205.4999999999971,-22.70718232044199,-7.56906077348066,-23.480662983425415,0.14585319351763587,0.07585523054040653,271.83000000000004,272.03000000000003,12.612163441165308,-27.9,-0.4520488688589716,186.4,15.3,105.1,-40.3,1.81,-41.1,89.6,0,0,0.978,Pharmaceuticals,Healthcare,126.2,74.6,,-42.5,,,,,,,,,,,,,11.5,16.6,24.9,26.6,0.052,2.01,7.49,4.04,14.5,,,,,,,,-12.6,0,0,0,,,,,,,-13.7,-21.3,-35.5,-41.1
Concordia International Corp. (TSX:CXR),TSX:CXR,Canada (Primary),178,NA,0.15395260335582078,1.7651178825108165,3.9917631610361703,7.048693086003373,3.836067454399449,0,0,1.16,1.260342965324876,-0.5905552672548001,0.06695819161981444,0.3454697385698937,0.6068998448131789,-0.8150889339859138,0.7417755443886097,0.949132683679593,4463.116,141.01600000000002,128.48459051575017,147.1,0.8734506493252902,178,3321.3,155.4,474.4,837.7,289.4,1156.2,-14.7,0,21.9,Pharmaceuticals,Healthcare,3154.7,80.5,,-682.8,,,,,,,,,,,,,,7.77,11.2,34,0.041,1.16,3.49,1.67,43.26,,,,,,,,,0,0,0,,,,,,,,39.6,112.3,289.4
Supreme Pharmaceuticals Inc. (CNSX:SL),CNSX:SL,Canada (Primary),161,NA,10.805369127516778,0.9514426460239267,NA,NA,NA,0,0,-0.549,-1.5592630951831061,-0.22684563758389262,-0.23293455313159744,#DIV/0!,#DIV/0!,#DIV/0!,0.17268184342032203,0.01895070379623423,14.21,0,1.4971837302823665,-1.2333,-1.2139655641631124,161,3.11,3.8,-3.15,0,-3.31,14.9,0,0,6.26,Pharmaceuticals,Healthcare,160.4,86,,-3.38,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.006,-0.549,0.965,0.136,1.18,-0.215,-0.142,0.362,0,0,-0.228,0,0,-1.22,-2.41,-1.58,-0.613,-0.357,-0.065,-0.123,-0.333,-0.844,-0.418,-1.86,-4.41,-3.31
"Tetraphase Pharmaceuticals, Inc. (NasdaqGS:TTPH)",NasdaqGS:TTPH,United States of America (Primary),150.2,NA,0.7359137677609014,NA,-8.529862174578868,NA,-0.8435559594123886,0,0,1.63,1.5725650286175035,-0.3581577658010779,40.77777777777752,-11.240428790199081,-2.0826952526799376,-11.19448698315467,0,0,834.18,835.9799999999999,31.180811407017632,-50.16,-0.6216270216710055,150.2,0,205.9,-73.1,6.53,-73.4,204.1,0,0,0.378,Pharmaceuticals,Healthcare,-11.9,87,,-73.1,,,,,,,,,,,,16.5,25.6,52.7,78.5,59.5,0.052,1.63,4.07,3.11,12.45,,,,,,,0,0,0,0,0,,,,,,-15.9,-20,-56.3,-85.2,-73.4
"Axsome Therapeutics, Inc. (NasdaqCM:AXSM)",NasdaqCM:AXSM,United States of America (Primary),143.7,NA,3.0969827586206895,NA,NA,NA,5.437499999999999,0,0,0,#DIV/0!,-0.5,14.437499999999988,#DIV/0!,#DIV/0!,#DIV/0!,0,0,70.512,72.112,10.94015691538898,-10.976666666666667,-0.9966738762880942,143.7,0,48,-23.1,,-23.1,46.4,0,0,45.6,Pharmaceuticals,Healthcare,109.8,58.1,,-23.2,,,,,,,,,,,,,,1.54,5.92,17.6,,,7.5,5.37,15.74,,,,,,,,,0,0,0,,,,,,,,-1.84,-7.99,-23.1
"AcelRx Pharmaceuticals, Inc. (NasdaqGM:ACRX)",NasdaqGM:ACRX,United States of America (Primary),142.8,NA,4.314199395770393,NA,3.9527559055118124,NA,1.6089743589743595,0,0.951,1.28,1.2118134558800098,-1.3293051359516617,0.5445378151260504,-2.5511811023622046,-0.9291338582677167,-3.4645669291338583,0.387037037037037,0.12767257177764202,255.772,315.272,10.63717045262015,-21.85571428571429,-0.48669973964534313,142.8,20.9,113.5,-30.3,12.7,-32.4,33.1,0,0,2.69,Pharmaceuticals,Healthcare,71.7,58.9,,-44,,95.1,,,,,,,,8.63,10.8,21.8,29.8,21.6,26.3,18.5,0.054,1.28,3.15,2.4,5.88,,,,,0,0,0,0,0,0,0,,,,-12.7,-16.4,-27.5,-34.7,-5.89,-23.4,-32.4
"Zynerba Pharmaceuticals, Inc. (NasdaqGM:ZYNE)",NasdaqGM:ZYNE,United States of America (Primary),141.6,NA,3.5667506297229217,NA,1756.1403508771928,NA,6.560922855082913,0,0,1.35,1.565327441783348,-0.5516372795969773,12.166666666666686,-384.2105263157894,-117.5438596491228,-384.2105263157894,0,0,59.39,61.19,9.10992864955593,-11.64,-0.7826399183467294,141.6,0,41.5,-21.9,0.057,-21.9,39.7,0,0,5.23,Pharmaceuticals,Healthcare,109.9,58,,-21.9,,,,,,,,,,,,,,1.8,4.95,15.2,0.036,1.35,14.23,4.64,43,,,,,,,,,0,0,0,,,,,,,,-4.5,-8.52,-21.9
"Achaogen, Inc. (NasdaqGM:AKAO)",NasdaqGM:AKAO,United States of America (Primary),139.5,NA,3.2291666666666665,NA,2.669467787114846,NA,0.9154658981748318,0,0,0.913,1.1056979093164039,-1.222222222222222,48.2,-1.3501400560224088,0.5798319327731093,-1.4789915966386553,0.2512998266897747,0.09415584415584416,417.18000000000006,418.18000000000006,16.673332000533073,-24,-0.694722166688878,139.5,14.5,58.7,-47.7,35.7,-48.2,43.2,0,0,28.4,Pharmaceuticals,Healthcare,103.4,57.6,,-52.8,,,,,,,,,,,,,20.2,30.3,34.6,68.4,0.033,0.913,5.08,2.59,6.18,,,,,,,,0,0,0,0,,,,,,,-10.4,-16.8,-20.6,-48.2
"Bio-Path Holdings, Inc. (NasdaqCM:BPTH)",NasdaqCM:BPTH,United States of America (Primary),137.7,NA,14.022403258655803,29.18999999999998,NA,NA,23.903525046382185,0,0,1.02,1.0578317446550751,-0.6965376782077393,-8.614583333333325,#DIV/0!,#DIV/0!,#DIV/0!,0,0,36.882400000000004,35.9224,2.1728654915674013,-3.542222222222222,-0.6134187397774973,137.7,0,8.86,-8.07,0,-8.27,9.82,0,0,9.01,Pharmaceuticals,Healthcare,126.4,90.2,,-6.84,,,,,,,,0.095,0.66,0.841,1.17,2,1.36,1.54,2.89,5.39,0.045,1.02,1.44,0.95,3.19,,,0,0,0,0,0,0,0,0,0,,-1.31,-3.44,-1.85,-2.47,-2.27,-2.91,-3.73,-5.63,-8.27
"Corium International, Inc. (NasdaqGM:CORI)",NasdaqGM:CORI,United States of America (Primary),134.2,NA,3.801699716713881,24.187050359712245,3.2790697674418605,NA,1.6810730253353205,0,0,1.58,1.2608777226912002,-1.019830028328612,-2.035971223021584,-0.8226744186046512,0.2005813953488373,-1.0465116279069768,0.5900116144018583,0.27459459459459457,357.59999999999997,343.7,12.62913690307721,-13.37175,-0.9444640307422147,134.2,50.8,72.2,-25.8,34.4,-28.3,35.3,0,0,49.3,Pharmaceuticals,Healthcare,138.2,41.3,,-36,,,,,,,,,,,,,14.2,19.7,31.7,32.7,0.076,1.58,6,3.14,9.93,,,,,,,,3.02,0,0,0,,,,,,,-0.867,-5.22,-19.1,-28.3
"Neos Therapeutics, Inc. (NasdaqGM:NEOS)",NasdaqGM:NEOS,United States of America (Primary),134.1,NA,1.7104591836734693,4.049357798165134,10.601915184678525,NA,4.0983606557377055,0.9,0,2.27,1.5792414634880887,-0.9451530612244896,-3.1192660550458697,-9.30232558139535,-7.414500683994528,-10.136798905608755,0.3037300177619893,0.20320855614973263,144.87599999999998,123.076,28.03111366559191,-35.766666666666666,-0.783721724107882,134.1,34.2,90.8,-65.8,7.31,-68,78.4,,,,Pharmaceuticals,Healthcare,135.8,44.2,,-74.1,90,,,,,,,,,,,,,9.97,11.5,11.6,0.1,2.27,8.35,5.3,28.99,,,,,,,,,-14.7,0,0,,,,,,,,-17.1,-22.2,-68
"Elite Pharmaceuticals, Inc. (OTCPK:ELTP)",OTCPK:ELTP,United States of America (Primary),133.3,11.393162393162395,11.901785714285715,41.852716417910436,9.43233082706767,NA,5.707461328480438,0,0.292,0.516,1.1966058666077148,1.0446428571428572,-1.3701492537313433,-0.3451127819548872,0.3586466165413533,0.8796992481203006,0.24579124579124578,0.026652062796641104,148.05659999999995,144.70659999999995,5.371739283819843,-6.356400000000001,-0.8450914485903723,133.3,3.65,11.5,-3.91,13.3,-4.59,11.2,0,0,9.94,Pharmaceuticals,Healthcare,123.1,74.2,,11.7,,29.2,,,,5.23,6.99,4.51,1.6,0.599,1.71,1.52,1.97,10.2,13.6,8.68,0.009,0.516,0.147,0.11,0.42,0,0,0,0,0,0,0,0,0,0,0,-14,-8.7,-3.25,-0.884,-1.58,-2.04,-2.22,-12.1,-14.2,-4.59
"Flex Pharma, Inc. (NasdaqGM:FLKS)",NasdaqGM:FLKS,United States of America (Primary),125.4,NA,1.3600867678958786,43.22222222222194,47.893258426966305,NA,1.6871165644171784,0,0,1.8,1.3127272173809559,-0.4284164859002169,-44.22222222222194,-55.89887640449438,-28.370786516853936,-55.47752808988764,0,0,130.2,129.3,9.333809511662396,-33.2,-0.28113884071272277,125.4,0,91.3,-39.7,0.712,-39.8,92.2,0,0,0.024,Pharmaceuticals,Healthcare,58.1,54.6,,-39.5,,,,,,,,,,,,,,,12.2,19.5,0.091,1.8,6.98,4.55,13.97,,,,,,,,,,0,0,,,,,,,,,-26.6,-39.8
"Endocyte, Inc. (NasdaqGS:ECYT)",NasdaqGS:ECYT,United States of America (Primary),124.7,NA,0.7279626386456509,NA,-698.5714285714283,NA,-1.89755529685681,0,0,1.48,0.7674465598477996,-0.2486865148861646,17.260869565217522,-567.1428571428571,-187.14285714285708,-608.5714285714286,0,0,359.98,362.28000000000003,15.576905982896601,-22.200000000000003,-0.701662431662009,124.7,0,173.6,-38.8,0.07,-39.7,171.3,0,-0.158,0.442,Pharmaceuticals,Healthcare,-22,89.1,,-42.6,,,,,,,,,13.3,15.4,24.4,32.9,54.9,51.2,23.9,25.7,0.18,1.48,2.95,2.62,4.89,,,,-16.7,0,0,0,0,0,0,0,,,-17.6,-21.4,-32.7,-25.2,-16.4,10.3,-34.9,-39.7
