Company Name,Exchange:Ticker,Geographic Locations,Market Cap,PE,PBV,EV/Invested Capital,EV/Sales,EV/EBITDA,EV/EBITDAR,Expected growth in EPS - Next 5 years,CAGR- Revenues,Beta,Standard devaition in stock price,ROE,ROIC,Operating Margin,EBITDAR/Sales,Net Margin,Debt/Capital (Book),Debt/Capital (Market),Invested Capital,Capitalized R&D,Std Dev in EBITDAR (Last 10 years),Average EBIT (Last 10 years),CV in EBIT,"Market Capitalization [My Setting] [Latest] ($USDmm, Historical rate)","Total Debt [Latest Annual] ($USDmm, Historical rate)","Total Cash & ST Investments [Latest Annual] ($USDmm, Historical rate)","EBITDA [LTM] ($USDmm, Historical rate)","Total Revenue [LTM] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)","Total Equity [Latest Annual] ($USDmm, Historical rate)","Common Dividends Paid [LTM] ($USDmm, Historical rate)","Repurchase of Common Stock [LTM] ($USDmm, Historical rate)","Issuance of Common Stock [LTM] ($USDmm, Historical rate)",Primary Industry,Primary Sector,"Total Enterprise Value [My Setting] [Latest] ($USDmm, Historical rate)",Float % [Latest],"Daily Value Traded [Latest - 1 Year(s)] ($USDmm, Historical rate)","Net Income [LTM] ($USDmm, Historical rate)",LT EPS Growth Rate - Capital IQ [Latest] (%),"Total Revenues, 5 Yr CAGR % [LTM] (%)","EBITDA, 5 Yr CAGR % [LTM] (%)","Net Income, 5 Yr CAGR % [LTM] (%)",Effective Tax Rate [LTM] (%),"R&D Expense [LTM - 40] ($USDmm, Historical rate)","R&D Expense [LTM - 36] ($USDmm, Historical rate)","R&D Expense [LTM - 32] ($USDmm, Historical rate)","R&D Expense [LTM - 28] ($USDmm, Historical rate)","R&D Expense [LTM - 24] ($USDmm, Historical rate)","R&D Expense [LTM - 20] ($USDmm, Historical rate)","R&D Expense [LTM - 16] ($USDmm, Historical rate)","R&D Expense [LTM - 12] ($USDmm, Historical rate)","R&D Expense [LTM - 8] ($USDmm, Historical rate)","R&D Expense [LTM - 4] ($USDmm, Historical rate)","R&D Expense [LTM] ($USDmm, Historical rate)",2 Year Beta R-Squared [Latest],2 Year Beta [Latest],"Day Close Price [Latest] ($USD, Historical rate)","52 Week Low Price [Latest] ($USD, Historical rate)","52 Week High Price [Latest] ($USD, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 40] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 36] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 32] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 28] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 24] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 20] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 16] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 12] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 8] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM - 4] ($USDmm, Historical rate)","EBITDAR (Excl. SBC and Incl. Equity Inc. from Affiliates) [LTM] ($USDmm, Historical rate)","EBIT [LTM - 36] ($USDmm, Historical rate)","EBIT [LTM - 32] ($USDmm, Historical rate)","EBIT [LTM - 28] ($USDmm, Historical rate)","EBIT [LTM - 24] ($USDmm, Historical rate)","EBIT [LTM - 20] ($USDmm, Historical rate)","EBIT [LTM - 16] ($USDmm, Historical rate)","EBIT [LTM - 12] ($USDmm, Historical rate)","EBIT [LTM - 8] ($USDmm, Historical rate)","EBIT [LTM - 4] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)"
"Eyegate Pharmaceuticals, Inc. (NasdaqCM:EYEG)",NasdaqCM:EYEG,United States of America (Primary),14.6,NA,2.3973727422003286,NA,12.200392927308446,NA,0.8024292544256362,0,0,-0.524,-2.5777391644617578,-2.019704433497537,5.347826086956521,-24.165029469548134,-9.960707269155206,-24.165029469548134,0,0,20.451799999999995,22.751799999999996,4.2366378178928645,-6.245,-0.6784047746826044,14.6,0,8.39,-12.3,0.509,-12.3,6.09,0,0,3.83,Pharmaceuticals,Healthcare,8.89,39.2,,-12.3,,,,,,,,,,,,,3.03,0.551,1.44,7.23,0.002,-0.524,1.52,1.11,5.1,,,,,,,,-4.86,0,0,0,,,,,,,-5.82,-2.67,-4.19,-12.3
Crescita Therapeutics Inc. (TSX:CTX),TSX:CTX,Canada (Primary),14.4,NA,NA,NA,9.495945945945946,NA,1.6456674473067918,0,0,0,#DIV/0!,4.773662551440329,5.5475504322766565,-10.405405405405405,-5.567567567567569,-7.837837837837838,0,0,62.334,65.11,2.6870057685088855,-13.5,-0.19903746433399153,14.4,0,0.346,-15.3,1.48,-15.4,-2.43,0,0,0.034,Pharmaceuticals,Healthcare,-7.7,77.6,,-11.6,,,,,,,,,,,,,,,6.45,7.06,,,1.03,0.884,1.47,,,,,,,,,,-9.07,0,,,,,,,,,-11.6,-15.4
Delivra Corp. (TSXV:DVA),TSXV:DVA,Canada (Primary),14.1,NA,4.947368421052631,3.4297337278106506,4.846923076923077,NA,3.3076115485564306,0,0,0,#DIV/0!,-1.287719298245614,-2.1301775147928987,-1.1076923076923075,-0.6230769230769231,-1.4115384615384614,0.21096345514950166,0.051271699636657245,6.135,4.783,1.2727922061357853,-1.98,-0.6428243465332248,14.1,0.762,2.26,-2.83,2.6,-2.88,2.85,0,0,1.91,Pharmaceuticals,Healthcare,14.3,74.2,,-3.67,,,,,,,,,,,,,,,0.397,1.21,,,0.368,0.324,0.56,,,,,,,,,,0,0,,,,,,,,,-1.08,-2.88
Acasti Pharma Inc. (TSXV:ACST),TSXV:ACST,Canada (Primary),13.8,NA,0.6865671641791045,7.089886731391587,252.50000000000003,NA,0.9993403693931399,0,-0.26,0.609,1.497941938127109,-0.36368159203980094,-0.6108414239482199,-314.5833333333333,14.16666666666666,-304.5833333333333,0,0,95.37100000000002,83.01100000000001,3.3492547145383176,-6.2825,-0.5331085896598994,13.8,0,7.74,-5.7,0.024,-7.55,20.1,0,0,0,Pharmaceuticals,Healthcare,8.56,50.3,,-7.31,,-26,,,,,,,1.16,1.37,2.3,3.67,4.15,4.81,7.33,6.04,0.008,0.609,1.29,1.1,3.24,,,,0,0,0,0,0,0,0,0,,,-1.31,-1.93,-4.75,-7.23,-8.39,-11,-8.1,-7.55
"Opiant Pharmaceuticals, Inc. (OTCPK:OPNT)",OTCPK:OPNT,United States of America (Primary),13.6,NA,NA,NA,2.4088235294117646,NA,1.7934306569343064,0,0,2.47,1.9975781282288756,1.6581740976645434,2.0746887966804977,-2.450980392156863,-2.107843137254902,-1.531372549019608,-0.036303630363036306,0.011986923356338542,18.3787,24.4037,5.31088973608838,-6.408699999999999,-0.8287000071915336,13.6,0.165,1.48,-12.5,5.1,-12.5,-4.71,0,0,0,Pharmaceuticals,Healthcare,12.3,89.6,,-7.81,,,,,,0,0,0,0,0,0,0.506,0.283,0.465,2.42,1.75,0.074,2.47,6.75,5.01,11.75,0,0,0,0,0,0,0,0,0,0,0,-0.034,-0.018,-0.015,-2.02,-9.44,-12.3,-8.81,-11.3,-7.65,-12.5
"Pulmatrix, Inc. (NasdaqGM:PULM)",NasdaqGM:PULM,United States of America (Primary),13.6,NA,0.4171779141104294,3.8167482859941226,1.430010070493456,NA,0.13108095633711822,0,0,1.23,1.1236053424211017,-0.6901840490797546,-0.8374142997061704,-17.22054380664653,-7.109768378650553,-22.658610271903324,0.17090539165818922,0.3307086614173228,90.118,69.698,3.0199337741082912,-13.9,-0.2172614225977188,13.6,6.72,18.9,-16.9,0.993,-17.1,32.6,0,0,0,Pharmaceuticals,Healthcare,12.7,37.6,,-22.5,,,,,,,,,,,,,,8.56,5.89,9.84,0.058,1.23,0.91,0.76,5.56,,,,,,,,,-9.52,0,0,,,,,,,,-11.1,-13.5,-17.1
"CLS Holdings USA, Inc. (OTCPK:CLSH)",OTCPK:CLSH,United States of America (Primary),13.2,NA,NA,NA,NA,NA,NA,0,0,-1.44,-1.7993030908947012,1.9230769230769231,2.1833648393194705,#DIV/0!,#DIV/0!,#DIV/0!,-0.4742268041237114,0.03367496339677892,-0.7609999999999999,0.29700000000000004,0.34648232278140956,-2.065,-0.1677880497730797,13.2,0.46,0.088,-2.31,0,-2.31,-1.43,0,0,0,Pharmaceuticals,Healthcare,14.4,14.3,,-2.75,,,,,,,,,,,,,,,0.033,0,0.031,-1.44,0.65,0.45,1.83,,,,,,,,,,0,0,,,,,,,,,-1.82,-2.31
Lexaria Bioscience Corp. (OTCPK:LXRP),OTCPK:LXRP,Canada (Primary),12.8,NA,19.48249619482496,1.7027707808564234,338.91891891891896,NA,87.08333333333334,0,0,0.23,1.6001124960452,-2.161339421613394,-3.80352644836272,-40.810810810810814,2.891891891891892,-38.37837837837838,0,0,0.9360000000000002,0.539,0.8903825644694032,-0.8,-1.1129782055867539,12.8,0,0.26,0,0.037,-1.51,0.657,0,0,0.152,Pharmaceuticals,Healthcare,12.7,73.5,,-1.42,,,,,,0,0,0,0,0,0,0,0,0,0.048,0.107,0.001,0.23,0.25,0.08,0.35,0,0,0,0,0,0,0,0,0,0,0,-2.13,0.267,-0.662,-0.441,-0.29,-0.054,0.09,-1.1,-2.17,-1.51
Antibe Therapeutics Inc. (TSXV:ATE),TSXV:ATE,Canada (Primary),12.7,NA,3.4986225895316805,3.6029860434923733,2.8,NA,2.549715433545363,0,0,-0.832,-1.929411009724067,-0.7134986225895317,-0.465757870821162,-0.5275735294117647,0.09816176470588235,-0.4761029411764705,0.43808049535603716,0.18222794591113975,19.669600000000003,13.5076,1.2939771249910095,-2.1694000000000004,-0.5964677445335158,12.7,2.83,0.298,0,5.44,-2.87,3.63,0,0,1.12,Pharmaceuticals,Healthcare,14.5,46.2,,-2.59,,,,,,,,,,,,0.228,0.264,2.09,1.22,0.534,0.009,-0.832,0.136,0.077,0.199,,,,,,,0,0,0,0,0,,,,,,-0.617,-1.07,-3.73,-2.56,-2.87
"Aytu BioScience, Inc. (OTCPK:AYTU)",OTCPK:AYTU,United States of America (Primary),12.5,NA,1.2376237623762376,30.907999999999994,1.2274368231046933,NA,0.4014167650531287,0,0,2.21,1.7873067463100465,-3.128712871287129,-18,-6.498194945848375,-3.862815884476534,-11.407942238267148,0,0,40.007999999999996,39.007999999999996,6.372270657570451,-10.683333333333332,-0.5964683922842856,12.5,0,9.1,-16.4,2.77,-18,10.1,0,0,13.4,Pharmaceuticals,Healthcare,7.95,85.1,,-31.6,,,,,,,,,,,,,,4.06,3.34,5.7,0.074,2.21,1.15,1.02,53.4,,,,,,,,,-5.74,0,0,,,,,,,,-6.35,-7.7,-18
Abattis Bioceuticals Corp. (OTCPK:ATTB.F),OTCPK:ATTB.F,Canada (Primary),12.3,NA,34.55056179775281,8.650295857988166,1009.4166666666667,NA,252.35416666666669,0,0,3.24,2.83986317577852,-8.314606741573034,-9.289940828402369,-130.83333333333334,-118.66666666666666,-246.66666666666666,0,0,1.6489,1.4799000000000002,1.878277934705085,-1.4540000000000002,-1.291800505299233,12.3,0,0.187,-1.46,0.012,-1.57,0.356,0,0,0.287,Pharmaceuticals,Healthcare,12,88.1,,-2.96,,,,,,0,0,0,0.001,0.048,0.66,0.084,0.164,0.104,0.094,0.036,0.063,3.24,0.108,0.015,0.183,0,0,0,0,0,0,0,0,0,0,0,0,-0.005,-0.019,-0.351,-1.55,-0.975,-1.22,-6.2,-2.65,-1.57
"Acura Pharmaceuticals, Inc. (NasdaqCM:ACUR)",NasdaqCM:ACUR,United States of America (Primary),12.2,NA,1.5443037974683542,19.763404255319152,1.9674556213017749,NA,0.9059945504087191,0,-0.305,1.11,1.221,-1.2455696202531645,-3.829787234042554,-2.6627218934911245,-1.3875739644970415,-2.911242603550296,0.4952076677316294,0.3884711779448622,51.994,49.644,11.05502620731604,-4.973999999999999,-2.2225625668106237,12.2,7.75,13.3,-8.65,3.38,-9,7.9,0,0,0,Pharmaceuticals,Healthcare,12.2,48.8,,-9.84,,-30.5,,,,7.91,3.77,15.3,7.29,7.56,4.71,3.31,5.33,4.48,2.82,3.96,0.04,1.11,1.03,0.86,3.52,0,0,0,0,0,0,0,0,0,0,0,-6.49,20,-8.61,-13.9,9.44,-8.53,-13.7,-13.2,-5.75,-9
